J,h,magnetization_density
1.286,1.041,0.004712
1.286,1.102,0.005400
1.286,1.163,0.008620
1.286,1.224,0.009128
1.286,1.286,0.009654
1.286,1.347,0.010296
1.286,1.408,0.010500
1.286,1.469,0.011086
1.286,1.531,0.011640
1.286,1.592,0.012956
1.286,1.653,0.013820
1.286,1.714,0.014190
1.286,1.776,0.014540
1.286,1.837,0.012356
1.286,1.898,0.012798
1.286,1.959,0.013186
1.286,2.020,0.013898
1.286,2.082,0.016734
1.286,2.143,0.017248
1.286,2.204,0.017512
1.286,2.265,0.018256
1.286,2.327,0.018760
1.286,2.388,0.019302
1.286,2.449,0.020186
1.286,2.510,0.020614
1.286,2.571,0.020986
1.286,2.633,0.021430
1.286,2.694,0.022216
1.286,2.755,0.022580
1.286,2.816,0.022964
1.286,2.878,0.022334
1.286,2.939,0.022788
1.286,3.000,0.023192
1.347,0.000,0.001688
1.347,0.061,0.002356
1.347,0.122,0.001304
1.347,0.184,0.001364
1.347,0.245,0.001976
1.347,0.306,0.002580
1.347,0.367,0.002976
1.347,0.429,0.003424
1.347,0.490,0.003948
1.347,0.551,0.004230
1.347,0.612,0.004908
1.347,0.673,0.005682
1.347,0.735,0.006480
1.347,0.796,0.006954
1.347,0.857,0.007140
1.347,0.918,0.007612
1.347,0.980,0.008254
1.347,1.041,0.008914
1.347,1.102,0.007616
1.347,1.163,0.008170
1.347,1.224,0.008506
1.347,1.286,0.009064
1.347,1.347,0.009822
1.347,1.408,0.011504
1.347,1.469,0.011540
1.347,1.531,0.012252
1.347,1.592,0.012728
1.347,1.653,0.012818
1.347,1.714,0.013316
1.347,1.776,0.013890
1.347,1.837,0.014770
1.347,1.898,0.015044
1.347,1.959,0.016408
1.347,2.020,0.017364
1.347,2.082,0.017478
1.347,2.143,0.017984
1.347,2.204,0.018048
1.347,2.265,0.018480
1.347,2.327,0.018944
1.347,2.388,0.017824
1.347,2.449,0.018418
1.347,2.510,0.019094
1.347,2.571,0.019606
1.347,2.633,0.020400
1.347,2.694,0.020976
1.347,2.755,0.022734
1.347,2.816,0.023180
1.347,2.878,0.023596
1.347,2.939,0.030292
1.347,3.000,0.030636
1.408,0.000,0.005640
1.408,0.061,0.005616
1.408,0.122,0.006044
1.408,0.184,-0.001548
1.408,0.245,-0.000984
1.408,0.306,-0.000200
1.408,0.367,0.000494
1.408,0.429,0.001276
1.408,0.490,0.001902
1.408,0.551,0.002378
1.408,0.612,0.005930
1.408,0.673,0.006752
1.408,0.735,0.007278
1.408,0.796,0.007882
1.408,0.857,0.008304
1.408,0.918,0.008792
1.408,0.980,0.007166
1.408,1.041,0.007872
1.408,1.102,0.008268
1.408,1.163,0.008876
1.408,1.224,0.009474
1.408,1.286,0.010332
1.408,1.347,0.010838
1.408,1.408,0.011502
1.408,1.469,0.012082
1.408,1.531,0.012390
1.408,1.592,0.012956
1.408,1.653,0.013502
1.408,1.714,0.013994
1.408,1.776,0.014386
1.408,1.837,0.014766
1.408,1.898,0.016286
1.408,1.959,0.016646
1.408,2.020,0.017436
1.408,2.082,0.017806
1.408,2.143,0.018082
1.408,2.204,0.018490
1.408,2.265,0.018976
1.408,2.327,0.019944
1.408,2.388,0.020298
1.408,2.449,0.021006
1.408,2.510,0.020610
1.408,2.571,0.021056
1.408,2.633,0.021858
1.408,2.694,0.022184
1.408,2.755,0.022792
1.408,2.816,0.023488
1.408,2.878,0.023890
1.408,2.939,0.024302
1.408,3.000,0.024802
1.469,0.000,-0.001602
1.469,0.061,-0.001174
1.469,0.122,-0.000572
1.469,0.184,0.000124
1.469,0.245,0.000646
1.469,0.306,0.001302
1.469,0.367,0.001864
1.469,0.429,0.002514
1.469,0.490,0.003106
1.469,0.551,0.005036
1.469,0.612,0.005736
1.469,0.673,0.006216
1.469,0.735,0.006584
1.469,0.796,0.007228
1.469,0.857,0.007456
1.469,0.918,0.007766
1.469,0.980,0.008180
1.469,1.041,0.007642
1.469,1.102,0.008354
1.469,1.163,0.008894
1.469,1.224,0.009032
1.469,1.286,0.009518
1.469,1.347,0.010104
1.469,1.408,0.011334
1.469,1.469,0.011852
1.469,1.531,0.012610
1.469,1.592,0.013398
1.469,1.653,0.013870
1.469,1.714,0.014240
1.469,1.776,0.014882
1.469,1.837,0.015710
1.469,1.898,0.016036
1.469,1.959,0.016492
1.469,2.020,0.017200
1.469,2.082,0.016578
1.469,2.143,0.017184
1.469,2.204,0.017884
1.469,2.265,0.018560
1.469,2.327,0.020302
1.469,2.388,0.021044
1.469,2.449,0.021462
1.469,2.510,0.022600
1.469,2.571,0.023152
1.469,2.633,0.023970
1.469,2.694,0.023688
1.469,2.755,0.023934
1.469,2.816,0.024832
1.469,2.878,0.025476
1.469,2.939,0.026176
1.469,3.000,0.026588
1.531,0.000,-0.001144
1.531,0.061,-0.001772
1.531,0.122,-0.001196
1.531,0.184,-0.000556
1.531,0.245,0.000150
1.531,0.306,0.000752
1.531,0.367,0.003014
1.531,0.429,0.003330
1.531,0.490,0.003836
1.531,0.551,0.006168
1.531,0.612,0.006772
1.531,0.673,0.007498
1.531,0.735,0.008032
1.531,0.796,0.008494
1.531,0.857,0.008820
1.531,0.918,0.007418
1.531,0.980,0.007952
1.531,1.041,0.008606
1.531,1.102,0.008718
1.531,1.163,0.009168
1.531,1.224,0.009856
1.531,1.286,0.010236
1.531,1.347,0.011890
1.531,1.408,0.012466
1.531,1.469,0.012772
1.531,1.531,0.013266
1.531,1.592,0.013872
1.531,1.653,0.014812
1.531,1.714,0.015342
1.531,1.776,0.015626
1.531,1.837,0.015936
1.531,1.898,0.017684
1.531,1.959,0.018252
1.531,2.020,0.018754
1.531,2.082,0.019256
1.531,2.143,0.019960
1.531,2.204,0.018592
1.531,2.265,0.019028
1.531,2.327,0.019838
1.531,2.388,0.020544
1.531,2.449,0.021096
1.531,2.510,0.021688
1.531,2.571,0.022134
1.531,2.633,0.024052
1.531,2.694,0.024646
1.531,2.755,0.025140
1.531,2.816,0.025872
1.531,2.878,0.026508
1.531,2.939,0.028348
1.531,3.000,0.028988
1.592,0.000,0.001138
1.592,0.061,0.001606
1.592,0.122,0.001950
1.592,0.184,0.002460
1.592,0.245,0.003078
1.592,0.306,0.003716
1.592,0.367,0.003922
1.592,0.429,0.004198
1.592,0.490,0.004728
1.592,0.551,0.005314
1.592,0.612,0.005818
1.592,0.673,0.006560
1.592,0.735,0.007558
1.592,0.796,0.007906
1.592,0.857,0.007832
1.592,0.918,0.008028
1.592,0.980,0.008628
1.592,1.041,0.009312
1.592,1.102,0.009544
1.592,1.163,0.010342
1.592,1.224,0.010210
1.592,1.286,0.010828
1.592,1.347,0.011266
1.592,1.408,0.011884
1.592,1.469,0.015756
1.592,1.531,0.016462
1.592,1.592,0.016982
1.592,1.653,0.017730
1.592,1.714,0.016186
1.592,1.776,0.016564
1.592,1.837,0.017114
1.592,1.898,0.017884
1.592,1.959,0.018472
1.592,2.020,0.018884
1.592,2.082,0.019348
1.592,2.143,0.019240
1.592,2.204,0.019898
1.592,2.265,0.020396
1.592,2.327,0.020904
1.592,2.388,0.021452
1.592,2.449,0.022026
1.592,2.510,0.022938
1.592,2.571,0.023714
1.592,2.633,0.024312
1.592,2.694,0.025152
1.592,2.755,0.025532
1.592,2.816,0.026304
1.592,2.878,0.026804
1.592,2.939,0.027310
1.592,3.000,0.028340
1.653,0.000,0.001632
1.653,0.061,0.002108
1.653,0.122,0.002646
1.653,0.184,0.003240
1.653,0.245,0.003720
1.653,0.306,0.003958
1.653,0.367,0.003328
1.653,0.429,0.004018
1.653,0.490,0.004658
1.653,0.551,0.005008
1.653,0.612,0.005504
1.653,0.673,0.006120
1.653,0.735,0.006872
1.653,0.796,0.007070
1.653,0.857,0.007740
1.653,0.918,0.008088
1.653,0.980,0.008894
1.653,1.041,0.009132
1.653,1.102,0.009902
1.653,1.163,0.010606
1.653,1.224,0.011128
1.653,1.286,0.011664
1.653,1.347,0.012370
1.653,1.408,0.013072
1.653,1.469,0.013540
1.653,1.531,0.014242
1.653,1.592,0.014570
1.653,1.653,0.015250
1.653,1.714,0.015716
1.653,1.776,0.016242
1.653,1.837,0.016944
1.653,1.898,0.017480
1.653,1.959,0.017970
1.653,2.020,0.018580
1.653,2.082,0.020868
1.653,2.143,0.021508
1.653,2.204,0.022108
1.653,2.265,0.022550
1.653,2.327,0.021334
1.653,2.388,0.021776
1.653,2.449,0.022248
1.653,2.510,0.022704
1.653,2.571,0.022990
1.653,2.633,0.023724
1.653,2.694,0.024600
1.653,2.755,0.025294
1.653,2.816,0.026144
1.653,2.878,0.026890
1.653,2.939,0.028038
1.653,3.000,0.028334
1.714,0.000,0.000506
1.714,0.061,0.000854
1.714,0.122,0.001420
1.714,0.184,0.001700
1.714,0.245,0.002182
1.714,0.306,0.001868
1.714,0.367,0.002694
1.714,0.429,0.003238
1.714,0.490,0.003924
1.714,0.551,0.004952
1.714,0.612,0.005410
1.714,0.673,0.006272
1.714,0.735,0.006956
1.714,0.796,0.009392
1.714,0.857,0.009982
1.714,0.918,0.010360
1.714,0.980,0.011058
1.714,1.041,0.011546
1.714,1.102,0.011876
1.714,1.163,0.011066
1.714,1.224,0.011370
1.714,1.286,0.012124
1.714,1.347,0.012698
1.714,1.408,0.013274
1.714,1.469,0.013900
1.714,1.531,0.014718
1.714,1.592,0.018228
1.714,1.653,0.019382
1.714,1.714,0.020184
1.714,1.776,0.020742
1.714,1.837,0.021476
1.714,1.898,0.016540
1.714,1.959,0.017366
1.714,2.020,0.017990
1.714,2.082,0.018824
1.714,2.143,0.021598
1.714,2.204,0.021986
1.714,2.265,0.022534
1.714,2.327,0.023158
1.714,2.388,0.023730
1.714,2.449,0.021392
1.714,2.510,0.022300
1.714,2.571,0.022886
1.714,2.633,0.023664
1.714,2.694,0.024320
1.714,2.755,0.025112
1.714,2.816,0.025266
1.714,2.878,0.028856
1.714,2.939,0.029372
1.714,3.000,0.030000
1.776,0.000,0.000752
1.776,0.061,0.001326
1.776,0.122,0.001274
1.776,0.184,0.001944
1.776,0.245,0.002750
1.776,0.306,0.003424
1.776,0.367,0.003990
1.776,0.429,0.004768
1.776,0.490,0.005586
1.776,0.551,0.006032
1.776,0.612,0.006580
1.776,0.673,0.008254
1.776,0.735,0.008760
1.776,0.796,0.009340
1.776,0.857,0.009736
1.776,0.918,0.010542
1.776,0.980,0.011214
1.776,1.041,0.011694
1.776,1.102,0.012422
1.776,1.163,0.013030
1.776,1.224,0.013548
1.776,1.286,0.014404
1.776,1.347,0.015206
1.776,1.408,0.016058
1.776,1.469,0.017060
1.776,1.531,0.017862
1.776,1.592,0.018324
1.776,1.653,0.017868
1.776,1.714,0.018568
1.776,1.776,0.018918
1.776,1.837,0.019458
1.776,1.898,0.019802
1.776,1.959,0.018196
1.776,2.020,0.018818
1.776,2.082,0.019326
1.776,2.143,0.019880
1.776,2.204,0.020388
1.776,2.265,0.020912
1.776,2.327,0.021622
1.776,2.388,0.026548
1.776,2.449,0.027132
1.776,2.510,0.027836
1.776,2.571,0.028416
1.776,2.633,0.029060
1.776,2.694,0.029790
1.776,2.755,0.027674
1.776,2.816,0.028578
1.776,2.878,0.029004
1.776,2.939,0.029740
1.776,3.000,0.029674
1.837,0.000,-0.001886
1.837,0.061,-0.001046
1.837,0.122,-0.000440
1.837,0.184,0.002406
1.837,0.245,0.003286
1.837,0.306,0.003954
1.837,0.367,0.004410
1.837,0.429,0.005192
1.837,0.490,0.005880
1.837,0.551,0.006764
1.837,0.612,0.006646
1.837,0.673,0.007662
1.837,0.735,0.008312
1.837,0.796,0.008928
1.837,0.857,0.009400
1.837,0.918,0.010086
1.837,0.980,0.010758
1.837,1.041,0.010794
1.837,1.102,0.011476
1.837,1.163,0.012044
1.837,1.224,0.014518
1.837,1.286,0.015200
1.837,1.347,0.015934
1.837,1.408,0.016346
1.837,1.469,0.015866
1.837,1.531,0.016596
1.837,1.592,0.016912
1.837,1.653,0.017466
1.837,1.714,0.017918
1.837,1.776,0.018506
1.837,1.837,0.019436
1.837,1.898,0.019092
1.837,1.959,0.019536
1.837,2.020,0.020098
1.837,2.082,0.020942
1.837,2.143,0.021678
1.837,2.204,0.022400
1.837,2.265,0.023166
1.837,2.327,0.025650
1.837,2.388,0.026560
1.837,2.449,0.026964
1.837,2.510,0.027526
1.837,2.571,0.027758
1.837,2.633,0.028464
1.837,2.694,0.029098
1.837,2.755,0.029806
1.837,2.816,0.030290
1.837,2.878,0.030686
1.837,2.939,0.031576
1.837,3.000,0.032302
1.898,0.000,0.000906
1.898,0.061,0.001520
1.898,0.122,0.002430
1.898,0.184,0.003202
1.898,0.245,0.003870
1.898,0.306,0.004248
1.898,0.367,0.005084
1.898,0.429,0.005278
1.898,0.490,0.006044
1.898,0.551,0.004648
1.898,0.612,0.005428
1.898,0.673,0.006054
1.898,0.735,0.006850
1.898,0.796,0.008882
1.898,0.857,0.009400
1.898,0.918,0.010036
1.898,0.980,0.010566
1.898,1.041,0.011844
1.898,1.102,0.012476
1.898,1.163,0.012838
1.898,1.224,0.013474
1.898,1.286,0.013974
1.898,1.347,0.014758
1.898,1.408,0.014942
1.898,1.469,0.015730
1.898,1.531,0.016340
1.898,1.592,0.016764
1.898,1.653,0.017420
1.898,1.714,0.018136
1.898,1.776,0.018912
1.898,1.837,0.018978
1.898,1.898,0.019820
1.898,1.959,0.020572
1.898,2.020,0.021356
1.898,2.082,0.022372
1.898,2.143,0.022834
1.898,2.204,0.023822
1.898,2.265,0.024248
1.898,2.327,0.024808
1.898,2.388,0.025322
1.898,2.449,0.026060
1.898,2.510,0.026638
1.898,2.571,0.027428
1.898,2.633,0.028300
1.898,2.694,0.029912
1.898,2.755,0.030416
1.898,2.816,0.030696
1.898,2.878,0.031294
1.898,2.939,0.031828
1.898,3.000,0.032360
1.959,0.000,0.000228
1.959,0.061,-0.000192
1.959,0.122,0.000246
1.959,0.184,0.000852
1.959,0.245,0.001658
1.959,0.306,0.002246
1.959,0.367,0.005152
1.959,0.429,0.005732
1.959,0.490,0.006494
1.959,0.551,0.007190
1.959,0.612,0.006764
1.959,0.673,0.007524
1.959,0.735,0.008148
1.959,0.796,0.008956
1.959,0.857,0.009312
1.959,0.918,0.009412
1.959,0.980,0.010002
1.959,1.041,0.010930
1.959,1.102,0.011346
1.959,1.163,0.011966
1.959,1.224,0.012780
1.959,1.286,0.013568
1.959,1.347,0.014382
1.959,1.408,0.015144
1.959,1.469,0.015912
1.959,1.531,0.016614
1.959,1.592,0.017294
1.959,1.653,0.016976
1.959,1.714,0.017772
1.959,1.776,0.018724
1.959,1.837,0.019246
1.959,1.898,0.020912
1.959,1.959,0.021734
1.959,2.020,0.022356
1.959,2.082,0.023244
1.959,2.143,0.023840
1.959,2.204,0.023874
1.959,2.265,0.024798
1.959,2.327,0.025452
1.959,2.388,0.025994
1.959,2.449,0.026888
1.959,2.510,0.027376
1.959,2.571,0.027664
1.959,2.633,0.030066
1.959,2.694,0.030408
1.959,2.755,0.030974
1.959,2.816,0.031636
1.959,2.878,0.032372
1.959,2.939,0.032822
1.959,3.000,0.033360
2.020,0.000,0.001806
2.020,0.061,0.002468
2.020,0.122,0.003408
2.020,0.184,0.003776
2.020,0.245,0.004332
2.020,0.306,0.005370
2.020,0.367,0.005822
2.020,0.429,0.007474
2.020,0.490,0.008130
2.020,0.551,0.008808
2.020,0.612,0.009708
2.020,0.673,0.010418
2.020,0.735,0.010994
2.020,0.796,0.012036
2.020,0.857,0.010726
2.020,0.918,0.011476
2.020,0.980,0.012088
2.020,1.041,0.013040
2.020,1.102,0.014010
2.020,1.163,0.014696
2.020,1.224,0.015228
2.020,1.286,0.015566
2.020,1.347,0.016162
2.020,1.408,0.016900
2.020,1.469,0.016626
2.020,1.531,0.017122
2.020,1.592,0.017796
2.020,1.653,0.018596
2.020,1.714,0.019222
2.020,1.776,0.020058
2.020,1.837,0.021128
2.020,1.898,0.022204
2.020,1.959,0.022912
2.020,2.020,0.023672
2.020,2.082,0.024332
2.020,2.143,0.024508
2.020,2.204,0.025820
2.020,2.265,0.026746
2.020,2.327,0.027380
2.020,2.388,0.027622
2.020,2.449,0.028254
2.020,2.510,0.029114
2.020,2.571,0.028656
2.020,2.633,0.029324
2.020,2.694,0.029904
2.020,2.755,0.030496
2.020,2.816,0.032692
2.020,2.878,0.033522
2.020,2.939,0.034150
2.020,3.000,0.034776
2.082,0.000,0.000552
2.082,0.061,0.001352
2.082,0.122,0.002052
2.082,0.184,0.002704
2.082,0.245,0.003582
2.082,0.306,0.004142
2.082,0.367,0.004196
2.082,0.429,0.004892
2.082,0.490,0.005622
2.082,0.551,0.006572
2.082,0.612,0.007174
2.082,0.673,0.008020
2.082,0.735,0.008326
2.082,0.796,0.008210
2.082,0.857,0.009428
2.082,0.918,0.009970
2.082,0.980,0.010858
2.082,1.041,0.010986
2.082,1.102,0.011714
2.082,1.163,0.012194
2.082,1.224,0.013178
2.082,1.286,0.015234
2.082,1.347,0.016226
2.082,1.408,0.016952
2.082,1.469,0.017382
2.082,1.531,0.018152
2.082,1.592,0.018442
2.082,1.653,0.017490
2.082,1.714,0.018358
2.082,1.776,0.019104
2.082,1.837,0.020142
2.082,1.898,0.021106
2.082,1.959,0.021896
2.082,2.020,0.022938
2.082,2.082,0.023916
2.082,2.143,0.024804
2.082,2.204,0.025382
2.082,2.265,0.026000
2.082,2.327,0.028548
2.082,2.388,0.029526
2.082,2.449,0.030326
2.082,2.510,0.030804
2.082,2.571,0.030200
2.082,2.633,0.031256
2.082,2.694,0.031866
2.082,2.755,0.032878
2.082,2.816,0.033426
2.082,2.878,0.034234
2.082,2.939,0.034514
2.082,3.000,0.035278
2.143,0.000,0.000768
2.143,0.061,0.001408
2.143,0.122,0.002168
2.143,0.184,0.002796
2.143,0.245,0.003676
2.143,0.306,0.003810
2.143,0.367,0.004528
2.143,0.429,0.005380
2.143,0.490,0.006302
2.143,0.551,0.007278
2.143,0.612,0.007276
2.143,0.673,0.008214
2.143,0.735,0.009018
2.143,0.796,0.011876
2.143,0.857,0.012802
2.143,0.918,0.013492
2.143,0.980,0.014046
2.143,1.041,0.014740
2.143,1.102,0.015374
2.143,1.163,0.015068
2.143,1.224,0.015936
2.143,1.286,0.016698
2.143,1.347,0.017504
2.143,1.408,0.018468
2.143,1.469,0.019410
2.143,1.531,0.020050
2.143,1.592,0.017676
2.143,1.653,0.018332
2.143,1.714,0.019390
2.143,1.776,0.020230
2.143,1.837,0.020972
2.143,1.898,0.020758
2.143,1.959,0.021692
2.143,2.020,0.022456
2.143,2.082,0.023308
2.143,2.143,0.024406
2.143,2.204,0.024968
2.143,2.265,0.025594
2.143,2.327,0.026244
2.143,2.388,0.027098
2.143,2.449,0.026866
2.143,2.510,0.027760
2.143,2.571,0.028614
2.143,2.633,0.029570
2.143,2.694,0.030172
2.143,2.755,0.030872
2.143,2.816,0.031920
2.143,2.878,0.032108
2.143,2.939,0.033068
2.143,3.000,0.033766
2.204,0.000,-0.000756
2.204,0.061,0.000162
2.204,0.122,0.001812
2.204,0.184,0.002528
2.204,0.245,0.003188
2.204,0.306,0.003734
2.204,0.367,0.003970
2.204,0.429,0.004790
2.204,0.490,0.005410
2.204,0.551,0.006214
2.204,0.612,0.007118
2.204,0.673,0.008772
2.204,0.735,0.009762
2.204,0.796,0.010442
2.204,0.857,0.011224
2.204,0.918,0.011684
2.204,0.980,0.012148
2.204,1.041,0.012658
2.204,1.102,0.014076
2.204,1.163,0.015168
2.204,1.224,0.015862
2.204,1.286,0.016474
2.204,1.347,0.017288
2.204,1.408,0.017898
2.204,1.469,0.016834
2.204,1.531,0.017626
2.204,1.592,0.018354
2.204,1.653,0.019052
2.204,1.714,0.043200
2.204,1.776,0.044140
2.204,1.837,0.044702
2.204,1.898,0.045388
2.204,1.959,0.024228
2.204,2.020,0.024958
2.204,2.082,0.025180
2.204,2.143,0.026002
2.204,2.204,0.026614
2.204,2.265,0.027320
2.204,2.327,0.028060
2.204,2.388,0.029938
2.204,2.449,0.030702
2.204,2.510,0.031252
2.204,2.571,0.032156
2.204,2.633,0.032994
2.204,2.694,0.033488
2.204,2.755,0.033100
2.204,2.816,0.033474
2.204,2.878,0.034040
2.204,2.939,0.034654
2.204,3.000,0.035172
2.265,0.000,-0.000312
2.265,0.061,0.000302
2.265,0.122,0.001026
2.265,0.184,0.001886
2.265,0.245,0.002700
2.265,0.306,0.003222
2.265,0.367,0.003672
2.265,0.429,0.004074
2.265,0.490,0.005036
2.265,0.551,0.005596
2.265,0.612,0.008676
2.265,0.673,0.009506
2.265,0.735,0.009998
2.265,0.796,0.010986
2.265,0.857,0.011474
2.265,0.918,0.012440
2.265,0.980,0.013406
2.265,1.041,0.013170
2.265,1.102,0.014148
2.265,1.163,0.015016
2.265,1.224,0.015906
2.265,1.286,0.015932
2.265,1.347,0.016452
2.265,1.408,0.017342
2.265,1.469,0.016406
2.265,1.531,0.017322
2.265,1.592,0.018040
2.265,1.653,0.018924
2.265,1.714,0.019922
2.265,1.776,0.020700
2.265,1.837,0.021320
2.265,1.898,0.023216
2.265,1.959,0.023740
2.265,2.020,0.024482
2.265,2.082,0.025116
2.265,2.143,0.025848
2.265,2.204,0.026482
2.265,2.265,0.027202
2.265,2.327,0.027382
2.265,2.388,0.028230
2.265,2.449,0.029550
2.265,2.510,0.030092
2.265,2.571,0.031304
2.265,2.633,0.032286
2.265,2.694,0.033244
2.265,2.755,0.033882
2.265,2.816,0.036264
2.265,2.878,0.037062
2.265,2.939,0.037748
2.265,3.000,0.038472
2.327,0.000,0.000182
2.327,0.061,0.001114
2.327,0.122,0.002426
2.327,0.184,0.003446
2.327,0.245,0.004306
2.327,0.306,0.005052
2.327,0.367,0.005676
2.327,0.429,0.006338
2.327,0.490,0.006942
2.327,0.551,0.007294
2.327,0.612,0.008038
2.327,0.673,0.008946
2.327,0.735,0.009600
2.327,0.796,0.010484
2.327,0.857,0.011246
2.327,0.918,0.011818
2.327,0.980,0.012496
2.327,1.041,0.013992
2.327,1.102,0.014534
2.327,1.163,0.015366
2.327,1.224,0.016154
2.327,1.286,0.017138
2.327,1.347,0.018224
2.327,1.408,0.017148
2.327,1.469,0.017930
2.327,1.531,0.018604
2.327,1.592,0.018832
2.327,1.653,0.019776
2.327,1.714,0.020626
2.327,1.776,0.021372
2.327,1.837,0.023710
2.327,1.898,0.024476
2.327,1.959,0.025228
2.327,2.020,0.025818
2.327,2.082,0.026242
2.327,2.143,0.027078
2.327,2.204,0.027976
2.327,2.265,0.028816
2.327,2.327,0.029552
2.327,2.388,0.031870
2.327,2.449,0.032664
2.327,2.510,0.033216
2.327,2.571,0.033602
2.327,2.633,0.034366
2.327,2.694,0.036244
2.327,2.755,0.036826
2.327,2.816,0.037558
2.327,2.878,0.037954
2.327,2.939,0.038884
2.327,3.000,0.039554
2.388,0.000,0.002684
2.388,0.061,-0.000138
2.388,0.122,0.000514
2.388,0.184,0.001368
2.388,0.245,0.002358
2.388,0.306,0.003380
2.388,0.367,0.005782
2.388,0.429,0.006230
2.388,0.490,0.007202
2.388,0.551,0.008066
2.388,0.612,0.007016
2.388,0.673,0.008242
2.388,0.735,0.008896
2.388,0.796,0.009934
2.388,0.857,0.010742
2.388,0.918,0.011870
2.388,0.980,0.012414
2.388,1.041,0.013418
2.388,1.102,0.014050
2.388,1.163,0.014808
2.388,1.224,0.015966
2.388,1.286,0.016488
2.388,1.347,0.017758
2.388,1.408,0.018574
2.388,1.469,0.019462
2.388,1.531,0.020114
2.388,1.592,0.020368
2.388,1.653,0.021290
2.388,1.714,0.020494
2.388,1.776,0.021092
2.388,1.837,0.021892
2.388,1.898,0.024094
2.388,1.959,0.024694
2.388,2.020,0.025422
2.388,2.082,0.026302
2.388,2.143,0.027248
2.388,2.204,0.028134
2.388,2.265,0.028674
2.388,2.327,0.029602
2.388,2.388,0.030338
2.388,2.449,0.031236
2.388,2.510,0.031820
2.388,2.571,0.032734
2.388,2.633,0.033760
2.388,2.694,0.034246
2.388,2.755,0.034842
2.388,2.816,0.035800
2.388,2.878,0.036508
2.388,2.939,0.036880
2.388,3.000,0.038700
2.449,0.000,0.000690
2.449,0.061,0.001520
2.449,0.122,0.002378
2.449,0.184,0.004404
2.449,0.245,0.005032
2.449,0.306,0.005792
2.449,0.367,0.006404
2.449,0.429,0.004780
2.449,0.490,0.005562
2.449,0.551,0.006094
2.449,0.612,0.006972
2.449,0.673,0.007708
2.449,0.735,0.008418
2.449,0.796,0.009326
2.449,0.857,0.011386
2.449,0.918,0.012472
2.449,0.980,0.013256
2.449,1.041,0.014028
2.449,1.102,0.015126
2.449,1.163,0.015964
2.449,1.224,0.016364
2.449,1.286,0.015772
2.449,1.347,0.016966
2.449,1.408,0.017704
2.449,1.469,0.018710
2.449,1.531,0.019452
2.449,1.592,0.020304
2.449,1.653,0.021264
2.449,1.714,0.022418
2.449,1.776,0.023442
2.449,1.837,0.024332
2.449,1.898,0.025068
2.449,1.959,0.025522
2.449,2.020,0.026340
2.449,2.082,0.027226
2.449,2.143,0.028804
2.449,2.204,0.029488
2.449,2.265,0.030526
2.449,2.327,0.031340
2.449,2.388,0.032038
2.449,2.449,0.032774
2.449,2.510,0.033432
2.449,2.571,0.032696
2.449,2.633,0.033812
2.449,2.694,0.035110
2.449,2.755,0.035520
2.449,2.816,0.037142
2.449,2.878,0.037720
2.449,2.939,0.038692
2.449,3.000,0.038724
2.510,0.000,-0.000416
2.510,0.061,0.000386
2.510,0.122,0.001186
2.510,0.184,0.002060
2.510,0.245,0.002308
2.510,0.306,0.003096
2.510,0.367,0.004842
2.510,0.429,0.005782
2.510,0.490,0.006418
2.510,0.551,0.006996
2.510,0.612,0.007886
2.510,0.673,0.008940
2.510,0.735,0.009418
2.510,0.796,0.010096
2.510,0.857,0.010942
2.510,0.918,0.011586
2.510,0.980,0.012342
2.510,1.041,0.012056
2.510,1.102,0.013008
2.510,1.163,0.014070
2.510,1.224,0.015300
2.510,1.286,0.017578
2.510,1.347,0.018560
2.510,1.408,0.019188
2.510,1.469,0.019678
2.510,1.531,0.020252
2.510,1.592,0.020592
2.510,1.653,0.022182
2.510,1.714,0.023154
2.510,1.776,0.024008
2.510,1.837,0.025098
2.510,1.898,0.025766
2.510,1.959,0.026620
2.510,2.020,0.027238
2.510,2.082,0.028400
2.510,2.143,0.029134
2.510,2.204,0.029880
2.510,2.265,0.030572
2.510,2.327,0.031158
2.510,2.388,0.031976
2.510,2.449,0.032850
2.510,2.510,0.033640
2.510,2.571,0.033838
2.510,2.633,0.034502
2.510,2.694,0.035186
2.510,2.755,0.036152
2.510,2.816,0.036944
2.510,2.878,0.037538
2.510,2.939,0.041538
2.510,3.000,0.041910
2.571,0.000,0.000312
2.571,0.061,0.001198
2.571,0.122,0.002462
2.571,0.184,0.003674
2.571,0.245,0.004804
2.571,0.306,0.002852
2.571,0.367,0.003654
2.571,0.429,0.004368
2.571,0.490,0.005234
2.571,0.551,0.006110
2.571,0.612,0.007116
2.571,0.673,0.008184
2.571,0.735,0.008866
2.571,0.796,0.009974
2.571,0.857,0.013846
2.571,0.918,0.014830
2.571,0.980,0.015744
2.571,1.041,0.016938
2.571,1.102,0.017940
2.571,1.163,0.015862
2.571,1.224,0.016580
2.571,1.286,0.017228
2.571,1.347,0.017824
2.571,1.408,0.018394
2.571,1.469,0.019074
2.571,1.531,0.019958
2.571,1.592,0.021870
2.571,1.653,0.022368
2.571,1.714,0.023198
2.571,1.776,0.024222
2.571,1.837,0.024884
2.571,1.898,0.025988
2.571,1.959,0.026496
2.571,2.020,0.026762
2.571,2.082,0.027328
2.571,2.143,0.028364
2.571,2.204,0.029306
2.571,2.265,0.030638
2.571,2.327,0.031286
2.571,2.388,0.032306
2.571,2.449,0.032976
