J,h,magnetization_density
0.061,1.898,-0.675672
0.061,1.959,-0.667034
0.061,2.020,-0.658276
0.061,2.082,-0.649910
0.061,2.143,-0.641544
0.061,2.204,-0.633092
0.061,2.265,-0.624694
0.061,2.327,-0.616728
0.061,2.388,-0.608512
0.061,2.449,-0.600496
0.061,2.510,-0.592562
0.061,2.571,-0.584826
0.061,2.633,-0.577126
0.061,2.694,-0.569516
0.061,2.755,-0.562010
0.061,2.816,-0.554318
0.061,2.878,-0.546938
0.061,2.939,-0.539420
0.061,3.000,-0.531944
0.122,0.000,-0.905834
0.122,0.061,-0.905664
0.122,0.122,-0.905442
0.122,0.184,-0.905426
0.122,0.245,-0.905466
0.122,0.306,-0.904268
0.122,0.367,-0.903172
0.122,0.429,-0.902064
0.122,0.490,-0.900750
0.122,0.551,-0.889500
0.122,0.612,-0.878394
0.122,0.673,-0.867460
0.122,0.735,-0.856772
0.122,0.796,-0.846118
0.122,0.857,-0.835600
0.122,0.918,-0.825152
0.122,0.980,-0.814474
0.122,1.041,-0.804140
0.122,1.102,-0.794110
0.122,1.163,-0.784190
0.122,1.224,-0.774480
0.122,1.286,-0.764648
0.122,1.347,-0.755054
0.122,1.408,-0.745336
0.122,1.469,-0.735816
0.122,1.531,-0.726340
0.122,1.592,-0.716840
0.122,1.653,-0.707432
0.122,1.714,-0.698120
0.122,1.776,-0.689366
0.122,1.837,-0.680578
0.122,1.898,-0.671658
0.122,1.959,-0.663098
0.122,2.020,-0.654586
0.122,2.082,-0.646180
0.122,2.143,-0.637860
0.122,2.204,-0.629656
0.122,2.265,-0.621254
0.122,2.327,-0.613158
0.122,2.388,-0.604934
0.122,2.449,-0.596866
0.122,2.510,-0.588888
0.122,2.571,-0.581004
0.122,2.633,-0.573230
0.122,2.694,-0.565820
0.122,2.755,-0.558188
0.122,2.816,-0.550722
0.122,2.878,-0.543568
0.122,2.939,-0.536158
0.122,3.000,-0.528860
0.184,0.000,-0.862532
0.184,0.061,-0.862336
0.184,0.122,-0.862090
0.184,0.184,-0.862174
0.184,0.245,-0.861526
0.184,0.306,-0.861244
0.184,0.367,-0.860738
0.184,0.429,-0.859328
0.184,0.490,-0.857898
0.184,0.551,-0.856480
0.184,0.612,-0.854972
0.184,0.673,-0.853506
0.184,0.735,-0.851874
0.184,0.796,-0.841036
0.184,0.857,-0.830574
0.184,0.918,-0.820122
0.184,0.980,-0.809612
0.184,1.041,-0.799334
0.184,1.102,-0.789386
0.184,1.163,-0.779380
0.184,1.224,-0.769186
0.184,1.286,-0.759210
0.184,1.347,-0.749298
0.184,1.408,-0.739706
0.184,1.469,-0.730070
0.184,1.531,-0.720804
0.184,1.592,-0.711414
0.184,1.653,-0.702096
0.184,1.714,-0.692980
0.184,1.776,-0.683914
0.184,1.837,-0.675314
0.184,1.898,-0.666736
0.184,1.959,-0.658152
0.184,2.020,-0.649530
0.184,2.082,-0.641088
0.184,2.143,-0.632662
0.184,2.204,-0.624566
0.184,2.265,-0.616222
0.184,2.327,-0.607944
0.184,2.388,-0.599920
0.184,2.449,-0.591918
0.184,2.510,-0.583886
0.184,2.571,-0.576204
0.184,2.633,-0.568492
0.184,2.694,-0.560722
0.184,2.755,-0.553386
0.184,2.816,-0.546206
0.184,2.878,-0.538700
0.184,2.939,-0.531474
0.184,3.000,-0.524368
0.245,0.000,-0.820938
0.245,0.061,-0.820458
0.245,0.122,-0.820112
0.245,0.184,-0.819844
0.245,0.245,-0.819522
0.245,0.306,-0.819212
0.245,0.367,-0.818882
0.245,0.429,-0.818690
0.245,0.490,-0.818152
0.245,0.551,-0.816140
0.245,0.612,-0.814200
0.245,0.673,-0.812378
0.245,0.735,-0.810316
0.245,0.796,-0.808390
0.245,0.857,-0.806598
0.245,0.918,-0.804476
0.245,0.980,-0.802470
0.245,1.041,-0.792174
0.245,1.102,-0.782032
0.245,1.163,-0.771978
0.245,1.224,-0.761890
0.245,1.286,-0.752330
0.245,1.347,-0.742640
0.245,1.408,-0.732762
0.245,1.469,-0.723208
0.245,1.531,-0.713812
0.245,1.592,-0.704682
0.245,1.653,-0.695648
0.245,1.714,-0.686482
0.245,1.776,-0.677548
0.245,1.837,-0.668588
0.245,1.898,-0.659948
0.245,1.959,-0.651508
0.245,2.020,-0.643020
0.245,2.082,-0.634582
0.245,2.143,-0.626282
0.245,2.204,-0.618078
0.245,2.265,-0.609612
0.245,2.327,-0.601510
0.245,2.388,-0.593584
0.245,2.449,-0.585766
0.245,2.510,-0.577896
0.245,2.571,-0.570140
0.245,2.633,-0.562490
0.245,2.694,-0.555148
0.245,2.755,-0.547824
0.245,2.816,-0.540374
0.245,2.878,-0.532856
0.245,2.939,-0.525742
0.245,3.000,-0.518508
0.306,0.000,-0.780740
0.306,0.061,-0.780426
0.306,0.122,-0.780030
0.306,0.184,-0.779812
0.306,0.245,-0.779110
0.306,0.306,-0.778590
0.306,0.367,-0.778220
0.306,0.429,-0.777612
0.306,0.490,-0.777050
0.306,0.551,-0.776404
0.306,0.612,-0.776120
0.306,0.673,-0.773958
0.306,0.735,-0.771292
0.306,0.796,-0.769040
0.306,0.857,-0.766492
0.306,0.918,-0.764382
0.306,0.980,-0.762020
0.306,1.041,-0.759934
0.306,1.102,-0.757874
0.306,1.163,-0.755394
0.306,1.224,-0.753370
0.306,1.286,-0.743418
0.306,1.347,-0.734022
0.306,1.408,-0.724574
0.306,1.469,-0.715042
0.306,1.531,-0.705838
0.306,1.592,-0.696730
0.306,1.653,-0.688568
0.306,1.714,-0.679586
0.306,1.776,-0.670794
0.306,1.837,-0.662156
0.306,1.898,-0.653378
0.306,1.959,-0.644694
0.306,2.020,-0.636200
0.306,2.082,-0.627726
0.306,2.143,-0.619734
0.306,2.204,-0.611322
0.306,2.265,-0.603098
0.306,2.327,-0.594982
0.306,2.388,-0.587044
0.306,2.449,-0.578972
0.306,2.510,-0.571198
0.306,2.571,-0.563632
0.306,2.633,-0.556066
0.306,2.694,-0.548606
0.306,2.755,-0.541134
0.306,2.816,-0.533960
0.306,2.878,-0.526684
0.306,2.939,-0.519584
0.306,3.000,-0.512266
0.367,0.000,-0.742814
0.367,0.061,-0.742012
0.367,0.122,-0.741230
0.367,0.184,-0.740390
0.367,0.245,-0.739722
0.367,0.306,-0.739170
0.367,0.367,-0.738474
0.367,0.429,-0.738026
0.367,0.490,-0.737512
0.367,0.551,-0.736878
0.367,0.612,-0.736356
0.367,0.673,-0.735728
0.367,0.735,-0.734894
0.367,0.796,-0.732422
0.367,0.857,-0.730018
0.367,0.918,-0.727508
0.367,0.980,-0.725234
0.367,1.041,-0.722868
0.367,1.102,-0.720306
0.367,1.163,-0.718402
0.367,1.224,-0.715994
0.367,1.286,-0.713462
0.367,1.347,-0.710882
0.367,1.408,-0.708516
0.367,1.469,-0.706180
0.367,1.531,-0.697190
0.367,1.592,-0.688254
0.367,1.653,-0.679028
0.367,1.714,-0.669946
0.367,1.776,-0.661168
0.367,1.837,-0.652628
0.367,1.898,-0.643924
0.367,1.959,-0.635432
0.367,2.020,-0.626906
0.367,2.082,-0.618440
0.367,2.143,-0.610296
0.367,2.204,-0.602046
0.367,2.265,-0.594024
0.367,2.327,-0.585862
0.367,2.388,-0.578342
0.367,2.449,-0.570298
0.367,2.510,-0.562442
0.367,2.571,-0.554882
0.367,2.633,-0.547124
0.367,2.694,-0.539936
0.367,2.755,-0.532616
0.367,2.816,-0.525542
0.367,2.878,-0.518136
0.367,2.939,-0.511140
0.367,3.000,-0.504154
0.429,0.000,-0.705142
0.429,0.061,-0.704436
0.429,0.122,-0.703610
0.429,0.184,-0.702858
0.429,0.245,-0.701972
0.429,0.306,-0.701148
0.429,0.367,-0.700610
0.429,0.429,-0.699844
0.429,0.490,-0.699198
0.429,0.551,-0.698356
0.429,0.612,-0.697514
0.429,0.673,-0.696560
0.429,0.735,-0.695766
0.429,0.796,-0.695046
0.429,0.857,-0.694112
0.429,0.918,-0.691512
0.429,0.980,-0.688754
0.429,1.041,-0.686192
0.429,1.102,-0.683558
0.429,1.163,-0.681014
0.429,1.224,-0.678496
0.429,1.286,-0.676336
0.429,1.347,-0.674010
0.429,1.408,-0.671954
0.429,1.469,-0.669258
0.429,1.531,-0.666566
0.429,1.592,-0.664186
0.429,1.653,-0.661578
0.429,1.714,-0.658960
0.429,1.776,-0.650286
0.429,1.837,-0.641594
0.429,1.898,-0.633058
0.429,1.959,-0.624388
0.429,2.020,-0.616130
0.429,2.082,-0.607864
0.429,2.143,-0.599742
0.429,2.204,-0.591594
0.429,2.265,-0.583598
0.429,2.327,-0.575814
0.429,2.388,-0.567924
0.429,2.449,-0.560220
0.429,2.510,-0.552420
0.429,2.571,-0.544908
0.429,2.633,-0.537440
0.429,2.694,-0.530124
0.429,2.755,-0.522706
0.429,2.816,-0.515692
0.429,2.878,-0.508528
0.429,2.939,-0.501700
0.429,3.000,-0.494770
0.490,0.000,-0.668556
0.490,0.061,-0.667820
0.490,0.122,-0.667286
0.490,0.184,-0.666412
0.490,0.245,-0.665680
0.490,0.306,-0.664646
0.490,0.367,-0.663532
0.490,0.429,-0.662418
0.490,0.490,-0.661366
0.490,0.551,-0.660300
0.490,0.612,-0.659476
0.490,0.673,-0.658626
0.490,0.735,-0.657754
0.490,0.796,-0.656934
0.490,0.857,-0.655900
0.490,0.918,-0.654920
0.490,0.980,-0.654052
0.490,1.041,-0.651546
0.490,1.102,-0.648766
0.490,1.163,-0.646062
0.490,1.224,-0.643048
0.490,1.286,-0.640484
0.490,1.347,-0.638038
0.490,1.408,-0.635454
0.490,1.469,-0.632960
0.490,1.531,-0.630554
0.490,1.592,-0.627958
0.490,1.653,-0.625702
0.490,1.714,-0.622944
0.490,1.776,-0.620316
0.490,1.837,-0.617706
0.490,1.898,-0.615206
0.490,1.959,-0.612334
0.490,2.020,-0.604284
0.490,2.082,-0.596144
0.490,2.143,-0.587762
0.490,2.204,-0.579798
0.490,2.265,-0.571708
0.490,2.327,-0.564354
0.490,2.388,-0.556438
0.490,2.449,-0.548952
0.490,2.510,-0.541460
0.490,2.571,-0.534030
0.490,2.633,-0.526776
0.490,2.694,-0.519638
0.490,2.755,-0.512330
0.490,2.816,-0.505346
0.490,2.878,-0.498530
0.490,2.939,-0.491652
0.490,3.000,-0.484702
0.551,0.000,-0.633330
0.551,0.061,-0.632268
0.551,0.122,-0.631110
0.551,0.184,-0.630030
0.551,0.245,-0.628946
0.551,0.306,-0.627928
0.551,0.367,-0.626972
0.551,0.429,-0.625940
0.551,0.490,-0.625088
0.551,0.551,-0.624020
0.551,0.612,-0.622828
0.551,0.673,-0.621676
0.551,0.735,-0.620678
0.551,0.796,-0.619798
0.551,0.857,-0.619082
0.551,0.918,-0.618050
0.551,0.980,-0.616866
0.551,1.041,-0.615868
0.551,1.102,-0.614664
0.551,1.163,-0.611950
0.551,1.224,-0.609256
0.551,1.286,-0.606616
0.551,1.347,-0.603782
0.551,1.408,-0.601076
0.551,1.469,-0.597896
0.551,1.531,-0.595514
0.551,1.592,-0.592980
0.551,1.653,-0.590460
0.551,1.714,-0.587796
0.551,1.776,-0.585370
0.551,1.837,-0.582848
0.551,1.898,-0.580554
0.551,1.959,-0.577964
0.551,2.020,-0.574996
0.551,2.082,-0.572630
0.551,2.143,-0.569868
0.551,2.204,-0.567156
0.551,2.265,-0.559210
0.551,2.327,-0.551536
0.551,2.388,-0.543994
0.551,2.449,-0.536704
0.551,2.510,-0.529460
0.551,2.571,-0.522236
0.551,2.633,-0.515138
0.551,2.694,-0.508126
0.551,2.755,-0.501232
0.551,2.816,-0.494058
0.551,2.878,-0.487226
0.551,2.939,-0.480396
0.551,3.000,-0.473248
0.612,0.000,-0.598364
0.612,0.061,-0.597056
0.612,0.122,-0.596110
0.612,0.184,-0.594766
0.612,0.245,-0.593506
0.612,0.306,-0.592476
0.612,0.367,-0.591092
0.612,0.429,-0.590170
0.612,0.490,-0.589100
0.612,0.551,-0.588248
0.612,0.612,-0.587362
0.612,0.673,-0.586154
0.612,0.735,-0.584978
0.612,0.796,-0.583858
0.612,0.857,-0.582728
0.612,0.918,-0.581608
0.612,0.980,-0.580504
0.612,1.041,-0.579276
0.612,1.102,-0.578106
0.612,1.163,-0.577044
0.612,1.224,-0.575638
0.612,1.286,-0.573048
0.612,1.347,-0.570114
0.612,1.408,-0.567634
0.612,1.469,-0.564828
0.612,1.531,-0.562276
0.612,1.592,-0.559622
0.612,1.653,-0.556726
0.612,1.714,-0.554044
0.612,1.776,-0.551452
0.612,1.837,-0.549144
0.612,1.898,-0.546240
0.612,1.959,-0.543926
0.612,2.020,-0.541436
0.612,2.082,-0.538690
0.612,2.143,-0.536482
0.612,2.204,-0.534002
0.612,2.265,-0.531282
0.612,2.327,-0.528752
0.612,2.388,-0.526186
0.612,2.449,-0.523376
0.612,2.510,-0.516370
0.612,2.571,-0.509028
0.612,2.633,-0.502232
0.612,2.694,-0.495250
0.612,2.755,-0.488178
0.612,2.816,-0.481294
0.612,2.878,-0.474542
0.612,2.939,-0.467444
0.612,3.000,-0.460798
0.673,0.000,-0.564240
0.673,0.061,-0.562872
0.673,0.122,-0.561510
0.673,0.184,-0.560272
0.673,0.245,-0.559074
0.673,0.306,-0.558022
0.673,0.367,-0.556922
0.673,0.429,-0.555566
0.673,0.490,-0.553950
0.673,0.551,-0.552824
0.673,0.612,-0.551758
0.673,0.673,-0.550786
0.673,0.735,-0.549628
0.673,0.796,-0.548400
0.673,0.857,-0.547322
0.673,0.918,-0.546034
0.673,0.980,-0.544812
0.673,1.041,-0.543588
0.673,1.102,-0.542222
0.673,1.163,-0.541180
0.673,1.224,-0.539736
0.673,1.286,-0.538602
0.673,1.347,-0.537572
0.673,1.408,-0.534802
0.673,1.469,-0.532184
0.673,1.531,-0.529454
0.673,1.592,-0.526962
0.673,1.653,-0.524266
0.673,1.714,-0.521616
0.673,1.776,-0.519068
0.673,1.837,-0.516512
0.673,1.898,-0.513804
0.673,1.959,-0.511176
0.673,2.020,-0.508626
0.673,2.082,-0.506262
0.673,2.143,-0.503784
0.673,2.204,-0.501360
0.673,2.265,-0.499100
0.673,2.327,-0.496316
0.673,2.388,-0.494246
0.673,2.449,-0.491714
0.673,2.510,-0.488906
0.673,2.571,-0.486184
0.673,2.633,-0.483660
0.673,2.694,-0.480656
0.673,2.755,-0.474146
0.673,2.816,-0.467400
0.673,2.878,-0.460658
0.673,2.939,-0.454274
0.673,3.000,-0.447786
0.735,0.000,-0.529974
0.735,0.061,-0.528934
0.735,0.122,-0.527720
0.735,0.184,-0.526630
0.735,0.245,-0.525230
0.735,0.306,-0.523760
0.735,0.367,-0.522578
0.735,0.429,-0.521304
0.735,0.490,-0.520060
0.735,0.551,-0.518704
0.735,0.612,-0.517534
0.735,0.673,-0.516014
0.735,0.735,-0.514458
0.735,0.796,-0.513282
0.735,0.857,-0.511908
0.735,0.918,-0.510912
0.735,0.980,-0.509678
0.735,1.041,-0.508364
0.735,1.102,-0.507288
0.735,1.163,-0.506052
0.735,1.224,-0.505038
0.735,1.286,-0.503750
0.735,1.347,-0.502702
0.735,1.408,-0.501404
0.735,1.469,-0.500034
0.735,1.531,-0.497316
0.735,1.592,-0.494968
0.735,1.653,-0.492314
0.735,1.714,-0.489888
0.735,1.776,-0.487372
0.735,1.837,-0.484626
0.735,1.898,-0.482198
0.735,1.959,-0.479968
0.735,2.020,-0.477658
0.735,2.082,-0.474882
0.735,2.143,-0.472494
0.735,2.204,-0.469890
0.735,2.265,-0.467154
0.735,2.327,-0.464618
0.735,2.388,-0.462028
0.735,2.449,-0.459244
0.735,2.510,-0.457086
0.735,2.571,-0.454660
0.735,2.633,-0.452406
0.735,2.694,-0.450002
0.735,2.755,-0.447440
0.735,2.816,-0.445020
0.735,2.878,-0.442418
0.735,2.939,-0.439924
0.735,3.000,-0.433864
0.796,0.000,-0.496766
0.796,0.061,-0.495468
0.796,0.122,-0.493858
0.796,0.184,-0.492730
0.796,0.245,-0.491476
0.796,0.306,-0.490156
0.796,0.367,-0.488912
0.796,0.429,-0.487684
0.796,0.490,-0.486114
0.796,0.551,-0.484644
0.796,0.612,-0.483518
0.796,0.673,-0.482210
0.796,0.735,-0.480800
0.796,0.796,-0.479194
0.796,0.857,-0.478088
0.796,0.918,-0.476672
0.796,0.980,-0.475444
0.796,1.041,-0.474080
0.796,1.102,-0.473044
0.796,1.163,-0.471862
0.796,1.224,-0.470508
0.796,1.286,-0.469326
0.796,1.347,-0.468194
0.796,1.408,-0.467044
0.796,1.469,-0.466004
0.796,1.531,-0.464794
0.796,1.592,-0.463630
0.796,1.653,-0.461072
0.796,1.714,-0.458574
0.796,1.776,-0.456162
0.796,1.837,-0.453708
0.796,1.898,-0.451404
0.796,1.959,-0.449062
0.796,2.020,-0.446428
0.796,2.082,-0.443776
0.796,2.143,-0.441432
0.796,2.204,-0.438596
0.796,2.265,-0.436230
0.796,2.327,-0.433896
0.796,2.388,-0.431414
0.796,2.449,-0.428926
0.796,2.510,-0.426540
0.796,2.571,-0.424200
0.796,2.633,-0.421548
0.796,2.694,-0.419390
0.796,2.755,-0.417230
0.796,2.816,-0.414644
0.796,2.878,-0.412548
0.796,2.939,-0.410326
0.796,3.000,-0.407866
0.857,0.000,-0.463286
0.857,0.061,-0.462070
0.857,0.122,-0.460822
0.857,0.184,-0.459678
0.857,0.245,-0.458182
0.857,0.306,-0.457058
0.857,0.367,-0.455368
0.857,0.429,-0.453966
0.857,0.490,-0.452728
0.857,0.551,-0.451226
0.857,0.612,-0.450128
0.857,0.673,-0.448860
0.857,0.735,-0.447672
0.857,0.796,-0.446010
0.857,0.857,-0.444906
0.857,0.918,-0.443476
0.857,0.980,-0.442116
0.857,1.041,-0.440718
0.857,1.102,-0.439558
0.857,1.163,-0.438198
0.857,1.224,-0.436976
0.857,1.286,-0.435824
0.857,1.347,-0.434676
0.857,1.408,-0.433652
0.857,1.469,-0.432376
0.857,1.531,-0.431312
0.857,1.592,-0.430054
0.857,1.653,-0.429100
0.857,1.714,-0.428002
0.857,1.776,-0.425428
0.857,1.837,-0.422748
0.857,1.898,-0.420402
0.857,1.959,-0.417488
0.857,2.020,-0.415288
0.857,2.082,-0.413226
0.857,2.143,-0.410844
0.857,2.204,-0.408670
0.857,2.265,-0.406392
0.857,2.327,-0.403878
0.857,2.388,-0.401280
0.857,2.449,-0.399154
0.857,2.510,-0.397098
0.857,2.571,-0.394776
0.857,2.633,-0.392294
0.857,2.694,-0.390016
0.857,2.755,-0.387544
0.857,2.816,-0.385340
0.857,2.878,-0.383156
0.857,2.939,-0.380560
0.857,3.000,-0.378338
0.918,0.000,-0.430190
0.918,0.061,-0.428836
0.918,0.122,-0.427604
0.918,0.184,-0.426328
0.918,0.245,-0.425082
0.918,0.306,-0.423870
0.918,0.367,-0.422638
0.918,0.429,-0.421492
0.918,0.490,-0.420106
0.918,0.551,-0.418646
0.918,0.612,-0.417416
0.918,0.673,-0.416014
0.918,0.735,-0.414692
0.918,0.796,-0.413230
0.918,0.857,-0.412090
0.918,0.918,-0.410790
0.918,0.980,-0.409696
0.918,1.041,-0.408138
0.918,1.102,-0.407002
0.918,1.163,-0.405856
0.918,1.224,-0.404608
0.918,1.286,-0.403202
0.918,1.347,-0.401962
0.918,1.408,-0.400812
0.918,1.469,-0.399470
0.918,1.531,-0.398386
0.918,1.592,-0.397052
0.918,1.653,-0.395776
0.918,1.714,-0.394042
0.918,1.776,-0.393206
0.918,1.837,-0.392140
0.918,1.898,-0.389832
0.918,1.959,-0.387736
0.918,2.020,-0.385598
0.918,2.082,-0.383120
0.918,2.143,-0.380822
0.918,2.204,-0.378620
0.918,2.265,-0.376344
0.918,2.327,-0.374392
0.918,2.388,-0.372130
0.918,2.449,-0.369916
0.918,2.510,-0.367548
0.918,2.571,-0.365414
0.918,2.633,-0.363266
0.918,2.694,-0.361088
0.918,2.755,-0.358938
0.918,2.816,-0.356692
0.918,2.878,-0.354402
0.918,2.939,-0.352016
0.918,3.000,-0.349704
0.980,0.000,-0.397722
0.980,0.061,-0.396306
0.980,0.122,-0.395140
0.980,0.184,-0.393856
0.980,0.245,-0.392504
0.980,0.306,-0.391106
0.980,0.367,-0.390034
0.980,0.429,-0.388682
0.980,0.490,-0.387348
0.980,0.551,-0.386174
0.980,0.612,-0.384884
0.980,0.673,-0.383716
0.980,0.735,-0.382662
0.980,0.796,-0.381280
0.980,0.857,-0.379944
0.980,0.918,-0.378774
0.980,0.980,-0.377786
0.980,1.041,-0.376358
0.980,1.102,-0.374964
0.980,1.163,-0.373836
0.980,1.224,-0.372710
0.980,1.286,-0.371372
0.980,1.347,-0.370030
0.980,1.408,-0.368728
0.980,1.469,-0.367062
0.980,1.531,-0.365918
0.980,1.592,-0.364788
0.980,1.653,-0.363338
0.980,1.714,-0.362098
0.980,1.776,-0.361236
0.980,1.837,-0.359900
0.980,1.898,-0.358578
0.980,1.959,-0.357346
0.980,2.020,-0.355310
0.980,2.082,-0.353288
0.980,2.143,-0.351252
0.980,2.204,-0.349440
0.980,2.265,-0.347164
0.980,2.327,-0.345102
0.980,2.388,-0.343128
0.980,2.449,-0.340970
0.980,2.510,-0.338828
0.980,2.571,-0.336996
0.980,2.633,-0.334652
0.980,2.694,-0.332624
0.980,2.755,-0.330296
0.980,2.816,-0.328026
0.980,2.878,-0.325736
0.980,2.939,-0.323692
0.980,3.000,-0.321584
1.041,0.000,-0.366024
1.041,0.061,-0.364516
1.041,0.122,-0.363490
1.041,0.184,-0.361820
1.041,0.245,-0.360510
1.041,0.306,-0.359204
1.041,0.367,-0.357824
1.041,0.429,-0.356558
1.041,0.490,-0.355396
1.041,0.551,-0.354066
1.041,0.612,-0.352954
1.041,0.673,-0.351844
1.041,0.735,-0.350712
1.041,0.796,-0.349596
1.041,0.857,-0.348368
1.041,0.918,-0.347446
1.041,0.980,-0.346308
1.041,1.041,-0.344852
1.041,1.102,-0.343470
1.041,1.163,-0.342268
1.041,1.224,-0.340726
1.041,1.286,-0.339644
1.041,1.347,-0.338532
1.041,1.408,-0.337308
1.041,1.469,-0.335986
1.041,1.531,-0.334614
1.041,1.592,-0.333568
1.041,1.653,-0.332150
1.041,1.714,-0.330898
1.041,1.776,-0.329796
1.041,1.837,-0.328654
1.041,1.898,-0.327244
1.041,1.959,-0.326146
1.041,2.020,-0.324958
1.041,2.082,-0.323856
1.041,2.143,-0.321964
1.041,2.204,-0.319828
1.041,2.265,-0.317860
1.041,2.327,-0.316044
1.041,2.388,-0.314126
1.041,2.449,-0.312430
1.041,2.510,-0.310240
1.041,2.571,-0.308150
1.041,2.633,-0.306120
1.041,2.694,-0.303942
1.041,2.755,-0.301770
1.041,2.816,-0.299968
1.041,2.878,-0.297868
1.041,2.939,-0.295980
1.041,3.000,-0.293808
1.102,0.000,-0.333824
1.102,0.061,-0.332592
1.102,0.122,-0.331664
1.102,0.184,-0.330166
1.102,0.245,-0.329186
1.102,0.306,-0.327984
1.102,0.367,-0.326846
1.102,0.429,-0.325380
1.102,0.490,-0.324162
1.102,0.551,-0.322930
1.102,0.612,-0.321694
1.102,0.673,-0.320670
1.102,0.735,-0.319398
1.102,0.796,-0.318184
1.102,0.857,-0.316828
1.102,0.918,-0.315474
1.102,0.980,-0.314092
1.102,1.041,-0.313286
1.102,1.102,-0.312134
1.102,1.163,-0.311040
1.102,1.224,-0.309918
1.102,1.286,-0.308792
1.102,1.347,-0.307468
1.102,1.408,-0.306338
1.102,1.469,-0.305208
1.102,1.531,-0.303932
1.102,1.592,-0.302938
1.102,1.653,-0.301830
1.102,1.714,-0.300540
1.102,1.776,-0.299226
1.102,1.837,-0.298198
1.102,1.898,-0.296820
1.102,1.959,-0.295500
1.102,2.020,-0.294262
1.102,2.082,-0.293268
1.102,2.143,-0.292006
1.102,2.204,-0.291044
1.102,2.265,-0.289072
1.102,2.327,-0.286994
1.102,2.388,-0.284798
1.102,2.449,-0.282752
1.102,2.510,-0.281054
1.102,2.571,-0.279482
1.102,2.633,-0.277668
1.102,2.694,-0.276344
1.102,2.755,-0.274236
1.102,2.816,-0.272212
1.102,2.878,-0.270298
1.102,2.939,-0.267850
1.102,3.000,-0.266008
1.163,0.000,-0.302592
1.163,0.061,-0.301494
1.163,0.122,-0.300440
1.163,0.184,-0.299144
1.163,0.245,-0.298062
1.163,0.306,-0.297018
1.163,0.367,-0.295638
1.163,0.429,-0.294510
1.163,0.490,-0.293646
1.163,0.551,-0.292988
1.163,0.612,-0.291436
1.163,0.673,-0.290208
1.163,0.735,-0.288936
1.163,0.796,-0.287418
1.163,0.857,-0.285864
1.163,0.918,-0.284688
1.163,0.980,-0.283568
1.163,1.041,-0.282250
1.163,1.102,-0.280894
1.163,1.163,-0.279796
1.163,1.224,-0.278548
1.163,1.286,-0.277424
1.163,1.347,-0.276140
1.163,1.408,-0.274906
1.163,1.469,-0.273494
1.163,1.531,-0.272284
1.163,1.592,-0.270922
1.163,1.653,-0.269982
1.163,1.714,-0.268716
1.163,1.776,-0.268022
1.163,1.837,-0.267070
1.163,1.898,-0.266088
1.163,1.959,-0.264986
1.163,2.020,-0.263894
1.163,2.082,-0.262540
1.163,2.143,-0.261402
1.163,2.204,-0.260164
1.163,2.265,-0.259226
1.163,2.327,-0.258226
1.163,2.388,-0.256528
1.163,2.449,-0.254804
1.163,2.510,-0.253148
1.163,2.571,-0.251352
1.163,2.633,-0.249640
1.163,2.694,-0.247690
1.163,2.755,-0.245932
1.163,2.816,-0.243938
1.163,2.878,-0.242288
