J,h,magnetization_density
0.245,0.673,0.906928
0.245,0.735,0.920504
0.245,0.796,0.931640
0.245,0.857,0.940928
0.245,0.918,0.948888
0.245,0.980,0.956008
0.245,1.041,0.961496
0.245,1.102,0.966040
0.245,1.163,0.970144
0.245,1.224,0.973672
0.245,1.286,0.976864
0.245,1.347,0.979784
0.245,1.408,0.982136
0.245,1.469,0.984376
0.245,1.531,0.986216
0.245,1.592,0.987840
0.245,1.653,0.989360
0.245,1.714,0.990560
0.245,1.776,0.991776
0.245,1.837,0.992752
0.245,1.898,0.993584
0.245,1.959,0.994416
0.245,2.020,0.995048
0.245,2.082,0.995472
0.245,2.143,0.995920
0.245,2.204,0.996432
0.245,2.265,0.996856
0.245,2.327,0.997200
0.245,2.388,0.997632
0.245,2.449,0.997920
0.245,2.510,0.998192
0.245,2.571,0.998368
0.245,2.633,0.998568
0.245,2.694,0.998664
0.245,2.755,0.998800
0.245,2.816,0.998952
0.245,2.878,0.999144
0.245,2.939,0.999240
0.245,3.000,0.999352
0.306,0.000,-0.001216
0.306,0.061,0.414920
0.306,0.122,0.624136
0.306,0.184,0.728696
0.306,0.245,0.791736
0.306,0.306,0.835120
0.306,0.367,0.867112
0.306,0.429,0.889888
0.306,0.490,0.908768
0.306,0.551,0.923488
0.306,0.612,0.934824
0.306,0.673,0.944496
0.306,0.735,0.953064
0.306,0.796,0.959152
0.306,0.857,0.964168
0.306,0.918,0.968808
0.306,0.980,0.972680
0.306,1.041,0.975984
0.306,1.102,0.979112
0.306,1.163,0.981640
0.306,1.224,0.983912
0.306,1.286,0.985912
0.306,1.347,0.987664
0.306,1.408,0.989224
0.306,1.469,0.990424
0.306,1.531,0.991656
0.306,1.592,0.992656
0.306,1.653,0.993552
0.306,1.714,0.994392
0.306,1.776,0.995008
0.306,1.837,0.995440
0.306,1.898,0.995904
0.306,1.959,0.996432
0.306,2.020,0.996848
0.306,2.082,0.997192
0.306,2.143,0.997632
0.306,2.204,0.997920
0.306,2.265,0.998192
0.306,2.327,0.998368
0.306,2.388,0.998568
0.306,2.449,0.998664
0.306,2.510,0.998800
0.306,2.571,0.998952
0.306,2.633,0.999144
0.306,2.694,0.999240
0.306,2.755,0.999344
0.306,2.816,0.999392
0.306,2.878,0.999480
0.306,2.939,0.999528
0.306,3.000,0.999600
0.367,0.000,-0.000232
0.367,0.061,0.668544
0.367,0.122,0.792736
0.367,0.184,0.849416
0.367,0.245,0.883872
0.367,0.306,0.906920
0.367,0.367,0.924376
0.367,0.429,0.937240
0.367,0.490,0.947776
0.367,0.551,0.955520
0.367,0.612,0.961600
0.367,0.673,0.966792
0.367,0.735,0.971136
0.367,0.796,0.974880
0.367,0.857,0.978288
0.367,0.918,0.980968
0.367,0.980,0.983400
0.367,1.041,0.985504
0.367,1.102,0.987264
0.367,1.163,0.988976
0.367,1.224,0.990304
0.367,1.286,0.991560
0.367,1.347,0.992560
0.367,1.408,0.993464
0.367,1.469,0.994328
0.367,1.531,0.994976
0.367,1.592,0.995416
0.367,1.653,0.995864
0.367,1.714,0.996400
0.367,1.776,0.996832
0.367,1.837,0.997192
0.367,1.898,0.997624
0.367,1.959,0.997912
0.367,2.020,0.998192
0.367,2.082,0.998368
0.367,2.143,0.998568
0.367,2.204,0.998664
0.367,2.265,0.998800
0.367,2.327,0.998952
0.367,2.388,0.999144
0.367,2.449,0.999240
0.367,2.510,0.999344
0.367,2.571,0.999392
0.367,2.633,0.999480
0.367,2.694,0.999528
0.367,2.755,0.999600
0.367,2.816,0.999656
0.367,2.878,0.999688
0.367,2.939,0.999736
0.367,3.000,0.999752
0.429,0.000,-0.555544
0.429,0.061,0.851528
0.429,0.122,0.896480
0.429,0.184,0.921064
0.429,0.245,0.938432
0.429,0.306,0.949128
0.429,0.367,0.957224
0.429,0.429,0.963720
0.429,0.490,0.968896
0.429,0.551,0.973136
0.429,0.612,0.976944
0.429,0.673,0.980048
0.429,0.735,0.982784
0.429,0.796,0.985032
0.429,0.857,0.986912
0.429,0.918,0.988672
0.429,0.980,0.989960
0.429,1.041,0.991320
0.429,1.102,0.992472
0.429,1.163,0.993416
0.429,1.224,0.994256
0.429,1.286,0.994904
0.429,1.347,0.995352
0.429,1.408,0.995832
0.429,1.469,0.996376
0.429,1.531,0.996800
0.429,1.592,0.997160
0.429,1.653,0.997608
0.429,1.714,0.997912
0.429,1.776,0.998184
0.429,1.837,0.998360
0.429,1.898,0.998568
0.429,1.959,0.998664
0.429,2.020,0.998800
0.429,2.082,0.998952
0.429,2.143,0.999144
0.429,2.204,0.999240
0.429,2.265,0.999344
0.429,2.327,0.999392
0.429,2.388,0.999480
0.429,2.449,0.999528
0.429,2.510,0.999600
0.429,2.571,0.999656
0.429,2.633,0.999688
0.429,2.694,0.999736
0.429,2.755,0.999752
0.429,2.816,0.999752
0.429,2.878,0.999768
0.429,2.939,0.999816
0.429,3.000,0.999816
0.490,0.000,-0.899312
0.490,0.061,0.447912
0.490,0.122,0.947728
0.490,0.184,0.957992
0.490,0.245,0.965272
0.490,0.306,0.970512
0.490,0.367,0.975104
0.490,0.429,0.978544
0.490,0.490,0.981656
0.490,0.551,0.984280
0.490,0.612,0.986400
0.490,0.673,0.988256
0.490,0.735,0.989672
0.490,0.796,0.991080
0.490,0.857,0.992200
0.490,0.918,0.993200
0.490,0.980,0.994176
0.490,1.041,0.994864
0.490,1.102,0.995304
0.490,1.163,0.995776
0.490,1.224,0.996336
0.490,1.286,0.996784
0.490,1.347,0.997144
0.490,1.408,0.997584
0.490,1.469,0.997896
0.490,1.531,0.998176
0.490,1.592,0.998360
0.490,1.653,0.998560
0.490,1.714,0.998656
0.490,1.776,0.998800
0.490,1.837,0.998952
0.490,1.898,0.999144
0.490,1.959,0.999240
0.490,2.020,0.999344
0.490,2.082,0.999392
0.490,2.143,0.999480
0.490,2.204,0.999528
0.490,2.265,0.999600
0.490,2.327,0.999656
0.490,2.388,0.999688
0.490,2.449,0.999736
0.490,2.510,0.999752
0.490,2.571,0.999752
0.490,2.633,0.999768
0.490,2.694,0.999816
0.490,2.755,0.999816
0.490,2.816,0.999840
0.490,2.878,0.999856
0.490,2.939,0.999864
0.490,3.000,0.999888
0.551,0.000,-0.954664
0.551,0.061,-0.910872
0.551,0.122,0.554528
0.551,0.184,0.976104
0.551,0.245,0.980120
0.551,0.306,0.983056
0.551,0.367,0.985472
0.551,0.429,0.987664
0.551,0.490,0.989192
0.551,0.551,0.990680
0.551,0.612,0.991912
0.551,0.673,0.993016
0.551,0.735,0.993976
0.551,0.796,0.994688
0.551,0.857,0.995248
0.551,0.918,0.995752
0.551,0.980,0.996288
0.551,1.041,0.996736
0.551,1.102,0.996848
0.551,1.163,0.997224
0.551,1.224,0.997536
0.551,1.286,0.997872
0.551,1.347,0.998160
0.551,1.408,0.998360
0.551,1.469,0.998552
0.551,1.531,0.998696
0.551,1.592,0.998792
0.551,1.653,0.998912
0.551,1.714,0.999032
0.551,1.776,0.999152
0.551,1.837,0.999256
0.551,1.898,0.999360
0.551,1.959,0.999400
0.551,2.020,0.999440
0.551,2.082,0.999496
0.551,2.143,0.999536
0.551,2.204,0.999616
0.551,2.265,0.999656
0.551,2.327,0.999712
0.551,2.388,0.999760
0.551,2.449,0.999800
0.551,2.510,0.999856
0.551,2.571,0.999856
0.551,2.633,0.999864
0.551,2.694,0.999872
0.551,2.755,0.999896
0.551,2.816,0.999920
0.551,2.878,0.999920
0.551,2.939,0.999936
0.551,3.000,0.999952
0.612,0.000,-0.975744
0.612,0.061,-0.968864
0.612,0.122,-0.915016
0.612,0.184,0.273832
0.612,0.245,0.986944
0.612,0.306,0.989432
0.612,0.367,0.990760
0.612,0.429,0.992096
0.612,0.490,0.993288
0.612,0.551,0.994152
0.612,0.612,0.994888
0.612,0.673,0.995536
0.612,0.735,0.996024
0.612,0.796,0.996392
0.612,0.857,0.996800
0.612,0.918,0.997152
0.612,0.980,0.997496
0.612,1.041,0.997848
0.612,1.102,0.998152
0.612,1.163,0.998360
0.612,1.224,0.998552
0.612,1.286,0.998688
0.612,1.347,0.998784
0.612,1.408,0.998904
0.612,1.469,0.999024
0.612,1.531,0.999152
0.612,1.592,0.999256
0.612,1.653,0.999352
0.612,1.714,0.999392
0.612,1.776,0.999440
0.612,1.837,0.999496
0.612,1.898,0.999528
0.612,1.959,0.999608
0.612,2.020,0.999656
0.612,2.082,0.999712
0.612,2.143,0.999760
0.612,2.204,0.999800
0.612,2.265,0.999856
0.612,2.327,0.999856
0.612,2.388,0.999864
0.612,2.449,0.999872
0.612,2.510,0.999896
0.612,2.571,0.999920
0.612,2.633,0.999920
0.612,2.694,0.999936
0.612,2.755,0.999952
0.612,2.816,0.999952
0.612,2.878,0.999960
0.612,2.939,0.999968
0.612,3.000,0.999968
0.673,0.000,-0.986144
0.673,0.061,-0.983360
0.673,0.122,-0.979224
0.673,0.184,-0.923656
0.673,0.245,-0.124720
0.673,0.306,0.915432
0.673,0.367,0.994632
0.673,0.429,0.995352
0.673,0.490,0.995904
0.673,0.551,0.996312
0.673,0.612,0.996776
0.673,0.673,0.997144
0.673,0.735,0.997456
0.673,0.796,0.997800
0.673,0.857,0.998112
0.673,0.918,0.998328
0.673,0.980,0.998544
0.673,1.041,0.998688
0.673,1.102,0.998784
0.673,1.163,0.998904
0.673,1.224,0.999024
0.673,1.286,0.999144
0.673,1.347,0.999248
0.673,1.408,0.999352
0.673,1.469,0.999392
0.673,1.531,0.999432
0.673,1.592,0.999496
0.673,1.653,0.999528
0.673,1.714,0.999608
0.673,1.776,0.999648
0.673,1.837,0.999704
0.673,1.898,0.999760
0.673,1.959,0.999800
0.673,2.020,0.999856
0.673,2.082,0.999856
0.673,2.143,0.999864
0.673,2.204,0.999872
0.673,2.265,0.999896
0.673,2.327,0.999920
0.673,2.388,0.999920
0.673,2.449,0.999936
0.673,2.510,0.999952
0.673,2.571,0.999952
0.673,2.633,0.999960
0.673,2.694,0.999968
0.673,2.755,0.999968
0.673,2.816,0.999968
0.673,2.878,0.999976
0.673,2.939,0.999984
0.673,3.000,0.999984
0.735,0.000,-0.992328
0.735,0.061,-0.990688
0.735,0.122,-0.988776
0.735,0.184,-0.983008
0.735,0.245,-0.942784
0.735,0.306,-0.559816
0.735,0.367,0.495704
0.735,0.429,0.974912
0.735,0.490,0.997432
0.735,0.551,0.997792
0.735,0.612,0.998096
0.735,0.673,0.998304
0.735,0.735,0.998520
0.735,0.796,0.998664
0.735,0.857,0.998768
0.735,0.918,0.998904
0.735,0.980,0.999024
0.735,1.041,0.999144
0.735,1.102,0.999248
0.735,1.163,0.999344
0.735,1.224,0.999384
0.735,1.286,0.999432
0.735,1.347,0.999496
0.735,1.408,0.999528
0.735,1.469,0.999608
0.735,1.531,0.999648
0.735,1.592,0.999704
0.735,1.653,0.999752
0.735,1.714,0.999792
0.735,1.776,0.999856
0.735,1.837,0.999856
0.735,1.898,0.999864
0.735,1.959,0.999872
0.735,2.020,0.999896
0.735,2.082,0.999920
0.735,2.143,0.999920
0.735,2.204,0.999936
0.735,2.265,0.999952
0.735,2.327,0.999952
0.735,2.388,0.999960
0.735,2.449,0.999968
0.735,2.510,0.999968
0.735,2.571,0.999968
0.735,2.633,0.999976
0.735,2.694,0.999984
0.735,2.755,0.999984
0.735,2.816,0.999992
0.735,2.878,0.999992
0.735,2.939,1.000000
0.735,3.000,1.000000
0.796,0.000,-0.995520
0.796,0.061,-0.994728
0.796,0.122,-0.993808
0.796,0.184,-0.992672
0.796,0.245,-0.991080
0.796,0.306,-0.974416
0.796,0.367,-0.832592
0.796,0.429,-0.176688
0.796,0.490,0.670152
0.796,0.551,0.993280
0.796,0.612,0.998760
0.796,0.673,0.998896
0.796,0.735,0.999024
0.796,0.796,0.999144
0.796,0.857,0.999248
0.796,0.918,0.999344
0.796,0.980,0.999384
0.796,1.041,0.999424
0.796,1.102,0.999488
0.796,1.163,0.999528
0.796,1.224,0.999608
0.796,1.286,0.999648
0.796,1.347,0.999704
0.796,1.408,0.999752
0.796,1.469,0.999792
0.796,1.531,0.999848
0.796,1.592,0.999848
0.796,1.653,0.999864
0.796,1.714,0.999872
0.796,1.776,0.999896
0.796,1.837,0.999920
0.796,1.898,0.999920
0.796,1.959,0.999936
0.796,2.020,0.999952
0.796,2.082,0.999952
0.796,2.143,0.999960
0.796,2.204,0.999968
0.796,2.265,0.999968
0.796,2.327,0.999968
0.796,2.388,0.999976
0.796,2.449,0.999984
0.796,2.510,0.999984
0.796,2.571,0.999992
0.796,2.633,0.999992
0.796,2.694,1.000000
0.796,2.755,1.000000
0.796,2.816,1.000000
0.796,2.878,1.000000
0.796,2.939,1.000000
0.796,3.000,1.000000
0.857,0.000,-0.997216
0.857,0.061,-0.996752
0.857,0.122,-0.996312
0.857,0.184,-0.995664
0.857,0.245,-0.994792
0.857,0.306,-0.991096
0.857,0.367,-0.979728
0.857,0.429,-0.929640
0.857,0.490,-0.667240
0.857,0.551,0.010936
0.857,0.612,0.741536
0.857,0.673,0.990808
0.857,0.735,0.999384
0.857,0.796,0.999424
0.857,0.857,0.999488
0.857,0.918,0.999520
0.857,0.980,0.999608
0.857,1.041,0.999648
0.857,1.102,0.999704
0.857,1.163,0.999752
0.857,1.224,0.999792
0.857,1.286,0.999848
0.857,1.347,0.999848
0.857,1.408,0.999856
0.857,1.469,0.999864
0.857,1.531,0.999896
0.857,1.592,0.999920
0.857,1.653,0.999920
0.857,1.714,0.999936
0.857,1.776,0.999952
0.857,1.837,0.999952
0.857,1.898,0.999960
0.857,1.959,0.999968
0.857,2.020,0.999968
0.857,2.082,0.999968
0.857,2.143,0.999976
0.857,2.204,0.999984
0.857,2.265,0.999984
0.857,2.327,0.999992
0.857,2.388,0.999992
0.857,2.449,1.000000
0.857,2.510,1.000000
0.857,2.571,1.000000
0.857,2.633,1.000000
0.857,2.694,1.000000
0.857,2.755,1.000000
0.857,2.816,1.000000
0.857,2.878,1.000000
0.857,2.939,1.000000
0.857,3.000,1.000000
0.918,0.000,-0.998448
0.918,0.061,-0.998208
0.918,0.122,-0.997920
0.918,0.184,-0.997480
0.918,0.245,-0.997048
0.918,0.306,-0.996496
0.918,0.367,-0.992792
0.918,0.429,-0.988808
0.918,0.490,-0.962744
0.918,0.551,-0.866352
0.918,0.612,-0.572592
0.918,0.673,0.060752
0.918,0.735,0.707832
0.918,0.796,0.991632
0.918,0.857,0.999704
0.918,0.918,0.999752
0.918,0.980,0.999792
0.918,1.041,0.999848
0.918,1.102,0.999848
0.918,1.163,0.999856
0.918,1.224,0.999864
0.918,1.286,0.999888
0.918,1.347,0.999912
0.918,1.408,0.999920
0.918,1.469,0.999936
0.918,1.531,0.999952
0.918,1.592,0.999952
0.918,1.653,0.999960
0.918,1.714,0.999968
0.918,1.776,0.999968
0.918,1.837,0.999968
0.918,1.898,0.999976
0.918,1.959,0.999984
0.918,2.020,0.999984
0.918,2.082,0.999992
0.918,2.143,0.999992
0.918,2.204,1.000000
0.918,2.265,1.000000
0.918,2.327,1.000000
0.918,2.388,1.000000
0.918,2.449,1.000000
0.918,2.510,1.000000
0.918,2.571,1.000000
0.918,2.633,1.000000
0.918,2.694,1.000000
0.918,2.755,1.000000
0.918,2.816,1.000000
0.918,2.878,1.000000
0.918,2.939,1.000000
0.918,3.000,1.000000
0.980,0.000,-0.999000
0.980,0.061,-0.998864
0.980,0.122,-0.998704
0.980,0.184,-0.998584
0.980,0.245,-0.998376
0.980,0.306,-0.998088
0.980,0.367,-0.997784
0.980,0.429,-0.997304
0.980,0.490,-0.993368
0.980,0.551,-0.978432
0.980,0.612,-0.944248
0.980,0.673,-0.836920
0.980,0.735,-0.503960
0.980,0.796,0.082328
0.980,0.857,0.669840
0.980,0.918,0.981672
0.980,0.980,0.999864
0.980,1.041,0.999888
0.980,1.102,0.999912
0.980,1.163,0.999912
0.980,1.224,0.999928
0.980,1.286,0.999952
0.980,1.347,0.999952
0.980,1.408,0.999960
0.980,1.469,0.999968
0.980,1.531,0.999968
0.980,1.592,0.999968
0.980,1.653,0.999976
0.980,1.714,0.999984
0.980,1.776,0.999984
0.980,1.837,0.999992
0.980,1.898,0.999992
0.980,1.959,1.000000
0.980,2.020,1.000000
0.980,2.082,1.000000
0.980,2.143,1.000000
0.980,2.204,1.000000
0.980,2.265,1.000000
0.980,2.327,1.000000
0.980,2.388,1.000000
0.980,2.449,1.000000
0.980,2.510,1.000000
0.980,2.571,1.000000
0.980,2.633,1.000000
0.980,2.694,1.000000
0.980,2.755,1.000000
0.980,2.816,1.000000
0.980,2.878,1.000000
0.980,2.939,1.000000
0.980,3.000,1.000000
1.041,0.000,-0.999376
1.041,0.061,-0.999336
1.041,0.122,-0.999224
1.041,0.184,-0.999104
1.041,0.245,-0.998976
1.041,0.306,-0.998832
1.041,0.367,-0.998648
1.041,0.429,-0.998480
1.041,0.490,-0.998288
1.041,0.551,-0.997984
1.041,0.612,-0.993608
1.041,0.673,-0.973928
1.041,0.735,-0.914144
1.041,0.796,-0.781376
1.041,0.857,-0.462592
1.041,0.918,0.005392
1.041,0.980,0.580608
1.041,1.041,0.957072
1.041,1.102,0.998792
1.041,1.163,0.999960
1.041,1.224,0.999968
1.041,1.286,0.999968
1.041,1.347,0.999968
1.041,1.408,0.999976
1.041,1.469,0.999984
1.041,1.531,0.999984
1.041,1.592,0.999992
1.041,1.653,0.999992
1.041,1.714,1.000000
1.041,1.776,1.000000
1.041,1.837,1.000000
1.041,1.898,1.000000
1.041,1.959,1.000000
1.041,2.020,1.000000
1.041,2.082,1.000000
1.041,2.143,1.000000
1.041,2.204,1.000000
1.041,2.265,1.000000
1.041,2.327,1.000000
1.041,2.388,1.000000
1.041,2.449,1.000000
1.041,2.510,1.000000
1.041,2.571,1.000000
1.041,2.633,1.000000
1.041,2.694,1.000000
1.041,2.755,1.000000
1.041,2.816,1.000000
1.041,2.878,1.000000
1.041,2.939,1.000000
1.041,3.000,1.000000
1.102,0.000,-0.999608
1.102,0.061,-0.999512
1.102,0.122,-0.999480
1.102,0.184,-0.999416
1.102,0.245,-0.999368
1.102,0.306,-0.999320
1.102,0.367,-0.999208
1.102,0.429,-0.999080
1.102,0.490,-0.998928
1.102,0.551,-0.998744
1.102,0.612,-0.998544
1.102,0.673,-0.998352
1.102,0.735,-0.990280
1.102,0.796,-0.967944
1.102,0.857,-0.907656
1.102,0.918,-0.784424
1.102,0.980,-0.457128
1.102,1.041,-0.049360
1.102,1.102,0.478144
1.102,1.163,0.921728
1.102,1.224,0.992800
1.102,1.286,0.999592
1.102,1.347,0.999992
1.102,1.408,0.999992
1.102,1.469,1.000000
1.102,1.531,1.000000
1.102,1.592,1.000000
1.102,1.653,1.000000
1.102,1.714,1.000000
1.102,1.776,1.000000
1.102,1.837,1.000000
1.102,1.898,1.000000
1.102,1.959,1.000000
1.102,2.020,1.000000
1.102,2.082,1.000000
1.102,2.143,1.000000
1.102,2.204,1.000000
1.102,2.265,1.000000
1.102,2.327,1.000000
1.102,2.388,1.000000
1.102,2.449,1.000000
1.102,2.510,1.000000
1.102,2.571,1.000000
1.102,2.633,1.000000
1.102,2.694,1.000000
1.102,2.755,1.000000
1.102,2.816,1.000000
1.102,2.878,1.000000
1.102,2.939,1.000000
1.102,3.000,1.000000
1.163,0.000,-0.999792
1.163,0.061,-0.999752
1.163,0.122,-0.999704
1.163,0.184,-0.999648
1.163,0.245,-0.999608
1.163,0.306,-0.999512
1.163,0.367,-0.999472
1.163,0.429,-0.999400
1.163,0.490,-0.999352
1.163,0.551,-0.999296
1.163,0.612,-0.999160
1.163,0.673,-0.999024
1.163,0.735,-0.998824
1.163,0.796,-0.995648
1.163,0.857,-0.979648
1.163,0.918,-0.946968
1.163,0.980,-0.900104
1.163,1.041,-0.796856
1.163,1.102,-0.506224
1.163,1.163,-0.113048
1.163,1.224,0.390784
1.163,1.286,0.801416
1.163,1.347,0.976136
1.163,1.408,0.999312
1.163,1.469,1.000000
1.163,1.531,1.000000
1.163,1.592,1.000000
1.163,1.653,1.000000
1.163,1.714,1.000000
1.163,1.776,1.000000
1.163,1.837,1.000000
1.163,1.898,1.000000
1.163,1.959,1.000000
1.163,2.020,1.000000
1.163,2.082,1.000000
1.163,2.143,1.000000
1.163,2.204,1.000000
1.163,2.265,1.000000
1.163,2.327,1.000000
1.163,2.388,1.000000
1.163,2.449,1.000000
1.163,2.510,1.000000
1.163,2.571,1.000000
1.163,2.633,1.000000
1.163,2.694,1.000000
1.163,2.755,1.000000
1.163,2.816,1.000000
1.163,2.878,1.000000
1.163,2.939,1.000000
1.163,3.000,1.000000
1.224,0.000,-0.999864
1.224,0.061,-0.999856
1.224,0.122,-0.999848
1.224,0.184,-0.999848
1.224,0.245,-0.999792
1.224,0.306,-0.999752
1.224,0.367,-0.999704
1.224,0.429,-0.999648
1.224,0.490,-0.999600
1.224,0.551,-0.999496
1.224,0.612,-0.999464
1.224,0.673,-0.999368
1.224,0.735,-0.999320
1.224,0.796,-0.999240
1.224,0.857,-0.998120
1.224,0.918,-0.991736
1.224,0.980,-0.982416
1.224,1.041,-0.934648
1.224,1.102,-0.882840
1.224,1.163,-0.791512
1.224,1.224,-0.564432
1.224,1.286,-0.203096
1.224,1.347,0.276032
1.224,1.408,0.698008
1.224,1.469,0.944432
1.224,1.531,0.995704
1.224,1.592,1.000000
1.224,1.653,1.000000
1.224,1.714,1.000000
1.224,1.776,1.000000
1.224,1.837,1.000000
1.224,1.898,1.000000
1.224,1.959,1.000000
1.224,2.020,1.000000
1.224,2.082,1.000000
1.224,2.143,1.000000
1.224,2.204,1.000000
1.224,2.265,1.000000
1.224,2.327,1.000000
1.224,2.388,1.000000
1.224,2.449,1.000000
1.224,2.510,1.000000
1.224,2.571,1.000000
1.224,2.633,1.000000
1.224,2.694,1.000000
1.224,2.755,1.000000
1.224,2.816,1.000000
1.224,2.878,1.000000
1.224,2.939,1.000000
1.224,3.000,1.000000
1.286,0.000,-0.999928
1.286,0.061,-0.999912
1.286,0.122,-0.999912
1.286,0.184,-0.999888
1.286,0.245,-0.999864
1.286,0.306,-0.999856
1.286,0.367,-0.999848
1.286,0.429,-0.999848
1.286,0.490,-0.999792
1.286,0.551,-0.999752
1.286,0.612,-0.999696
1.286,0.673,-0.999632
1.286,0.735,-0.999592
