J,h,magnetization_density
0.789,5.000,0.065992
1.053,0.000,0.254648
1.053,0.263,0.235952
1.053,0.526,0.217816
1.053,0.789,0.203656
1.053,1.053,0.188520
1.053,1.316,0.178352
1.053,1.579,0.167416
1.053,1.842,0.157816
1.053,2.105,0.151688
1.053,2.368,0.132080
1.053,2.632,0.118080
1.053,2.895,0.106496
1.053,3.158,0.096864
1.053,3.421,0.089800
1.053,3.684,0.084440
1.053,3.947,0.079120
1.053,4.211,0.075400
1.053,4.474,0.073040
1.053,4.737,0.071584
1.053,5.000,0.069808
1.316,0.000,0.093408
1.316,0.263,0.085656
1.316,0.526,0.079640
1.316,0.789,0.076184
1.316,1.053,0.072088
1.316,1.316,0.068056
1.316,1.579,0.068056
1.316,1.842,0.065176
1.316,2.105,0.064728
1.316,2.368,0.063800
1.316,2.632,0.065672
1.316,2.895,0.062056
1.316,3.158,0.060872
1.316,3.421,0.060384
1.316,3.684,0.059848
1.316,3.947,0.058464
1.316,4.211,0.059856
1.316,4.474,0.060488
1.316,4.737,0.061464
1.316,5.000,0.062648
1.579,0.000,-0.052272
1.579,0.263,-0.048520
1.579,0.526,-0.039224
1.579,0.789,-0.032168
1.579,1.053,-0.026480
1.579,1.316,-0.020440
1.579,1.579,-0.013760
1.579,1.842,-0.008160
1.579,2.105,-0.003376
1.579,2.368,0.000656
1.579,2.632,0.006608
1.579,2.895,0.011392
1.579,3.158,0.015320
1.579,3.421,0.022272
1.579,3.684,0.029264
1.579,3.947,0.033656
1.579,4.211,0.038608
1.579,4.474,0.042632
1.579,4.737,0.045968
1.579,5.000,0.050384
1.842,0.000,-0.111928
1.842,0.263,-0.095320
1.842,0.526,-0.083776
1.842,0.789,-0.070960
1.842,1.053,-0.060808
1.842,1.316,-0.051384
1.842,1.579,-0.041976
1.842,1.842,-0.034440
1.842,2.105,-0.025560
1.842,2.368,-0.015552
1.842,2.632,-0.010864
1.842,2.895,-0.005304
1.842,3.158,0.000168
1.842,3.421,0.008776
1.842,3.684,0.014848
1.842,3.947,0.022752
1.842,4.211,0.028328
1.842,4.474,0.035368
1.842,4.737,0.040104
1.842,5.000,0.046240
2.105,0.000,-0.085616
2.105,0.263,-0.069216
2.105,0.526,-0.059920
2.105,0.789,-0.048272
2.105,1.053,-0.040080
2.105,1.316,-0.032704
2.105,1.579,-0.024088
2.105,1.842,-0.017584
2.105,2.105,-0.011008
2.105,2.368,-0.002656
2.105,2.632,0.000984
2.105,2.895,0.006304
2.105,3.158,0.011760
2.105,3.421,0.017080
2.105,3.684,0.022328
2.105,3.947,0.025928
2.105,4.211,0.029736
2.105,4.474,0.037352
2.105,4.737,0.045280
2.105,5.000,0.048240
2.368,0.000,-0.023616
2.368,0.263,-0.014240
2.368,0.526,-0.007928
2.368,0.789,0.001424
2.368,1.053,-0.001184
2.368,1.316,0.004632
2.368,1.579,0.013176
2.368,1.842,0.013464
2.368,2.105,0.015624
2.368,2.368,0.020440
2.368,2.632,0.024144
2.368,2.895,0.028488
2.368,3.158,0.031584
2.368,3.421,0.033728
2.368,3.684,0.038920
2.368,3.947,0.041256
2.368,4.211,0.043624
2.368,4.474,0.046368
2.368,4.737,0.049256
2.368,5.000,0.052448
2.632,0.000,0.027952
2.632,0.263,0.029080
2.632,0.526,0.031848
2.632,0.789,0.032800
2.632,1.053,0.031752
2.632,1.316,0.032528
2.632,1.579,0.035576
2.632,1.842,0.036272
2.632,2.105,0.038840
2.632,2.368,0.039512
2.632,2.632,0.041000
2.632,2.895,0.042056
2.632,3.158,0.044632
2.632,3.421,0.048232
2.632,3.684,0.049592
2.632,3.947,0.047992
2.632,4.211,0.051480
2.632,4.474,0.053672
2.632,4.737,0.055656
2.632,5.000,0.057784
2.895,0.000,0.041696
2.895,0.263,0.043784
2.895,0.526,0.043448
2.895,0.789,0.040952
2.895,1.053,0.039072
2.895,1.316,0.040472
2.895,1.579,0.039672
2.895,1.842,0.041936
2.895,2.105,0.043456
2.895,2.368,0.045824
2.895,2.632,0.047576
2.895,2.895,0.043392
2.895,3.158,0.048008
2.895,3.421,0.049104
2.895,3.684,0.046952
2.895,3.947,0.049632
2.895,4.211,0.054032
2.895,4.474,0.056376
2.895,4.737,0.056752
2.895,5.000,0.060144
3.158,0.000,0.027936
3.158,0.263,0.030728
3.158,0.526,0.028848
3.158,0.789,0.031072
3.158,1.053,0.031464
3.158,1.316,0.032224
3.158,1.579,0.033800
3.158,1.842,0.037056
3.158,2.105,0.036944
3.158,2.368,0.037712
3.158,2.632,0.041960
3.158,2.895,0.040496
3.158,3.158,0.041512
3.158,3.421,0.044496
3.158,3.684,0.043560
3.158,3.947,0.048312
3.158,4.211,0.050760
3.158,4.474,0.052360
3.158,4.737,0.056344
3.158,5.000,0.059328
3.421,0.000,0.004704
3.421,0.263,0.009056
3.421,0.526,0.008400
3.421,0.789,0.007648
3.421,1.053,0.013736
3.421,1.316,0.018152
3.421,1.579,0.022280
3.421,1.842,0.025648
3.421,2.105,0.026752
3.421,2.368,0.027720
3.421,2.632,0.031120
3.421,2.895,0.034584
3.421,3.158,0.035984
3.421,3.421,0.039000
3.421,3.684,0.041776
3.421,3.947,0.046352
3.421,4.211,0.046064
3.421,4.474,0.051248
3.421,4.737,0.051040
3.421,5.000,0.056392
3.684,0.000,-0.016056
3.684,0.263,-0.010544
3.684,0.526,-0.006896
3.684,0.789,-0.001016
3.684,1.053,0.002912
3.684,1.316,0.005816
3.684,1.579,0.009704
3.684,1.842,0.014264
3.684,2.105,0.016728
3.684,2.368,0.023368
3.684,2.632,0.026376
3.684,2.895,0.030960
3.684,3.158,0.033200
3.684,3.421,0.036104
3.684,3.684,0.038920
3.684,3.947,0.041072
3.684,4.211,0.043456
3.684,4.474,0.046528
3.684,4.737,0.050440
3.684,5.000,0.057032
3.947,0.000,-0.017288
3.947,0.263,-0.010696
3.947,0.526,-0.005552
3.947,0.789,-0.004232
3.947,1.053,0.001024
3.947,1.316,0.008408
3.947,1.579,0.009048
3.947,1.842,0.013760
3.947,2.105,0.018688
3.947,2.368,0.024880
3.947,2.632,0.026328
3.947,2.895,0.027792
3.947,3.158,0.034568
3.947,3.421,0.038624
3.947,3.684,0.042528
3.947,3.947,0.047168
3.947,4.211,0.045016
3.947,4.474,0.048560
3.947,4.737,0.051136
3.947,5.000,0.057392
4.211,0.000,-0.010432
4.211,0.263,-0.000896
4.211,0.526,0.000672
4.211,0.789,0.002384
4.211,1.053,0.006440
4.211,1.316,0.011176
4.211,1.579,0.013808
4.211,1.842,0.017192
4.211,2.105,0.019368
4.211,2.368,0.028520
4.211,2.632,0.026104
4.211,2.895,0.030832
4.211,3.158,0.034144
4.211,3.421,0.039608
4.211,3.684,0.042448
4.211,3.947,0.045256
4.211,4.211,0.047600
4.211,4.474,0.048120
4.211,4.737,0.054640
4.211,5.000,0.056712
4.474,0.000,-0.000360
4.474,0.263,0.004720
4.474,0.526,0.008088
4.474,0.789,0.010568
4.474,1.053,0.010032
4.474,1.316,0.016984
4.474,1.579,0.019184
4.474,1.842,0.020576
4.474,2.105,0.022832
4.474,2.368,0.029496
4.474,2.632,0.030264
4.474,2.895,0.034904
4.474,3.158,0.038256
4.474,3.421,0.040472
4.474,3.684,0.045840
4.474,3.947,0.047600
4.474,4.211,0.048360
4.474,4.474,0.051488
4.474,4.737,0.056480
4.474,5.000,0.063224
4.737,0.000,0.006728
4.737,0.263,0.008712
4.737,0.526,0.012896
4.737,0.789,0.017104
4.737,1.053,0.016136
4.737,1.316,0.021112
4.737,1.579,0.025120
4.737,1.842,0.027192
4.737,2.105,0.024216
4.737,2.368,0.032952
4.737,2.632,0.031528
4.737,2.895,0.035368
4.737,3.158,0.038664
4.737,3.421,0.038784
4.737,3.684,0.044400
4.737,3.947,0.048376
4.737,4.211,0.050528
4.737,4.474,0.056768
4.737,4.737,0.062872
4.737,5.000,0.062992
5.000,0.000,0.004232
5.000,0.263,0.010728
5.000,0.526,0.010032
5.000,0.789,0.014464
5.000,1.053,0.016584
5.000,1.316,0.022448
5.000,1.579,0.027000
5.000,1.842,0.023544
5.000,2.105,0.028944
5.000,2.368,0.030832
5.000,2.632,0.031512
5.000,2.895,0.037376
5.000,3.158,0.040040
5.000,3.421,0.043816
5.000,3.684,0.048104
5.000,3.947,0.051400
5.000,4.211,0.053656
5.000,4.474,0.057560
5.000,4.737,0.063080
5.000,5.000,0.062848
