J,h,magnetization_density
0.000,0.000,-0.000496
0.000,2.500,0.011350
0.000,5.000,0.033480
2.500,0.000,-0.001020
2.500,2.500,0.032250
2.500,5.000,0.061994
5.000,0.000,-0.000192
5.000,2.500,0.034980
5.000,5.000,0.068388
