J,h,magnetization_density
0.122,1.000,0.890184
0.184,-1.000,-0.930508
0.184,-0.959,-0.923872
0.184,-0.918,-0.916236
0.184,-0.878,-0.908230
0.184,-0.837,-0.899028
0.184,-0.796,-0.889114
0.184,-0.755,-0.878010
0.184,-0.714,-0.865516
0.184,-0.673,-0.851218
0.184,-0.633,-0.835980
0.184,-0.592,-0.818324
0.184,-0.551,-0.798372
0.184,-0.510,-0.775272
0.184,-0.469,-0.749644
0.184,-0.429,-0.720218
0.184,-0.388,-0.686378
0.184,-0.347,-0.646800
0.184,-0.306,-0.600842
0.184,-0.265,-0.548984
0.184,-0.224,-0.488466
0.184,-0.184,-0.418668
0.184,-0.143,-0.339984
0.184,-0.102,-0.254846
0.184,-0.061,-0.156880
0.184,-0.020,-0.059916
0.184,0.020,0.045834
0.184,0.061,0.152156
0.184,0.102,0.249162
0.184,0.143,0.338820
0.184,0.184,0.417502
0.184,0.224,0.488036
0.184,0.265,0.547454
0.184,0.306,0.600828
0.184,0.347,0.646060
0.184,0.388,0.685024
0.184,0.429,0.719348
0.184,0.469,0.748672
0.184,0.510,0.774746
0.184,0.551,0.797600
0.184,0.592,0.817326
0.184,0.633,0.835182
0.184,0.673,0.850690
0.184,0.714,0.864720
0.184,0.755,0.877500
0.184,0.796,0.889134
0.184,0.837,0.899160
0.184,0.878,0.908246
0.184,0.918,0.916612
0.184,0.959,0.924018
0.184,1.000,0.930862
0.245,-1.000,-0.957502
0.245,-0.959,-0.953524
0.245,-0.918,-0.948810
0.245,-0.878,-0.943752
0.245,-0.837,-0.938042
0.245,-0.796,-0.931860
0.245,-0.755,-0.924266
0.245,-0.714,-0.916342
0.245,-0.673,-0.907386
0.245,-0.633,-0.897212
0.245,-0.592,-0.885948
0.245,-0.551,-0.872620
0.245,-0.510,-0.857634
0.245,-0.469,-0.839936
0.245,-0.429,-0.819198
0.245,-0.388,-0.794890
0.245,-0.347,-0.765450
0.245,-0.306,-0.731248
0.245,-0.265,-0.688254
0.245,-0.224,-0.634374
0.245,-0.184,-0.567608
0.245,-0.143,-0.483070
0.245,-0.102,-0.374280
0.245,-0.061,-0.239840
0.245,-0.020,-0.079320
0.245,0.020,0.080220
0.245,0.061,0.239378
0.245,0.102,0.374564
0.245,0.143,0.481428
0.245,0.184,0.565528
0.245,0.224,0.633978
0.245,0.265,0.688422
0.245,0.306,0.729740
0.245,0.347,0.764960
0.245,0.388,0.794404
0.245,0.429,0.819068
0.245,0.469,0.839476
0.245,0.510,0.857086
0.245,0.551,0.872468
0.245,0.592,0.885512
0.245,0.633,0.897274
0.245,0.673,0.907500
0.245,0.714,0.916528
0.245,0.755,0.924892
0.245,0.796,0.931710
0.245,0.837,0.938008
0.245,0.878,0.943706
0.245,0.918,0.948810
0.245,0.959,0.953190
0.245,1.000,0.957376
0.306,-1.000,-0.974070
0.306,-0.959,-0.971574
0.306,-0.918,-0.968828
0.306,-0.878,-0.965662
0.306,-0.837,-0.962384
0.306,-0.796,-0.958458
0.306,-0.755,-0.954336
0.306,-0.714,-0.949710
0.306,-0.673,-0.944322
0.306,-0.633,-0.938192
0.306,-0.592,-0.930500
0.306,-0.551,-0.922672
0.306,-0.510,-0.913636
0.306,-0.469,-0.903094
0.306,-0.429,-0.890996
0.306,-0.388,-0.875842
0.306,-0.347,-0.858330
0.306,-0.306,-0.836774
0.306,-0.265,-0.809552
0.306,-0.224,-0.774832
0.306,-0.184,-0.727576
0.306,-0.143,-0.661788
0.306,-0.102,-0.563640
0.306,-0.061,-0.408656
0.306,-0.020,-0.158146
0.306,0.020,0.156814
0.306,0.061,0.407098
0.306,0.102,0.563180
0.306,0.143,0.661948
0.306,0.184,0.727000
0.306,0.224,0.774082
0.306,0.265,0.808982
0.306,0.306,0.835034
0.306,0.347,0.857376
0.306,0.388,0.875436
0.306,0.429,0.890094
0.306,0.469,0.902708
0.306,0.510,0.913410
0.306,0.551,0.922830
0.306,0.592,0.930868
0.306,0.633,0.937764
0.306,0.673,0.943894
0.306,0.714,0.949346
0.306,0.755,0.954476
0.306,0.796,0.958708
0.306,0.837,0.962340
0.306,0.878,0.965764
0.306,0.918,0.968868
0.306,0.959,0.971612
0.306,1.000,0.974064
0.367,-1.000,-0.984254
0.367,-0.959,-0.982704
0.367,-0.918,-0.981112
0.367,-0.878,-0.979334
0.367,-0.837,-0.977316
0.367,-0.796,-0.975012
0.367,-0.755,-0.972568
0.367,-0.714,-0.969720
0.367,-0.673,-0.966736
0.367,-0.633,-0.963426
0.367,-0.592,-0.959554
0.367,-0.551,-0.954808
0.367,-0.510,-0.949640
0.367,-0.469,-0.943900
0.367,-0.429,-0.937232
0.367,-0.388,-0.929232
0.367,-0.347,-0.919648
0.367,-0.306,-0.907920
0.367,-0.265,-0.893146
0.367,-0.224,-0.875166
0.367,-0.184,-0.850312
0.367,-0.143,-0.816020
0.367,-0.102,-0.756554
0.367,-0.061,-0.579282
0.367,-0.020,-0.116972
0.367,0.020,0.424110
0.367,0.061,0.664760
0.367,0.102,0.762304
0.367,0.143,0.816292
0.367,0.184,0.850478
0.367,0.224,0.875314
0.367,0.265,0.893790
0.367,0.306,0.908136
0.367,0.347,0.919806
0.367,0.388,0.929112
0.367,0.429,0.937118
0.367,0.469,0.943326
0.367,0.510,0.949416
0.367,0.551,0.954654
0.367,0.592,0.959118
0.367,0.633,0.963078
0.367,0.673,0.966698
0.367,0.714,0.969922
0.367,0.755,0.972648
0.367,0.796,0.975184
0.367,0.837,0.977362
0.367,0.878,0.979376
0.367,0.918,0.981108
0.367,0.959,0.982646
0.367,1.000,0.984184
0.429,-1.000,-0.990464
0.429,-0.959,-0.989606
0.429,-0.918,-0.988598
0.429,-0.878,-0.987470
0.429,-0.837,-0.986224
0.429,-0.796,-0.984988
0.429,-0.755,-0.983554
0.429,-0.714,-0.981856
0.429,-0.673,-0.980022
0.429,-0.633,-0.978044
0.429,-0.592,-0.975790
0.429,-0.551,-0.973324
0.429,-0.510,-0.970290
0.429,-0.469,-0.967010
0.429,-0.429,-0.963324
0.429,-0.388,-0.958974
0.429,-0.347,-0.954038
0.429,-0.306,-0.947878
0.429,-0.265,-0.940636
0.429,-0.224,-0.931452
0.429,-0.184,-0.913366
0.429,-0.143,-0.827276
0.429,-0.102,-0.518626
0.429,-0.061,0.067320
0.429,-0.020,0.552428
0.429,0.020,0.776952
0.429,0.061,0.851316
0.429,0.102,0.885454
0.429,0.143,0.906210
0.429,0.184,0.920820
0.429,0.224,0.932164
0.429,0.265,0.940996
0.429,0.306,0.947996
0.429,0.347,0.953946
0.429,0.388,0.959006
0.429,0.429,0.963318
0.429,0.469,0.967114
0.429,0.510,0.970592
0.429,0.551,0.973418
0.429,0.592,0.975782
0.429,0.633,0.978234
0.429,0.673,0.980238
0.429,0.714,0.982030
0.429,0.755,0.983650
0.429,0.796,0.985110
0.429,0.837,0.986456
0.429,0.878,0.987576
0.429,0.918,0.988656
0.429,0.959,0.989632
0.429,1.000,0.990512
0.490,-1.000,-0.994254
0.490,-0.959,-0.993800
0.490,-0.918,-0.993236
0.490,-0.878,-0.992580
0.490,-0.837,-0.991860
0.490,-0.796,-0.991062
0.490,-0.755,-0.990146
0.490,-0.714,-0.989230
0.490,-0.673,-0.988166
0.490,-0.633,-0.986952
0.490,-0.592,-0.985678
0.490,-0.551,-0.984252
0.490,-0.510,-0.982340
0.490,-0.469,-0.980498
0.490,-0.429,-0.978370
0.490,-0.388,-0.976060
0.490,-0.347,-0.973214
0.490,-0.306,-0.966914
0.490,-0.265,-0.937054
0.490,-0.224,-0.800262
0.490,-0.184,-0.458996
0.490,-0.143,0.048048
0.490,-0.102,0.517394
0.490,-0.061,0.769702
0.490,-0.020,0.873900
0.490,0.020,0.911886
0.490,0.061,0.930282
0.490,0.102,0.942090
0.490,0.143,0.950798
0.490,0.184,0.957176
0.490,0.224,0.962368
0.490,0.265,0.966856
0.490,0.306,0.970482
0.490,0.347,0.973610
0.490,0.388,0.976602
0.490,0.429,0.978962
0.490,0.469,0.981060
0.490,0.510,0.982862
0.490,0.551,0.984434
0.490,0.592,0.985852
0.490,0.633,0.987234
0.490,0.673,0.988386
0.490,0.714,0.989482
0.490,0.755,0.990384
0.490,0.796,0.991292
0.490,0.837,0.992104
0.490,0.878,0.992844
0.490,0.918,0.993394
0.490,0.959,0.994000
0.490,1.000,0.994490
0.551,-1.000,-0.996648
0.551,-0.959,-0.996382
0.551,-0.918,-0.996070
0.551,-0.878,-0.995710
0.551,-0.837,-0.995300
0.551,-0.796,-0.994680
0.551,-0.755,-0.994174
0.551,-0.714,-0.993622
0.551,-0.673,-0.992990
0.551,-0.633,-0.992344
0.551,-0.592,-0.991516
0.551,-0.551,-0.990734
0.551,-0.510,-0.989726
0.551,-0.469,-0.988326
0.551,-0.429,-0.983322
0.551,-0.388,-0.956562
0.551,-0.347,-0.845650
0.551,-0.306,-0.584492
0.551,-0.265,-0.180516
0.551,-0.224,0.255576
0.551,-0.184,0.593268
0.551,-0.143,0.795552
0.551,-0.102,0.891004
0.551,-0.061,0.932534
0.551,-0.020,0.949828
0.551,0.020,0.958604
0.551,0.061,0.964808
0.551,0.102,0.969178
0.551,0.143,0.973264
0.551,0.184,0.976526
0.551,0.224,0.979086
0.551,0.265,0.981320
0.551,0.306,0.983278
0.551,0.347,0.984944
0.551,0.388,0.986502
0.551,0.429,0.987716
0.551,0.469,0.988866
0.551,0.510,0.989842
0.551,0.551,0.990588
0.551,0.592,0.991412
0.551,0.633,0.992206
0.551,0.673,0.992824
0.551,0.714,0.993492
0.551,0.755,0.994072
0.551,0.796,0.994562
0.551,0.837,0.995046
0.551,0.878,0.995468
0.551,0.918,0.995860
0.551,0.959,0.996222
0.551,1.000,0.996562
0.612,-1.000,-0.997954
0.612,-0.959,-0.997758
0.612,-0.918,-0.997566
0.612,-0.878,-0.997352
0.612,-0.837,-0.997116
0.612,-0.796,-0.996812
0.612,-0.755,-0.996506
0.612,-0.714,-0.996202
0.612,-0.673,-0.995846
0.612,-0.633,-0.995304
0.612,-0.592,-0.993832
0.612,-0.551,-0.985930
0.612,-0.510,-0.946892
0.612,-0.469,-0.823104
0.612,-0.429,-0.571322
0.612,-0.388,-0.212164
0.612,-0.347,0.164700
0.612,-0.306,0.487724
0.612,-0.265,0.713088
0.612,-0.224,0.843144
0.612,-0.184,0.913894
0.612,-0.143,0.947234
0.612,-0.102,0.962448
0.612,-0.061,0.969884
0.612,-0.020,0.974582
0.612,0.020,0.978052
0.612,0.061,0.980812
0.612,0.102,0.983094
0.612,0.143,0.984920
0.612,0.184,0.986516
0.612,0.224,0.987938
0.612,0.265,0.989138
0.612,0.306,0.990162
0.612,0.347,0.991170
0.612,0.388,0.992038
0.612,0.429,0.992752
0.612,0.469,0.993334
0.612,0.510,0.993880
0.612,0.551,0.994456
0.612,0.592,0.994932
0.612,0.633,0.995376
0.612,0.673,0.995766
0.612,0.714,0.996238
0.612,0.755,0.996548
0.612,0.796,0.996900
0.612,0.837,0.997172
0.612,0.878,0.997398
0.612,0.918,0.997600
0.612,0.959,0.997802
0.612,1.000,0.997954
0.673,-1.000,-0.998754
0.673,-0.959,-0.998636
0.673,-0.918,-0.998518
0.673,-0.878,-0.998346
0.673,-0.837,-0.998234
0.673,-0.796,-0.998040
0.673,-0.755,-0.997580
0.673,-0.714,-0.993918
0.673,-0.673,-0.973920
0.673,-0.633,-0.906504
0.673,-0.592,-0.749668
0.673,-0.551,-0.489654
0.673,-0.510,-0.166026
0.673,-0.469,0.176362
0.673,-0.429,0.448886
0.673,-0.388,0.670736
0.673,-0.347,0.806888
0.673,-0.306,0.891130
0.673,-0.265,0.938852
0.673,-0.224,0.961004
0.673,-0.184,0.972504
0.673,-0.143,0.978202
0.673,-0.102,0.981830
0.673,-0.061,0.984246
0.673,-0.020,0.986142
0.673,0.020,0.988010
0.673,0.061,0.989326
0.673,0.102,0.990396
0.673,0.143,0.991302
0.673,0.184,0.992248
0.673,0.224,0.993002
0.673,0.265,0.993692
0.673,0.306,0.994302
0.673,0.347,0.994842
0.673,0.388,0.995332
0.673,0.429,0.995760
0.673,0.469,0.996100
0.673,0.510,0.996456
0.673,0.551,0.996794
0.673,0.592,0.997088
0.673,0.633,0.997360
0.673,0.673,0.997582
0.673,0.714,0.997756
0.673,0.755,0.997904
0.673,0.796,0.998112
0.673,0.837,0.998266
0.673,0.878,0.998294
0.673,0.918,0.998430
0.673,0.959,0.998546
0.673,1.000,0.998642
0.735,-1.000,-0.999178
0.735,-0.959,-0.999088
0.735,-0.918,-0.998674
0.735,-0.878,-0.996120
0.735,-0.837,-0.982630
0.735,-0.796,-0.937856
0.735,-0.755,-0.828960
0.735,-0.714,-0.640944
0.735,-0.673,-0.371916
0.735,-0.633,-0.062854
0.735,-0.592,0.234578
0.735,-0.551,0.484958
0.735,-0.510,0.671994
0.735,-0.469,0.797010
0.735,-0.429,0.882456
0.735,-0.388,0.930540
0.735,-0.347,0.957778
0.735,-0.306,0.971966
0.735,-0.265,0.979362
0.735,-0.224,0.983954
0.735,-0.184,0.986946
0.735,-0.143,0.988942
0.735,-0.102,0.990388
0.735,-0.061,0.991424
0.735,-0.020,0.992266
0.735,0.020,0.993084
0.735,0.061,0.993698
0.735,0.102,0.994280
0.735,0.143,0.994828
0.735,0.184,0.995374
0.735,0.224,0.995814
0.735,0.265,0.996224
0.735,0.306,0.996580
0.735,0.347,0.996924
0.735,0.388,0.997176
0.735,0.429,0.997428
0.735,0.469,0.997636
0.735,0.510,0.997846
0.735,0.551,0.998030
0.735,0.592,0.998218
0.735,0.633,0.998238
0.735,0.673,0.998338
0.735,0.714,0.998458
0.735,0.755,0.998584
0.735,0.796,0.998688
0.735,0.837,0.998798
0.735,0.878,0.998870
0.735,0.918,0.998980
0.735,0.959,0.999062
0.735,1.000,0.999130
0.796,-1.000,-0.989566
0.796,-0.959,-0.957066
0.796,-0.918,-0.870708
0.796,-0.878,-0.709164
0.796,-0.837,-0.469248
0.796,-0.796,-0.197420
0.796,-0.755,0.091304
0.796,-0.714,0.345438
0.796,-0.673,0.550410
0.796,-0.633,0.706354
0.796,-0.592,0.818770
0.796,-0.551,0.886044
0.796,-0.510,0.930516
0.796,-0.469,0.956198
0.796,-0.429,0.972028
0.796,-0.388,0.981762
0.796,-0.347,0.986374
0.796,-0.306,0.989330
0.796,-0.265,0.991226
0.796,-0.224,0.992468
0.796,-0.184,0.993446
0.796,-0.143,0.994074
0.796,-0.102,0.994682
0.796,-0.061,0.995254
0.796,-0.020,0.995692
0.796,0.020,0.996096
0.796,0.061,0.996496
0.796,0.102,0.996828
0.796,0.143,0.997110
0.796,0.184,0.997368
0.796,0.224,0.997586
0.796,0.265,0.997794
0.796,0.306,0.997978
0.796,0.347,0.998180
0.796,0.388,0.998356
0.796,0.429,0.998496
0.796,0.469,0.998632
0.796,0.510,0.998738
0.796,0.551,0.998858
0.796,0.592,0.998958
0.796,0.633,0.999032
0.796,0.673,0.999148
0.796,0.714,0.999240
0.796,0.755,0.999308
0.796,0.796,0.999244
0.796,0.837,0.999308
0.796,0.878,0.999358
0.796,0.918,0.999406
0.796,0.959,0.999450
0.796,1.000,0.999498
0.857,-1.000,-0.562496
0.857,-0.959,-0.308984
0.857,-0.918,-0.029224
0.857,-0.878,0.238622
0.857,-0.837,0.457750
0.857,-0.796,0.607450
0.857,-0.755,0.740924
0.857,-0.714,0.831226
0.857,-0.673,0.890540
0.857,-0.633,0.930980
0.857,-0.592,0.956192
0.857,-0.551,0.972650
0.857,-0.510,0.981980
0.857,-0.469,0.987162
0.857,-0.429,0.990122
0.857,-0.388,0.991918
0.857,-0.347,0.993500
0.857,-0.306,0.994366
0.857,-0.265,0.995020
0.857,-0.224,0.995728
0.857,-0.184,0.996162
0.857,-0.143,0.996590
0.857,-0.102,0.996944
0.857,-0.061,0.997238
0.857,-0.020,0.997500
0.857,0.020,0.997754
0.857,0.061,0.997896
0.857,0.102,0.998094
0.857,0.143,0.998272
0.857,0.184,0.998408
0.857,0.224,0.998556
0.857,0.265,0.998720
0.857,0.306,0.998830
0.857,0.347,0.998950
0.857,0.388,0.999036
0.857,0.429,0.999122
0.857,0.469,0.999178
0.857,0.510,0.999206
0.857,0.551,0.999254
0.857,0.592,0.999312
0.857,0.633,0.999346
0.857,0.673,0.999376
0.857,0.714,0.999446
0.857,0.755,0.999492
0.857,0.796,0.999526
0.857,0.837,0.999562
0.857,0.878,0.999588
0.857,0.918,0.999624
0.857,0.959,0.999674
0.857,1.000,0.999702
0.918,-1.000,0.345098
0.918,-0.959,0.530078
0.918,-0.918,0.677770
0.918,-0.878,0.777394
0.918,-0.837,0.850934
0.918,-0.796,0.899420
0.918,-0.755,0.934670
0.918,-0.714,0.956724
0.918,-0.673,0.971264
0.918,-0.633,0.982130
0.918,-0.592,0.987616
0.918,-0.551,0.991332
0.918,-0.510,0.993166
0.918,-0.469,0.994514
0.918,-0.429,0.995394
0.918,-0.388,0.996032
0.918,-0.347,0.996516
0.918,-0.306,0.996888
0.918,-0.265,0.997200
0.918,-0.224,0.997480
0.918,-0.184,0.997802
0.918,-0.143,0.998000
0.918,-0.102,0.998190
0.918,-0.061,0.998336
0.918,-0.020,0.998504
0.918,0.020,0.998616
0.918,0.061,0.998752
0.918,0.102,0.998856
0.918,0.143,0.998934
0.918,0.184,0.999034
0.918,0.224,0.999096
0.918,0.265,0.999272
0.918,0.306,0.999336
0.918,0.347,0.999382
0.918,0.388,0.999428
0.918,0.429,0.999462
0.918,0.469,0.999502
0.918,0.510,0.999538
0.918,0.551,0.999566
0.918,0.592,0.999604
0.918,0.633,0.999626
0.918,0.673,0.999644
0.918,0.714,0.999672
0.918,0.755,0.999712
0.918,0.796,0.999726
0.918,0.837,0.999754
0.918,0.878,0.999782
0.918,0.918,0.999796
0.918,0.959,0.999816
0.918,1.000,0.999826
0.980,-1.000,0.814734
0.980,-0.959,0.873014
0.980,-0.918,0.915880
0.980,-0.878,0.946232
0.980,-0.837,0.961778
0.980,-0.796,0.974240
0.980,-0.755,0.981936
0.980,-0.714,0.987786
0.980,-0.673,0.991368
0.980,-0.633,0.993684
0.980,-0.592,0.994820
0.980,-0.551,0.995858
0.980,-0.510,0.996504
0.980,-0.469,0.997296
0.980,-0.429,0.997616
0.980,-0.388,0.997860
0.980,-0.347,0.998056
0.980,-0.306,0.998288
0.980,-0.265,0.998456
0.980,-0.224,0.998612
0.980,-0.184,0.998742
0.980,-0.143,0.998840
0.980,-0.102,0.998926
0.980,-0.061,0.999022
0.980,-0.020,0.999116
0.980,0.020,0.999212
0.980,0.061,0.999280
0.980,0.102,0.999344
0.980,0.143,0.999408
0.980,0.184,0.999456
0.980,0.224,0.999494
0.980,0.265,0.999522
0.980,0.306,0.999548
0.980,0.347,0.999582
0.980,0.388,0.999604
0.980,0.429,0.999670
0.980,0.469,0.999690
0.980,0.510,0.999708
0.980,0.551,0.999736
0.980,0.592,0.999766
0.980,0.633,0.999780
0.980,0.673,0.999794
0.980,0.714,0.999818
0.980,0.755,0.999836
0.980,0.796,0.999852
0.980,0.837,0.999860
0.980,0.878,0.999866
0.980,0.918,0.999876
0.980,0.959,0.999880
0.980,1.000,0.999892
1.041,-1.000,0.952508
1.041,-0.959,0.967412
1.041,-0.918,0.977964
1.041,-0.878,0.984136
1.041,-0.837,0.989180
1.041,-0.796,0.992432
1.041,-0.755,0.994714
1.041,-0.714,0.995680
1.041,-0.673,0.996658
1.041,-0.633,0.997230
1.041,-0.592,0.997658
1.041,-0.551,0.998060
1.041,-0.510,0.998296
1.041,-0.469,0.998478
1.041,-0.429,0.998638
1.041,-0.388,0.998756
1.041,-0.347,0.998888
1.041,-0.306,0.999010
1.041,-0.265,0.999074
1.041,-0.224,0.999158
1.041,-0.184,0.999240
1.041,-0.143,0.999300
1.041,-0.102,0.999344
1.041,-0.061,0.999396
1.041,-0.020,0.999448
1.041,0.020,0.999492
1.041,0.061,0.999538
1.041,0.102,0.999566
1.041,0.143,0.999604
1.041,0.184,0.999626
1.041,0.224,0.999662
1.041,0.265,0.999694
1.041,0.306,0.999710
1.041,0.347,0.999732
1.041,0.388,0.999754
1.041,0.429,0.999780
1.041,0.469,0.999796
1.041,0.510,0.999810
1.041,0.551,0.999822
1.041,0.592,0.999834
1.041,0.633,0.999838
1.041,0.673,0.999856
1.041,0.714,0.999868
1.041,0.755,0.999874
1.041,0.796,0.999884
1.041,0.837,0.999906
1.041,0.878,0.999916
1.041,0.918,0.999922
1.041,0.959,0.999928
1.041,1.000,0.999938
1.102,-1.000,0.988022
1.102,-0.959,0.991494
1.102,-0.918,0.993974
1.102,-0.878,0.995742
1.102,-0.837,0.996678
1.102,-0.796,0.997240
1.102,-0.755,0.997616
1.102,-0.714,0.997998
1.102,-0.673,0.998302
1.102,-0.633,0.998568
1.102,-0.592,0.998794
1.102,-0.551,0.998800
1.102,-0.510,0.998936
1.102,-0.469,0.999052
1.102,-0.429,0.999162
1.102,-0.388,0.999208
1.102,-0.347,0.999268
1.102,-0.306,0.999346
1.102,-0.265,0.999396
1.102,-0.224,0.999446
1.102,-0.184,0.999490
1.102,-0.143,0.999520
1.102,-0.102,0.999624
1.102,-0.061,0.999656
1.102,-0.020,0.999682
1.102,0.020,0.999708
1.102,0.061,0.999724
1.102,0.102,0.999748
1.102,0.143,0.999762
1.102,0.184,0.999788
1.102,0.224,0.999812
1.102,0.265,0.999830
1.102,0.306,0.999842
1.102,0.347,0.999850
1.102,0.388,0.999866
1.102,0.429,0.999874
1.102,0.469,0.999894
1.102,0.510,0.999902
1.102,0.551,0.999910
1.102,0.592,0.999916
1.102,0.633,0.999924
1.102,0.673,0.999928
1.102,0.714,0.999938
1.102,0.755,0.999946
1.102,0.796,0.999936
1.102,0.837,0.999940
1.102,0.878,0.999944
1.102,0.918,0.999944
1.102,0.959,0.999950
1.102,1.000,0.999956
1.163,-1.000,0.995826
1.163,-0.959,0.997068
1.163,-0.918,0.997484
1.163,-0.878,0.997950
1.163,-0.837,0.998354
1.163,-0.796,0.998766
1.163,-0.755,0.998892
1.163,-0.714,0.998968
1.163,-0.673,0.999080
1.163,-0.633,0.999176
1.163,-0.592,0.999244
1.163,-0.551,0.999316
1.163,-0.510,0.999360
1.163,-0.469,0.999424
1.163,-0.429,0.999480
1.163,-0.388,0.999508
1.163,-0.347,0.999584
1.163,-0.306,0.999610
1.163,-0.265,0.999634
1.163,-0.224,0.999684
1.163,-0.184,0.999712
1.163,-0.143,0.999748
1.163,-0.102,0.999772
1.163,-0.061,0.999802
1.163,-0.020,0.999822
1.163,0.020,0.999844
1.163,0.061,0.999828
1.163,0.102,0.999838
1.163,0.143,0.999844
1.163,0.184,0.999862
1.163,0.224,0.999874
1.163,0.265,0.999886
1.163,0.306,0.999896
1.163,0.347,0.999904
1.163,0.388,0.999912
1.163,0.429,0.999918
1.163,0.469,0.999922
1.163,0.510,0.999942
1.163,0.551,0.999946
1.163,0.592,0.999952
1.163,0.633,0.999954
1.163,0.673,0.999958
1.163,0.714,0.999962
1.163,0.755,0.999962
1.163,0.796,0.999964
1.163,0.837,0.999966
1.163,0.878,0.999972
1.163,0.918,0.999976
1.163,0.959,0.999970
1.163,1.000,0.999970
1.224,-1.000,0.998224
1.224,-0.959,0.998668
1.224,-0.918,0.998942
1.224,-0.878,0.999108
1.224,-0.837,0.999180
1.224,-0.796,0.999276
1.224,-0.755,0.999348
1.224,-0.714,0.999412
1.224,-0.673,0.999484
1.224,-0.633,0.999550
1.224,-0.592,0.999598
1.224,-0.551,0.999628
1.224,-0.510,0.999652
