J,h,magnetization_density
0.000,0.000,-1.000000
0.000,2.500,-0.596306
0.000,5.000,-0.336886
2.500,0.000,0.222340
2.500,2.500,0.208874
2.500,5.000,0.192820
5.000,0.000,0.125460
5.000,2.500,0.127934
5.000,5.000,0.136564
