J,h,magnetization_density
0.490,1.898,0.999096
0.490,1.959,0.999216
0.490,2.020,0.999304
0.490,2.082,0.999352
0.490,2.143,0.999440
0.490,2.204,0.999488
0.490,2.265,0.999528
0.490,2.327,0.999592
0.490,2.388,0.999616
0.490,2.449,0.999672
0.490,2.510,0.999704
0.490,2.571,0.999728
0.490,2.633,0.999744
0.490,2.694,0.999760
0.490,2.755,0.999784
0.490,2.816,0.999816
0.490,2.878,0.999824
0.490,2.939,0.999848
0.490,3.000,0.999864
0.551,0.000,-0.065272
0.551,0.061,0.964216
0.551,0.122,0.971384
0.551,0.184,0.976040
0.551,0.245,0.979648
0.551,0.306,0.982776
0.551,0.367,0.985232
0.551,0.429,0.987152
0.551,0.490,0.988664
0.551,0.551,0.990160
0.551,0.612,0.991472
0.551,0.673,0.992496
0.551,0.735,0.993400
0.551,0.796,0.994264
0.551,0.857,0.994984
0.551,0.918,0.995584
0.551,0.980,0.996232
0.551,1.041,0.996808
0.551,1.102,0.997152
0.551,1.163,0.997496
0.551,1.224,0.997672
0.551,1.286,0.997960
0.551,1.347,0.998192
0.551,1.408,0.998408
0.551,1.469,0.998624
0.551,1.531,0.998824
0.551,1.592,0.998928
0.551,1.653,0.999096
0.551,1.714,0.999216
0.551,1.776,0.999304
0.551,1.837,0.999352
0.551,1.898,0.999440
0.551,1.959,0.999488
0.551,2.020,0.999528
0.551,2.082,0.999592
0.551,2.143,0.999616
0.551,2.204,0.999672
0.551,2.265,0.999704
0.551,2.327,0.999728
0.551,2.388,0.999744
0.551,2.449,0.999760
0.551,2.510,0.999784
0.551,2.571,0.999816
0.551,2.633,0.999824
0.551,2.694,0.999848
0.551,2.755,0.999864
0.551,2.816,0.999888
0.551,2.878,0.999896
0.551,2.939,0.999904
0.551,3.000,0.999912
0.612,0.000,0.063896
0.612,0.061,0.980880
0.612,0.122,0.983880
0.612,0.184,0.986216
0.612,0.245,0.987960
0.612,0.306,0.989592
0.612,0.367,0.991088
0.612,0.429,0.992232
0.612,0.490,0.993168
0.612,0.551,0.994040
0.612,0.612,0.994832
0.612,0.673,0.995448
0.612,0.735,0.996152
0.612,0.796,0.996776
0.612,0.857,0.997112
0.612,0.918,0.997448
0.612,0.980,0.997640
0.612,1.041,0.997952
0.612,1.102,0.998184
0.612,1.163,0.998400
0.612,1.224,0.998616
0.612,1.286,0.998816
0.612,1.347,0.998928
0.612,1.408,0.999096
0.612,1.469,0.999216
0.612,1.531,0.999304
0.612,1.592,0.999352
0.612,1.653,0.999440
0.612,1.714,0.999488
0.612,1.776,0.999528
0.612,1.837,0.999592
0.612,1.898,0.999616
0.612,1.959,0.999672
0.612,2.020,0.999704
0.612,2.082,0.999728
0.612,2.143,0.999744
0.612,2.204,0.999760
0.612,2.265,0.999784
0.612,2.327,0.999816
0.612,2.388,0.999824
0.612,2.449,0.999848
0.612,2.510,0.999864
0.612,2.571,0.999888
0.612,2.633,0.999896
0.612,2.694,0.999904
0.612,2.755,0.999912
0.612,2.816,0.999928
0.612,2.878,0.999952
0.612,2.939,0.999960
0.612,3.000,0.999960
0.673,0.000,-0.064424
0.673,0.061,0.988736
0.673,0.122,0.990448
0.673,0.184,0.991736
0.673,0.245,0.992832
0.673,0.306,0.993864
0.673,0.367,0.994664
0.673,0.429,0.995280
0.673,0.490,0.996032
0.673,0.551,0.996688
0.673,0.612,0.997064
0.673,0.673,0.997416
0.673,0.735,0.997600
0.673,0.796,0.997920
0.673,0.857,0.998160
0.673,0.918,0.998392
0.673,0.980,0.998608
0.673,1.041,0.998808
0.673,1.102,0.998928
0.673,1.163,0.999096
0.673,1.224,0.999216
0.673,1.286,0.999304
0.673,1.347,0.999352
0.673,1.408,0.999440
0.673,1.469,0.999488
0.673,1.531,0.999528
0.673,1.592,0.999592
0.673,1.653,0.999616
0.673,1.714,0.999672
0.673,1.776,0.999704
0.673,1.837,0.999728
0.673,1.898,0.999744
0.673,1.959,0.999760
0.673,2.020,0.999784
0.673,2.082,0.999816
0.673,2.143,0.999824
0.673,2.204,0.999848
0.673,2.265,0.999864
0.673,2.327,0.999888
0.673,2.388,0.999896
0.673,2.449,0.999904
0.673,2.510,0.999912
0.673,2.571,0.999928
0.673,2.633,0.999952
0.673,2.694,0.999960
0.673,2.755,0.999960
0.673,2.816,0.999976
0.673,2.878,0.999976
0.673,2.939,0.999976
0.673,3.000,0.999976
0.735,0.000,-0.000448
0.735,0.061,0.993496
0.735,0.122,0.994344
0.735,0.184,0.995112
0.735,0.245,0.995904
0.735,0.306,0.996536
0.735,0.367,0.996960
0.735,0.429,0.997352
0.735,0.490,0.997560
0.735,0.551,0.997888
0.735,0.612,0.998112
0.735,0.673,0.998352
0.735,0.735,0.998592
0.735,0.796,0.998808
0.735,0.857,0.998920
0.735,0.918,0.999096
0.735,0.980,0.999216
0.735,1.041,0.999304
0.735,1.102,0.999352
0.735,1.163,0.999440
0.735,1.224,0.999488
0.735,1.286,0.999528
0.735,1.347,0.999592
0.735,1.408,0.999616
0.735,1.469,0.999672
0.735,1.531,0.999704
0.735,1.592,0.999728
0.735,1.653,0.999744
0.735,1.714,0.999760
0.735,1.776,0.999784
0.735,1.837,0.999816
0.735,1.898,0.999824
0.735,1.959,0.999848
0.735,2.020,0.999864
0.735,2.082,0.999888
0.735,2.143,0.999896
0.735,2.204,0.999904
0.735,2.265,0.999912
0.735,2.327,0.999928
0.735,2.388,0.999952
0.735,2.449,0.999960
0.735,2.510,0.999960
0.735,2.571,0.999976
0.735,2.633,0.999976
0.735,2.694,0.999976
0.735,2.755,0.999976
0.735,2.816,0.999976
0.735,2.878,0.999976
0.735,2.939,0.999976
0.735,3.000,0.999984
0.796,0.000,0.070984
0.796,0.061,0.996440
0.796,0.122,0.996856
0.796,0.184,0.997216
0.796,0.245,0.997440
0.796,0.306,0.997824
0.796,0.367,0.998080
0.796,0.429,0.998336
0.796,0.490,0.998568
0.796,0.551,0.998776
0.796,0.612,0.998904
0.796,0.673,0.999096
0.796,0.735,0.999216
0.796,0.796,0.999304
0.796,0.857,0.999352
0.796,0.918,0.999440
0.796,0.980,0.999488
0.796,1.041,0.999528
0.796,1.102,0.999592
0.796,1.163,0.999616
0.796,1.224,0.999672
0.796,1.286,0.999704
0.796,1.347,0.999728
0.796,1.408,0.999744
0.796,1.469,0.999760
0.796,1.531,0.999784
0.796,1.592,0.999816
0.796,1.653,0.999824
0.796,1.714,0.999848
0.796,1.776,0.999864
0.796,1.837,0.999888
0.796,1.898,0.999896
0.796,1.959,0.999904
0.796,2.020,0.999912
0.796,2.082,0.999928
0.796,2.143,0.999952
0.796,2.204,0.999960
0.796,2.265,0.999960
0.796,2.327,0.999976
0.796,2.388,0.999976
0.796,2.449,0.999976
0.796,2.510,0.999976
0.796,2.571,0.999976
0.796,2.633,0.999976
0.796,2.694,0.999976
0.796,2.755,0.999984
0.796,2.816,0.999992
0.796,2.878,0.999992
0.796,2.939,0.999992
0.796,3.000,0.999992
0.857,0.000,-0.096744
0.857,0.061,0.997720
0.857,0.122,0.997992
0.857,0.184,0.998296
0.857,0.245,0.998544
0.857,0.306,0.998768
0.857,0.367,0.998880
0.857,0.429,0.999064
0.857,0.490,0.999208
0.857,0.551,0.999304
0.857,0.612,0.999352
0.857,0.673,0.999440
0.857,0.735,0.999488
0.857,0.796,0.999528
0.857,0.857,0.999592
0.857,0.918,0.999616
0.857,0.980,0.999672
0.857,1.041,0.999704
0.857,1.102,0.999728
0.857,1.163,0.999744
0.857,1.224,0.999760
0.857,1.286,0.999784
0.857,1.347,0.999816
0.857,1.408,0.999824
0.857,1.469,0.999848
0.857,1.531,0.999864
0.857,1.592,0.999888
0.857,1.653,0.999896
0.857,1.714,0.999904
0.857,1.776,0.999912
0.857,1.837,0.999928
0.857,1.898,0.999952
0.857,1.959,0.999960
0.857,2.020,0.999960
0.857,2.082,0.999976
0.857,2.143,0.999976
0.857,2.204,0.999976
0.857,2.265,0.999976
0.857,2.327,0.999976
0.857,2.388,0.999976
0.857,2.449,0.999976
0.857,2.510,0.999984
0.857,2.571,0.999992
0.857,2.633,0.999992
0.857,2.694,0.999992
0.857,2.755,0.999992
0.857,2.816,0.999992
0.857,2.878,0.999992
0.857,2.939,0.999992
0.857,3.000,0.999992
0.918,0.000,-0.228072
0.918,0.061,0.998736
0.918,0.122,0.998856
0.918,0.184,0.999056
0.918,0.245,0.999192
0.918,0.306,0.999288
0.918,0.367,0.999344
0.918,0.429,0.999440
0.918,0.490,0.999488
0.918,0.551,0.999528
0.918,0.612,0.999592
0.918,0.673,0.999616
0.918,0.735,0.999672
0.918,0.796,0.999704
0.918,0.857,0.999728
0.918,0.918,0.999744
0.918,0.980,0.999760
0.918,1.041,0.999784
0.918,1.102,0.999816
0.918,1.163,0.999824
0.918,1.224,0.999848
0.918,1.286,0.999864
0.918,1.347,0.999888
0.918,1.408,0.999896
0.918,1.469,0.999904
0.918,1.531,0.999912
0.918,1.592,0.999928
0.918,1.653,0.999952
0.918,1.714,0.999960
0.918,1.776,0.999960
0.918,1.837,0.999976
0.918,1.898,0.999976
0.918,1.959,0.999976
0.918,2.020,0.999976
0.918,2.082,0.999976
0.918,2.143,0.999976
0.918,2.204,0.999976
0.918,2.265,0.999984
0.918,2.327,0.999992
0.918,2.388,0.999992
0.918,2.449,0.999992
0.918,2.510,0.999992
0.918,2.571,0.999992
0.918,2.633,0.999992
0.918,2.694,0.999992
0.918,2.755,0.999992
0.918,2.816,0.999992
0.918,2.878,0.999992
0.918,2.939,0.999992
0.918,3.000,0.999992
0.980,0.000,-0.093264
0.980,0.061,0.999280
0.980,0.122,0.999328
0.980,0.184,0.999424
0.980,0.245,0.999480
0.980,0.306,0.999528
0.980,0.367,0.999592
0.980,0.429,0.999616
0.980,0.490,0.999672
0.980,0.551,0.999704
0.980,0.612,0.999728
0.980,0.673,0.999744
0.980,0.735,0.999760
0.980,0.796,0.999784
0.980,0.857,0.999816
0.980,0.918,0.999824
0.980,0.980,0.999848
0.980,1.041,0.999864
0.980,1.102,0.999888
0.980,1.163,0.999896
0.980,1.224,0.999904
0.980,1.286,0.999912
0.980,1.347,0.999928
0.980,1.408,0.999952
0.980,1.469,0.999960
0.980,1.531,0.999960
0.980,1.592,0.999976
0.980,1.653,0.999976
0.980,1.714,0.999976
0.980,1.776,0.999976
0.980,1.837,0.999976
0.980,1.898,0.999976
0.980,1.959,0.999968
0.980,2.020,0.999976
0.980,2.082,0.999976
0.980,2.143,0.999984
0.980,2.204,0.999992
0.980,2.265,0.999992
0.980,2.327,1.000000
0.980,2.388,1.000000
0.980,2.449,1.000000
0.980,2.510,1.000000
0.980,2.571,1.000000
0.980,2.633,1.000000
0.980,2.694,1.000000
0.980,2.755,1.000000
0.980,2.816,1.000000
0.980,2.878,1.000000
0.980,2.939,1.000000
0.980,3.000,1.000000
1.041,0.000,0.048576
1.041,0.061,0.999480
1.041,0.122,0.999528
1.041,0.184,0.999608
1.041,0.245,0.999648
1.041,0.306,0.999696
1.041,0.367,0.999704
1.041,0.429,0.999752
1.041,0.490,0.999784
1.041,0.551,0.999848
1.041,0.612,0.999856
1.041,0.673,0.999872
1.041,0.735,0.999880
1.041,0.796,0.999880
1.041,0.857,0.999904
1.041,0.918,0.999904
1.041,0.980,0.999912
1.041,1.041,0.999912
1.041,1.102,0.999920
1.041,1.163,0.999920
1.041,1.224,0.999928
1.041,1.286,0.999928
1.041,1.347,0.999928
1.041,1.408,0.999960
1.041,1.469,0.999968
1.041,1.531,0.999968
1.041,1.592,0.999968
1.041,1.653,0.999968
1.041,1.714,0.999968
1.041,1.776,0.999976
1.041,1.837,0.999976
1.041,1.898,0.999984
1.041,1.959,0.999992
1.041,2.020,0.999992
1.041,2.082,1.000000
1.041,2.143,1.000000
1.041,2.204,1.000000
1.041,2.265,1.000000
1.041,2.327,1.000000
1.041,2.388,1.000000
1.041,2.449,1.000000
1.041,2.510,1.000000
1.041,2.571,1.000000
1.041,2.633,1.000000
1.041,2.694,1.000000
1.041,2.755,1.000000
1.041,2.816,1.000000
1.041,2.878,1.000000
1.041,2.939,1.000000
1.041,3.000,1.000000
1.102,0.000,-0.032800
1.102,0.061,0.999696
1.102,0.122,0.999704
1.102,0.184,0.999752
1.102,0.245,0.999784
1.102,0.306,0.999848
1.102,0.367,0.999856
1.102,0.429,0.999872
1.102,0.490,0.999880
1.102,0.551,0.999880
1.102,0.612,0.999904
1.102,0.673,0.999904
1.102,0.735,0.999912
1.102,0.796,0.999912
1.102,0.857,0.999920
1.102,0.918,0.999920
1.102,0.980,0.999928
1.102,1.041,0.999928
1.102,1.102,0.999928
1.102,1.163,0.999960
1.102,1.224,0.999968
1.102,1.286,0.999968
1.102,1.347,0.999968
1.102,1.408,0.999968
1.102,1.469,0.999968
1.102,1.531,0.999976
1.102,1.592,0.999976
1.102,1.653,0.999984
1.102,1.714,0.999992
1.102,1.776,0.999992
1.102,1.837,1.000000
1.102,1.898,1.000000
1.102,1.959,1.000000
1.102,2.020,1.000000
1.102,2.082,1.000000
1.102,2.143,1.000000
1.102,2.204,1.000000
1.102,2.265,1.000000
1.102,2.327,1.000000
1.102,2.388,1.000000
1.102,2.449,1.000000
1.102,2.510,1.000000
1.102,2.571,1.000000
1.102,2.633,1.000000
1.102,2.694,1.000000
1.102,2.755,1.000000
1.102,2.816,1.000000
1.102,2.878,1.000000
1.102,2.939,1.000000
1.102,3.000,1.000000
1.163,0.000,-0.095104
1.163,0.061,0.999848
1.163,0.122,0.999856
1.163,0.184,0.999872
1.163,0.245,0.999880
1.163,0.306,0.999880
1.163,0.367,0.999904
1.163,0.429,0.999904
1.163,0.490,0.999912
1.163,0.551,0.999912
1.163,0.612,0.999920
1.163,0.673,0.999920
1.163,0.735,0.999928
1.163,0.796,0.999928
1.163,0.857,0.999928
1.163,0.918,0.999960
1.163,0.980,0.999968
1.163,1.041,0.999968
1.163,1.102,0.999968
1.163,1.163,0.999968
1.163,1.224,0.999968
1.163,1.286,0.999976
1.163,1.347,0.999976
1.163,1.408,0.999984
1.163,1.469,0.999992
1.163,1.531,0.999992
1.163,1.592,1.000000
1.163,1.653,1.000000
1.163,1.714,1.000000
1.163,1.776,1.000000
1.163,1.837,1.000000
1.163,1.898,1.000000
1.163,1.959,1.000000
1.163,2.020,1.000000
1.163,2.082,1.000000
1.163,2.143,1.000000
1.163,2.204,1.000000
1.163,2.265,1.000000
1.163,2.327,1.000000
1.163,2.388,1.000000
1.163,2.449,1.000000
1.163,2.510,1.000000
1.163,2.571,1.000000
1.163,2.633,1.000000
1.163,2.694,1.000000
1.163,2.755,1.000000
1.163,2.816,1.000000
1.163,2.878,1.000000
1.163,2.939,1.000000
1.163,3.000,1.000000
1.224,0.000,-0.013432
1.224,0.061,0.999880
1.224,0.122,0.999904
1.224,0.184,0.999904
1.224,0.245,0.999912
1.224,0.306,0.999912
1.224,0.367,0.999920
1.224,0.429,0.999920
1.224,0.490,0.999928
1.224,0.551,0.999928
1.224,0.612,0.999928
1.224,0.673,0.999960
1.224,0.735,0.999968
1.224,0.796,0.999968
1.224,0.857,0.999968
1.224,0.918,0.999968
1.224,0.980,0.999968
1.224,1.041,0.999976
1.224,1.102,0.999976
1.224,1.163,0.999984
1.224,1.224,0.999992
1.224,1.286,0.999992
1.224,1.347,1.000000
1.224,1.408,1.000000
1.224,1.469,1.000000
1.224,1.531,1.000000
1.224,1.592,1.000000
1.224,1.653,1.000000
1.224,1.714,1.000000
1.224,1.776,1.000000
1.224,1.837,1.000000
1.224,1.898,1.000000
1.224,1.959,1.000000
1.224,2.020,1.000000
1.224,2.082,1.000000
1.224,2.143,1.000000
1.224,2.204,1.000000
1.224,2.265,1.000000
1.224,2.327,1.000000
1.224,2.388,1.000000
1.224,2.449,1.000000
1.224,2.510,1.000000
1.224,2.571,1.000000
1.224,2.633,1.000000
1.224,2.694,1.000000
1.224,2.755,1.000000
1.224,2.816,1.000000
1.224,2.878,1.000000
1.224,2.939,1.000000
1.224,3.000,1.000000
1.286,0.000,0.090584
1.286,0.061,0.999912
1.286,0.122,0.999920
1.286,0.184,0.999920
1.286,0.245,0.999928
1.286,0.306,0.999928
1.286,0.367,0.999928
1.286,0.429,0.999960
1.286,0.490,0.999968
1.286,0.551,0.999968
1.286,0.612,0.999968
1.286,0.673,0.999968
1.286,0.735,0.999968
1.286,0.796,0.999976
1.286,0.857,0.999976
1.286,0.918,0.999984
1.286,0.980,0.999992
1.286,1.041,0.999992
1.286,1.102,1.000000
1.286,1.163,1.000000
1.286,1.224,1.000000
1.286,1.286,1.000000
1.286,1.347,1.000000
1.286,1.408,1.000000
