J,h,magnetization_density
0.367,0.633,0.001518
0.367,0.673,0.001172
0.367,0.714,0.001290
0.367,0.755,0.001454
0.367,0.796,0.001460
0.367,0.837,0.001492
0.367,0.878,0.001850
0.367,0.918,0.001984
0.367,0.959,0.002116
0.367,1.000,0.002016
0.429,-1.000,-0.002092
0.429,-0.959,-0.002058
0.429,-0.918,-0.001694
0.429,-0.878,-0.001922
0.429,-0.837,-0.001906
0.429,-0.796,-0.001880
0.429,-0.755,-0.001754
0.429,-0.714,-0.002266
0.429,-0.673,-0.002160
0.429,-0.633,-0.002150
0.429,-0.592,-0.001956
0.429,-0.551,-0.001980
0.429,-0.510,-0.000384
0.429,-0.469,-0.000268
0.429,-0.429,-0.000346
0.429,-0.388,-0.000352
0.429,-0.347,-0.000382
0.429,-0.306,-0.000394
0.429,-0.265,-0.000200
0.429,-0.224,-0.000004
0.429,-0.184,0.000298
0.429,-0.143,0.000220
0.429,-0.102,0.000474
0.429,-0.061,0.000540
0.429,-0.020,0.000698
0.429,0.020,0.000750
0.429,0.061,0.000598
0.429,0.102,0.000810
0.429,0.143,0.001252
0.429,0.184,0.001526
0.429,0.224,0.001664
0.429,0.265,0.001390
0.429,0.306,0.001602
0.429,0.347,0.001256
0.429,0.388,0.001378
0.429,0.429,0.001522
0.429,0.469,0.001556
0.429,0.510,0.001554
0.429,0.551,0.001766
0.429,0.592,0.001686
0.429,0.633,0.001026
0.429,0.673,0.001298
0.429,0.714,0.001378
0.429,0.755,0.001412
0.429,0.796,0.001454
0.429,0.837,0.001526
0.429,0.878,0.001218
0.429,0.918,0.001128
0.429,0.959,0.001104
0.429,1.000,0.001346
0.490,-1.000,-0.002300
0.490,-0.959,-0.002178
0.490,-0.918,-0.001902
0.490,-0.878,-0.001674
0.490,-0.837,-0.002092
0.490,-0.796,-0.001994
0.490,-0.755,-0.001948
0.490,-0.714,-0.001762
0.490,-0.673,-0.001824
0.490,-0.633,-0.001656
0.490,-0.592,-0.001632
0.490,-0.551,-0.002512
0.490,-0.510,-0.002416
0.490,-0.469,-0.002274
0.490,-0.429,-0.002240
0.490,-0.388,-0.002340
0.490,-0.347,-0.002246
0.490,-0.306,-0.001088
0.490,-0.265,-0.000936
0.490,-0.224,-0.001060
0.490,-0.184,-0.000966
0.490,-0.143,0.000234
0.490,-0.102,0.000392
0.490,-0.061,0.000594
0.490,-0.020,0.000908
0.490,0.020,-0.000442
0.490,0.061,-0.000182
0.490,0.102,-0.000198
0.490,0.143,-0.000230
0.490,0.184,-0.000020
0.490,0.224,0.000346
0.490,0.265,0.000636
0.490,0.306,0.000930
0.490,0.347,0.000912
0.490,0.388,0.001186
0.490,0.429,0.001208
0.490,0.469,0.001480
0.490,0.510,0.001480
0.490,0.551,0.001622
0.490,0.592,0.001128
0.490,0.633,0.001266
0.490,0.673,0.001442
0.490,0.714,0.001436
0.490,0.755,0.001022
0.490,0.796,0.001222
0.490,0.837,0.001228
0.490,0.878,0.001582
0.490,0.918,0.003442
0.490,0.959,0.003488
0.490,1.000,0.003662
0.551,-1.000,-0.001818
0.551,-0.959,-0.001654
0.551,-0.918,-0.001510
0.551,-0.878,-0.003220
0.551,-0.837,-0.003008
0.551,-0.796,-0.002904
0.551,-0.755,-0.002646
0.551,-0.714,-0.002458
0.551,-0.673,-0.002242
0.551,-0.633,-0.001898
0.551,-0.592,-0.001876
0.551,-0.551,-0.001818
0.551,-0.510,-0.001590
0.551,-0.469,-0.001438
0.551,-0.429,-0.001074
0.551,-0.388,-0.001084
0.551,-0.347,-0.000786
0.551,-0.306,-0.000622
0.551,-0.265,-0.000804
0.551,-0.224,-0.000980
0.551,-0.184,-0.000888
0.551,-0.143,-0.000906
0.551,-0.102,-0.000772
0.551,-0.061,-0.000686
0.551,-0.020,-0.001602
0.551,0.020,-0.001362
0.551,0.061,-0.001142
0.551,0.102,-0.000868
0.551,0.143,-0.000870
0.551,0.184,-0.000700
0.551,0.224,-0.000786
0.551,0.265,-0.000406
0.551,0.306,-0.000300
0.551,0.347,-0.000380
0.551,0.388,-0.000184
0.551,0.429,-0.000064
0.551,0.469,0.002910
0.551,0.510,0.003048
0.551,0.551,0.003306
0.551,0.592,0.003396
0.551,0.633,0.003430
0.551,0.673,0.003736
0.551,0.714,0.003954
0.551,0.755,0.004358
0.551,0.796,0.004496
0.551,0.837,0.003840
0.551,0.878,0.003714
0.551,0.918,0.003954
0.551,0.959,0.004056
0.551,1.000,0.004362
0.612,-1.000,-0.002526
0.612,-0.959,-0.002456
0.612,-0.918,-0.002700
0.612,-0.878,-0.002580
0.612,-0.837,-0.002158
0.612,-0.796,-0.001612
0.612,-0.755,-0.001372
0.612,-0.714,-0.002630
0.612,-0.673,-0.002460
0.612,-0.633,-0.002370
0.612,-0.592,-0.002168
0.612,-0.551,-0.002986
0.612,-0.510,-0.002822
0.612,-0.469,-0.002662
0.612,-0.429,-0.002812
0.612,-0.388,-0.002818
0.612,-0.347,-0.001190
0.612,-0.306,-0.000868
0.612,-0.265,-0.000550
0.612,-0.224,-0.000582
0.612,-0.184,-0.000424
0.612,-0.143,-0.000586
0.612,-0.102,-0.000596
0.612,-0.061,-0.002412
0.612,-0.020,-0.002120
0.612,0.020,-0.002110
0.612,0.061,-0.002310
0.612,0.102,-0.002222
0.612,0.143,-0.002306
0.612,0.184,-0.000646
0.612,0.224,-0.000474
0.612,0.265,-0.000438
0.612,0.306,-0.000146
0.612,0.347,0.002148
0.612,0.388,0.002384
0.612,0.429,0.002574
0.612,0.469,0.002752
0.612,0.510,0.000540
0.612,0.551,0.000960
0.612,0.592,0.001066
0.612,0.633,0.001428
0.612,0.673,0.001598
0.612,0.714,0.001822
0.612,0.755,0.001860
0.612,0.796,0.004206
0.612,0.837,0.004374
0.612,0.878,0.004286
0.612,0.918,0.004528
0.612,0.959,0.004814
0.612,1.000,0.005130
0.673,-1.000,-0.004408
0.673,-0.959,-0.004164
0.673,-0.918,-0.004098
0.673,-0.878,-0.004212
0.673,-0.837,-0.002788
0.673,-0.796,-0.002700
0.673,-0.755,-0.002812
0.673,-0.714,-0.002684
0.673,-0.673,-0.002444
0.673,-0.633,-0.001982
0.673,-0.592,-0.001902
0.673,-0.551,-0.001600
0.673,-0.510,-0.001496
0.673,-0.469,-0.001176
0.673,-0.429,-0.000884
0.673,-0.388,-0.002842
0.673,-0.347,-0.002570
0.673,-0.306,-0.002450
0.673,-0.265,-0.002230
0.673,-0.224,-0.002292
0.673,-0.184,-0.002068
0.673,-0.143,-0.001890
0.673,-0.102,0.000104
0.673,-0.061,0.000068
0.673,-0.020,0.000222
0.673,0.020,0.000020
0.673,0.061,0.001512
0.673,0.102,0.001450
0.673,0.143,0.001604
0.673,0.184,-0.000548
0.673,0.224,-0.000188
0.673,0.265,-0.000192
0.673,0.306,-0.000106
0.673,0.347,-0.000146
0.673,0.388,0.000324
0.673,0.429,0.000506
0.673,0.469,-0.000686
0.673,0.510,-0.000588
0.673,0.551,-0.000164
0.673,0.592,0.000186
0.673,0.633,0.000252
0.673,0.673,0.000674
0.673,0.714,0.000866
0.673,0.755,0.003726
0.673,0.796,0.003806
0.673,0.837,0.003874
0.673,0.878,0.004086
0.673,0.918,0.003606
0.673,0.959,0.003956
0.673,1.000,0.004268
0.735,-1.000,-0.003808
0.735,-0.959,-0.005636
0.735,-0.918,-0.005594
0.735,-0.878,-0.005646
0.735,-0.837,-0.005418
0.735,-0.796,-0.005274
0.735,-0.755,-0.005078
0.735,-0.714,-0.003166
0.735,-0.673,-0.002656
0.735,-0.633,-0.002364
0.735,-0.592,-0.001956
0.735,-0.551,-0.001780
0.735,-0.510,-0.001446
0.735,-0.469,-0.001176
0.735,-0.429,-0.001216
0.735,-0.388,-0.000998
0.735,-0.347,-0.000688
0.735,-0.306,-0.000638
0.735,-0.265,-0.000158
0.735,-0.224,0.001974
0.735,-0.184,0.001950
0.735,-0.143,0.002208
0.735,-0.102,0.002196
0.735,-0.061,-0.002960
0.735,-0.020,-0.002988
0.735,0.020,-0.002896
0.735,0.061,-0.002964
0.735,0.102,-0.002894
0.735,0.143,-0.000070
0.735,0.184,0.000296
0.735,0.224,0.000194
0.735,0.265,0.000146
0.735,0.306,0.000372
0.735,0.347,0.000676
0.735,0.388,0.000852
0.735,0.429,0.001186
0.735,0.469,0.001642
0.735,0.510,0.002002
0.735,0.551,0.002296
0.735,0.592,0.002414
0.735,0.633,0.002526
0.735,0.673,0.002968
0.735,0.714,0.003258
0.735,0.755,0.003460
0.735,0.796,0.004028
0.735,0.837,0.004322
0.735,0.878,0.004588
0.735,0.918,0.004890
0.735,0.959,0.005050
0.735,1.000,0.003806
0.796,-1.000,-0.006044
0.796,-0.959,-0.005652
0.796,-0.918,-0.005104
0.796,-0.878,-0.004826
0.796,-0.837,-0.004422
0.796,-0.796,-0.004162
0.796,-0.755,-0.002718
0.796,-0.714,-0.002820
0.796,-0.673,-0.002626
0.796,-0.633,-0.002340
0.796,-0.592,-0.001976
0.796,-0.551,-0.001658
0.796,-0.510,-0.002386
0.796,-0.469,-0.002150
0.796,-0.429,-0.002004
0.796,-0.388,-0.001842
0.796,-0.347,-0.001282
0.796,-0.306,-0.001040
0.796,-0.265,-0.000722
0.796,-0.224,-0.000650
0.796,-0.184,-0.002332
0.796,-0.143,-0.002226
0.796,-0.102,-0.001992
0.796,-0.061,-0.001758
0.796,-0.020,-0.001504
0.796,0.020,-0.001352
0.796,0.061,-0.001192
0.796,0.102,0.000372
0.796,0.143,0.000622
0.796,0.184,0.000770
0.796,0.224,0.000780
0.796,0.265,0.000894
0.796,0.306,0.001122
0.796,0.347,0.001548
0.796,0.388,0.002178
0.796,0.429,0.002482
0.796,0.469,0.002612
0.796,0.510,0.002556
0.796,0.551,0.002444
0.796,0.592,0.002792
0.796,0.633,0.003188
0.796,0.673,0.002732
0.796,0.714,0.003014
0.796,0.755,0.002966
0.796,0.796,0.003254
0.796,0.837,0.003446
0.796,0.878,0.003562
0.796,0.918,0.003528
0.796,0.959,0.005258
0.796,1.000,0.005328
0.857,-1.000,-0.003604
0.857,-0.959,-0.003194
0.857,-0.918,-0.002866
0.857,-0.878,-0.002528
0.857,-0.837,-0.002306
0.857,-0.796,-0.004892
0.857,-0.755,-0.004740
0.857,-0.714,-0.004434
0.857,-0.673,-0.003954
0.857,-0.633,-0.003524
0.857,-0.592,-0.003110
0.857,-0.551,-0.003136
0.857,-0.510,-0.002860
0.857,-0.469,-0.002970
0.857,-0.429,-0.002846
0.857,-0.388,-0.002246
0.857,-0.347,-0.001990
0.857,-0.306,-0.001910
0.857,-0.265,-0.001846
0.857,-0.224,0.000016
0.857,-0.184,0.000328
0.857,-0.143,0.000562
0.857,-0.102,0.000610
0.857,-0.061,0.000690
0.857,-0.020,0.000654
0.857,0.020,0.001156
0.857,0.061,0.000280
0.857,0.102,0.000542
0.857,0.143,0.000680
0.857,0.184,0.001022
0.857,0.224,-0.000252
0.857,0.265,-0.000302
0.857,0.306,-0.000052
0.857,0.347,0.000198
0.857,0.388,-0.000056
0.857,0.429,0.000184
0.857,0.469,0.000240
0.857,0.510,0.000492
0.857,0.551,0.000876
0.857,0.592,0.000932
0.857,0.633,0.004078
0.857,0.673,0.004248
0.857,0.714,0.004246
0.857,0.755,0.004496
0.857,0.796,0.004906
0.857,0.837,0.004728
0.857,0.878,0.004878
0.857,0.918,0.005000
0.857,0.959,0.005412
0.857,1.000,0.005674
0.918,-1.000,-0.004152
0.918,-0.959,-0.003782
0.918,-0.918,-0.006058
0.918,-0.878,-0.005782
0.918,-0.837,-0.005302
0.918,-0.796,-0.004784
0.918,-0.755,-0.002550
0.918,-0.714,-0.002272
0.918,-0.673,-0.002110
0.918,-0.633,-0.002102
0.918,-0.592,-0.002050
0.918,-0.551,-0.001842
0.918,-0.510,-0.001548
0.918,-0.469,-0.001300
0.918,-0.429,-0.001024
0.918,-0.388,-0.000786
0.918,-0.347,-0.000652
0.918,-0.306,-0.000378
0.918,-0.265,-0.000546
0.918,-0.224,-0.000498
0.918,-0.184,-0.000310
0.918,-0.143,0.000074
0.918,-0.102,0.000076
0.918,-0.061,0.000322
0.918,-0.020,-0.000632
0.918,0.020,-0.000458
0.918,0.061,-0.000490
0.918,0.102,0.000464
0.918,0.143,0.000424
0.918,0.184,0.000818
0.918,0.224,0.001146
0.918,0.265,0.001446
0.918,0.306,0.000660
0.918,0.347,0.000878
0.918,0.388,0.001226
0.918,0.429,0.001472
0.918,0.469,0.001816
0.918,0.510,0.001816
0.918,0.551,0.002088
0.918,0.592,0.002956
0.918,0.633,0.003064
0.918,0.673,0.003232
0.918,0.714,0.003354
0.918,0.755,0.003582
0.918,0.796,0.003948
0.918,0.837,0.004632
0.918,0.878,0.005072
0.918,0.918,0.005028
0.918,0.959,0.005102
0.918,1.000,0.005804
0.980,-1.000,-0.005618
0.980,-0.959,-0.005242
0.980,-0.918,-0.004760
0.980,-0.878,-0.006238
0.980,-0.837,-0.005942
0.980,-0.796,-0.005710
0.980,-0.755,-0.005130
0.980,-0.714,-0.005002
0.980,-0.673,-0.004836
0.980,-0.633,-0.004538
0.980,-0.592,-0.001134
0.980,-0.551,-0.000850
0.980,-0.510,-0.000386
0.980,-0.469,-0.000104
0.980,-0.429,0.000048
0.980,-0.388,0.000292
0.980,-0.347,0.000414
0.980,-0.306,-0.003650
0.980,-0.265,-0.003260
0.980,-0.224,-0.003286
0.980,-0.184,-0.001570
0.980,-0.143,-0.001444
0.980,-0.102,-0.001266
0.980,-0.061,-0.000992
0.980,-0.020,0.000998
0.980,0.020,0.001108
0.980,0.061,0.001334
0.980,0.102,0.001698
0.980,0.143,0.001788
0.980,0.184,0.002086
0.980,0.224,0.002228
0.980,0.265,0.003592
0.980,0.306,0.003790
0.980,0.347,0.003892
0.980,0.388,0.004044
0.980,0.429,0.004270
0.980,0.469,0.004114
0.980,0.510,0.004216
0.980,0.551,0.001788
0.980,0.592,0.002260
0.980,0.633,0.002206
0.980,0.673,0.002330
0.980,0.714,0.003878
0.980,0.755,0.004118
0.980,0.796,0.004386
0.980,0.837,0.004580
0.980,0.878,0.006126
0.980,0.918,0.006242
0.980,0.959,0.006582
0.980,1.000,0.006732
1.041,-1.000,-0.004670
1.041,-0.959,-0.004256
1.041,-0.918,-0.006292
1.041,-0.878,-0.006098
1.041,-0.837,-0.005626
1.041,-0.796,-0.005446
1.041,-0.755,-0.005154
1.041,-0.714,-0.005034
1.041,-0.673,-0.004952
1.041,-0.633,-0.005348
1.041,-0.592,-0.004934
1.041,-0.551,-0.004720
1.041,-0.510,-0.004478
1.041,-0.469,-0.001816
1.041,-0.429,-0.001874
1.041,-0.388,-0.001896
1.041,-0.347,-0.001688
1.041,-0.306,-0.002456
1.041,-0.265,-0.002274
1.041,-0.224,-0.001990
1.041,-0.184,-0.001694
1.041,-0.143,-0.001496
1.041,-0.102,-0.001296
1.041,-0.061,-0.000694
1.041,-0.020,-0.000572
1.041,0.020,-0.000246
1.041,0.061,-0.000024
1.041,0.102,0.000084
1.041,0.143,0.000242
1.041,0.184,0.000486
1.041,0.224,-0.000126
1.041,0.265,0.000080
1.041,0.306,0.000410
1.041,0.347,0.000674
1.041,0.388,0.000682
1.041,0.429,0.002672
1.041,0.469,0.002464
1.041,0.510,0.002802
1.041,0.551,0.003078
1.041,0.592,0.003132
1.041,0.633,0.003256
1.041,0.673,0.003754
1.041,0.714,0.003676
1.041,0.755,0.003966
1.041,0.796,0.006210
1.041,0.837,0.006524
1.041,0.878,0.006636
1.041,0.918,0.006892
1.041,0.959,0.007144
1.041,1.000,0.007364
1.102,-1.000,-0.005370
1.102,-0.959,-0.004826
1.102,-0.918,-0.004694
1.102,-0.878,-0.004174
1.102,-0.837,-0.003684
1.102,-0.796,-0.003292
1.102,-0.755,-0.003126
1.102,-0.714,-0.003856
1.102,-0.673,-0.003668
1.102,-0.633,-0.003422
1.102,-0.592,-0.001398
1.102,-0.551,-0.001234
1.102,-0.510,-0.001048
1.102,-0.469,-0.000742
1.102,-0.429,-0.000390
1.102,-0.388,-0.001404
1.102,-0.347,-0.001114
1.102,-0.306,-0.000858
1.102,-0.265,-0.000400
1.102,-0.224,-0.000430
1.102,-0.184,-0.000162
1.102,-0.143,0.000030
1.102,-0.102,-0.001288
1.102,-0.061,-0.001146
1.102,-0.020,-0.001034
1.102,0.020,-0.000912
1.102,0.061,-0.000568
1.102,0.102,-0.000280
1.102,0.143,0.000348
1.102,0.184,0.000688
1.102,0.224,0.000848
1.102,0.265,0.001046
1.102,0.306,0.002324
1.102,0.347,0.002642
1.102,0.388,0.002900
1.102,0.429,0.003338
1.102,0.469,0.003466
1.102,0.510,0.003844
1.102,0.551,0.004380
1.102,0.592,0.004550
1.102,0.633,0.004684
1.102,0.673,0.004708
1.102,0.714,0.005064
1.102,0.755,0.004138
1.102,0.796,0.004468
1.102,0.837,0.004700
1.102,0.878,0.005086
1.102,0.918,0.005380
1.102,0.959,0.005428
1.102,1.000,0.005790
1.163,-1.000,-0.007790
1.163,-0.959,-0.007454
1.163,-0.918,-0.007254
1.163,-0.878,-0.006924
1.163,-0.837,-0.005518
1.163,-0.796,-0.005456
1.163,-0.755,-0.005352
1.163,-0.714,-0.006248
1.163,-0.673,-0.005804
1.163,-0.633,-0.005534
1.163,-0.592,-0.005030
1.163,-0.551,-0.004690
1.163,-0.510,-0.004338
1.163,-0.469,-0.003776
1.163,-0.429,-0.002718
1.163,-0.388,-0.002504
1.163,-0.347,-0.002128
1.163,-0.306,-0.001646
1.163,-0.265,-0.001198
1.163,-0.224,-0.000984
1.163,-0.184,-0.000908
1.163,-0.143,-0.001816
1.163,-0.102,-0.001488
1.163,-0.061,-0.001348
1.163,-0.020,-0.001182
1.163,0.020,-0.000476
1.163,0.061,-0.000130
1.163,0.102,0.000166
1.163,0.143,0.000170
1.163,0.184,0.000228
1.163,0.224,0.000468
1.163,0.265,0.000928
1.163,0.306,0.000994
1.163,0.347,0.001030
1.163,0.388,0.001376
1.163,0.429,0.001604
1.163,0.469,0.001776
1.163,0.510,0.002184
1.163,0.551,0.002368
1.163,0.592,0.002922
1.163,0.633,0.003112
1.163,0.673,0.003514
1.163,0.714,0.006140
1.163,0.755,0.006412
1.163,0.796,0.006362
1.163,0.837,0.006562
1.163,0.878,0.006926
