J,h,magnetization_density
4.211,1.053,0.014080
4.211,1.316,0.016136
4.211,1.579,0.017328
4.211,1.842,0.024928
4.211,2.105,0.028792
4.211,2.368,0.029816
4.211,2.632,0.031952
4.211,2.895,0.032368
4.211,3.158,0.040736
4.211,3.421,0.039408
4.211,3.684,0.041632
4.211,3.947,0.046720
4.211,4.211,0.047904
4.211,4.474,0.049984
4.211,4.737,0.054504
4.211,5.000,0.059264
4.474,0.000,-0.000024
4.474,0.263,0.005776
4.474,0.526,0.006504
4.474,0.789,0.006912
4.474,1.053,0.011064
4.474,1.316,0.017504
4.474,1.579,0.018896
4.474,1.842,0.021552
4.474,2.105,0.027456
4.474,2.368,0.031272
4.474,2.632,0.032600
4.474,2.895,0.037352
4.474,3.158,0.041272
4.474,3.421,0.043384
4.474,3.684,0.044928
4.474,3.947,0.047840
4.474,4.211,0.052752
4.474,4.474,0.053392
4.474,4.737,0.057976
4.474,5.000,0.062240
4.737,0.000,-0.001880
4.737,0.263,0.002728
4.737,0.526,0.005136
4.737,0.789,0.012600
4.737,1.053,0.014144
4.737,1.316,0.012344
4.737,1.579,0.019808
4.737,1.842,0.023424
4.737,2.105,0.027992
4.737,2.368,0.031064
4.737,2.632,0.035288
4.737,2.895,0.033120
4.737,3.158,0.033696
4.737,3.421,0.041328
4.737,3.684,0.046640
4.737,3.947,0.048192
4.737,4.211,0.050232
4.737,4.474,0.055936
4.737,4.737,0.059224
4.737,5.000,0.064816
5.000,0.000,0.004048
5.000,0.263,0.005352
5.000,0.526,0.005832
5.000,0.789,0.007752
5.000,1.053,0.013200
5.000,1.316,0.015680
5.000,1.579,0.018440
5.000,1.842,0.023880
5.000,2.105,0.026248
5.000,2.368,0.029264
5.000,2.632,0.031912
5.000,2.895,0.035728
5.000,3.158,0.037280
5.000,3.421,0.043848
5.000,3.684,0.047560
5.000,3.947,0.049288
5.000,4.211,0.051832
5.000,4.474,0.051864
5.000,4.737,0.058368
5.000,5.000,0.060664
