J,h,magnetization_density
0.000,0.000,-0.000316
0.000,2.500,0.986414
0.000,5.000,0.999922
2.500,0.000,0.039944
2.500,2.500,1.000000
2.500,5.000,1.000000
5.000,0.000,-0.024740
5.000,2.500,1.000000
5.000,5.000,1.000000
