J,h,magnetization_density
0.253,0.606,0.896376
0.253,0.657,0.908784
0.253,0.707,0.919656
0.253,0.758,0.928520
0.253,0.808,0.936872
0.253,0.859,0.943952
0.253,0.909,0.950760
0.253,0.960,0.956288
0.253,1.010,0.960856
0.253,1.061,0.964904
0.253,1.111,0.968520
0.253,1.162,0.971744
0.253,1.212,0.974736
0.253,1.263,0.977208
0.253,1.313,0.980040
0.253,1.364,0.982312
0.253,1.414,0.984168
0.253,1.465,0.985936
0.253,1.515,0.987456
0.253,1.566,0.988616
0.253,1.616,0.989768
0.253,1.667,0.990768
0.253,1.717,0.991608
0.253,1.768,0.992456
0.253,1.818,0.993168
0.253,1.869,0.993960
0.253,1.919,0.994536
0.253,1.970,0.995128
0.253,2.020,0.995544
0.253,2.071,0.995936
0.253,2.121,0.996376
0.253,2.172,0.996704
0.253,2.222,0.997088
0.253,2.273,0.997384
0.253,2.323,0.997608
0.253,2.374,0.997880
0.253,2.424,0.998040
0.253,2.475,0.998160
0.253,2.525,0.998352
0.253,2.576,0.998536
0.253,2.626,0.998712
0.253,2.677,0.998800
0.253,2.727,0.998928
0.253,2.778,0.999088
0.253,2.828,0.999168
0.253,2.879,0.999224
0.253,2.929,0.999264
0.253,2.980,0.999344
0.253,3.030,0.999400
0.253,3.081,0.999472
0.253,3.131,0.999520
0.253,3.182,0.999576
0.253,3.232,0.999608
0.253,3.283,0.999632
0.253,3.333,0.999664
0.253,3.384,0.999704
0.253,3.434,0.999744
0.253,3.485,0.999760
0.253,3.535,0.999800
0.253,3.586,0.999832
0.253,3.636,0.999848
0.253,3.687,0.999864
0.253,3.737,0.999880
0.253,3.788,0.999896
0.253,3.838,0.999904
0.253,3.889,0.999904
0.253,3.939,0.999912
0.253,3.990,0.999928
0.253,4.040,0.999936
0.253,4.091,0.999944
0.253,4.141,0.999952
0.253,4.192,0.999952
0.253,4.242,0.999960
0.253,4.293,0.999968
0.253,4.343,0.999968
0.253,4.394,0.999976
0.253,4.444,0.999976
0.253,4.495,0.999984
0.253,4.545,0.999984
0.253,4.596,0.999984
0.253,4.646,0.999984
0.253,4.697,0.999984
0.253,4.747,0.999984
0.253,4.798,0.999984
0.253,4.848,0.999984
0.253,4.899,0.999984
0.253,4.949,0.999984
0.253,5.000,0.999992
0.303,0.000,-0.006440
0.303,0.051,0.344936
0.303,0.101,0.553752
0.303,0.152,0.674344
0.303,0.202,0.745120
0.303,0.253,0.794864
0.303,0.303,0.831592
0.303,0.354,0.858712
0.303,0.404,0.879832
0.303,0.455,0.897296
0.303,0.505,0.910680
0.303,0.556,0.922440
0.303,0.606,0.932296
0.303,0.657,0.940512
0.303,0.707,0.947808
0.303,0.758,0.954024
0.303,0.808,0.959168
0.303,0.859,0.963760
0.303,0.909,0.967808
0.303,0.960,0.971392
0.303,1.010,0.974432
0.303,1.061,0.977040
0.303,1.111,0.979408
0.303,1.162,0.981832
0.303,1.212,0.983752
0.303,1.263,0.985632
0.303,1.313,0.987232
0.303,1.364,0.988464
0.303,1.414,0.989680
0.303,1.465,0.990696
0.303,1.515,0.991528
0.303,1.566,0.992392
0.303,1.616,0.993112
0.303,1.667,0.993936
0.303,1.717,0.994504
0.303,1.768,0.995080
0.303,1.818,0.995504
0.303,1.869,0.995904
0.303,1.919,0.996368
0.303,1.970,0.996696
0.303,2.020,0.997080
0.303,2.071,0.997376
0.303,2.121,0.997600
0.303,2.172,0.997880
0.303,2.222,0.998040
0.303,2.273,0.998160
0.303,2.323,0.998352
0.303,2.374,0.998536
0.303,2.424,0.998712
0.303,2.475,0.998800
0.303,2.525,0.998928
0.303,2.576,0.999088
0.303,2.626,0.999168
0.303,2.677,0.999224
0.303,2.727,0.999264
0.303,2.778,0.999344
0.303,2.828,0.999400
0.303,2.879,0.999472
0.303,2.929,0.999520
0.303,2.980,0.999576
0.303,3.030,0.999608
0.303,3.081,0.999632
0.303,3.131,0.999664
0.303,3.182,0.999704
0.303,3.232,0.999744
0.303,3.283,0.999760
0.303,3.333,0.999800
0.303,3.384,0.999832
0.303,3.434,0.999848
0.303,3.485,0.999864
0.303,3.535,0.999880
0.303,3.586,0.999896
0.303,3.636,0.999904
0.303,3.687,0.999904
0.303,3.737,0.999912
0.303,3.788,0.999928
0.303,3.838,0.999936
0.303,3.889,0.999944
0.303,3.939,0.999952
0.303,3.990,0.999952
0.303,4.040,0.999960
0.303,4.091,0.999968
0.303,4.141,0.999968
0.303,4.192,0.999976
0.303,4.242,0.999976
0.303,4.293,0.999984
0.303,4.343,0.999984
0.303,4.394,0.999984
0.303,4.444,0.999984
0.303,4.495,0.999984
0.303,4.545,0.999984
0.303,4.596,0.999984
0.303,4.646,0.999984
0.303,4.697,0.999984
0.303,4.747,0.999984
0.303,4.798,0.999992
0.303,4.848,1.000000
0.303,4.899,1.000000
0.303,4.949,1.000000
0.303,5.000,1.000000
0.354,0.000,-0.010824
0.354,0.051,0.558016
0.354,0.101,0.724608
0.354,0.152,0.799096
0.354,0.202,0.842736
0.354,0.253,0.872160
0.354,0.303,0.894064
0.354,0.354,0.910304
0.354,0.404,0.923264
0.354,0.455,0.934224
0.354,0.505,0.943152
0.354,0.556,0.950224
0.354,0.606,0.956536
0.354,0.657,0.961880
0.354,0.707,0.966176
0.354,0.758,0.970048
0.354,0.808,0.973400
0.354,0.859,0.976296
0.354,0.909,0.978832
0.354,0.960,0.981248
0.354,1.010,0.983232
0.354,1.061,0.985272
0.354,1.111,0.986952
0.354,1.162,0.988224
0.354,1.212,0.989504
0.354,1.263,0.990600
0.354,1.313,0.991464
0.354,1.364,0.992328
0.354,1.414,0.993056
0.354,1.465,0.993880
0.354,1.515,0.994480
0.354,1.566,0.995080
0.354,1.616,0.995472
0.354,1.667,0.995856
0.354,1.717,0.996328
0.354,1.768,0.996656
0.354,1.818,0.997072
0.354,1.869,0.997368
0.354,1.919,0.997600
0.354,1.970,0.997872
0.354,2.020,0.998032
0.354,2.071,0.998160
0.354,2.121,0.998352
0.354,2.172,0.998536
0.354,2.222,0.998712
0.354,2.273,0.998800
0.354,2.323,0.998928
0.354,2.374,0.999088
0.354,2.424,0.999168
0.354,2.475,0.999224
0.354,2.525,0.999264
0.354,2.576,0.999344
0.354,2.626,0.999400
0.354,2.677,0.999472
0.354,2.727,0.999520
0.354,2.778,0.999576
0.354,2.828,0.999608
0.354,2.879,0.999632
0.354,2.929,0.999664
0.354,2.980,0.999704
0.354,3.030,0.999744
0.354,3.081,0.999760
0.354,3.131,0.999800
0.354,3.182,0.999832
0.354,3.232,0.999848
0.354,3.283,0.999864
0.354,3.333,0.999880
0.354,3.384,0.999896
0.354,3.434,0.999904
0.354,3.485,0.999904
0.354,3.535,0.999912
0.354,3.586,0.999928
0.354,3.636,0.999936
0.354,3.687,0.999944
0.354,3.737,0.999952
0.354,3.788,0.999952
0.354,3.838,0.999960
0.354,3.889,0.999968
0.354,3.939,0.999968
0.354,3.990,0.999976
0.354,4.040,0.999976
0.354,4.091,0.999984
0.354,4.141,0.999984
0.354,4.192,0.999984
0.354,4.242,0.999984
0.354,4.293,0.999984
0.354,4.343,0.999984
0.354,4.394,0.999984
0.354,4.444,0.999984
0.354,4.495,0.999984
0.354,4.545,0.999984
0.354,4.596,0.999992
0.354,4.646,1.000000
0.354,4.697,1.000000
0.354,4.747,1.000000
0.354,4.798,1.000000
0.354,4.848,1.000000
0.354,4.899,1.000000
0.354,4.949,1.000000
0.354,5.000,1.000000
0.404,0.000,-0.209640
0.404,0.051,0.775072
0.404,0.101,0.849656
0.404,0.152,0.883808
0.404,0.202,0.907176
0.404,0.253,0.923232
0.404,0.303,0.935264
0.404,0.354,0.944576
0.404,0.404,0.952280
0.404,0.455,0.958448
0.404,0.505,0.963776
0.404,0.556,0.968296
0.404,0.606,0.971960
0.404,0.657,0.975200
0.404,0.707,0.977960
0.404,0.758,0.980680
0.404,0.808,0.982760
0.404,0.859,0.984808
0.404,0.909,0.986544
0.404,0.960,0.987944
0.404,1.010,0.989304
0.404,1.061,0.990384
0.404,1.111,0.991336
0.404,1.162,0.992232
0.404,1.212,0.993008
0.404,1.263,0.993848
0.404,1.313,0.994424
0.404,1.364,0.995048
0.404,1.414,0.995456
0.404,1.465,0.995856
0.404,1.515,0.996304
0.404,1.566,0.996632
0.404,1.616,0.997032
0.404,1.667,0.997336
0.404,1.717,0.997584
0.404,1.768,0.997864
0.404,1.818,0.998032
0.404,1.869,0.998152
0.404,1.919,0.998344
0.404,1.970,0.998536
0.404,2.020,0.998712
0.404,2.071,0.998800
0.404,2.121,0.998928
0.404,2.172,0.999088
0.404,2.222,0.999168
0.404,2.273,0.999224
0.404,2.323,0.999264
0.404,2.374,0.999344
0.404,2.424,0.999400
0.404,2.475,0.999472
0.404,2.525,0.999520
0.404,2.576,0.999576
0.404,2.626,0.999608
0.404,2.677,0.999632
0.404,2.727,0.999664
0.404,2.778,0.999704
0.404,2.828,0.999744
0.404,2.879,0.999760
0.404,2.929,0.999800
0.404,2.980,0.999832
0.404,3.030,0.999848
0.404,3.081,0.999864
0.404,3.131,0.999880
0.404,3.182,0.999896
0.404,3.232,0.999904
0.404,3.283,0.999904
0.404,3.333,0.999912
0.404,3.384,0.999928
0.404,3.434,0.999936
0.404,3.485,0.999944
0.404,3.535,0.999952
0.404,3.586,0.999952
0.404,3.636,0.999960
0.404,3.687,0.999968
0.404,3.737,0.999968
0.404,3.788,0.999976
0.404,3.838,0.999976
0.404,3.889,0.999984
0.404,3.939,0.999984
0.404,3.990,0.999984
0.404,4.040,0.999984
0.404,4.091,0.999984
0.404,4.141,0.999984
0.404,4.192,0.999984
0.404,4.242,0.999984
0.404,4.293,0.999984
0.404,4.343,0.999984
0.404,4.394,0.999992
0.404,4.444,1.000000
0.404,4.495,1.000000
0.404,4.545,1.000000
0.404,4.596,1.000000
0.404,4.646,1.000000
0.404,4.697,1.000000
0.404,4.747,1.000000
0.404,4.798,1.000000
0.404,4.848,1.000000
0.404,4.899,1.000000
0.404,4.949,1.000000
0.404,5.000,1.000000
0.455,0.000,-0.793256
0.455,0.051,0.864736
0.455,0.101,0.917240
0.455,0.152,0.933640
0.455,0.202,0.944960
0.455,0.253,0.953512
0.455,0.303,0.960176
0.455,0.354,0.965264
0.455,0.404,0.969696
0.455,0.455,0.973608
0.455,0.505,0.976632
0.455,0.556,0.979624
0.455,0.606,0.981984
0.455,0.657,0.984344
0.455,0.707,0.986136
0.455,0.758,0.987544
0.455,0.808,0.988968
0.455,0.859,0.990176
0.455,0.909,0.991192
0.455,0.960,0.992104
0.455,1.010,0.992904
0.455,1.061,0.993760
0.455,1.111,0.994384
0.455,1.162,0.995016
0.455,1.212,0.995424
0.455,1.263,0.995840
0.455,1.313,0.996296
0.455,1.364,0.996632
0.455,1.414,0.997016
0.455,1.465,0.997312
0.455,1.515,0.997560
0.455,1.566,0.997848
0.455,1.616,0.998016
0.455,1.667,0.998144
0.455,1.717,0.998344
0.455,1.768,0.998528
0.455,1.818,0.998704
0.455,1.869,0.998800
0.455,1.919,0.998928
0.455,1.970,0.999088
0.455,2.020,0.999168
0.455,2.071,0.999224
0.455,2.121,0.999264
0.455,2.172,0.999344
0.455,2.222,0.999400
0.455,2.273,0.999472
0.455,2.323,0.999520
0.455,2.374,0.999576
0.455,2.424,0.999608
0.455,2.475,0.999632
0.455,2.525,0.999664
0.455,2.576,0.999704
0.455,2.626,0.999744
0.455,2.677,0.999760
0.455,2.727,0.999800
0.455,2.778,0.999832
0.455,2.828,0.999848
0.455,2.879,0.999864
0.455,2.929,0.999880
0.455,2.980,0.999896
0.455,3.030,0.999904
0.455,3.081,0.999904
0.455,3.131,0.999912
0.455,3.182,0.999928
0.455,3.232,0.999936
0.455,3.283,0.999944
0.455,3.333,0.999952
0.455,3.384,0.999952
0.455,3.434,0.999960
0.455,3.485,0.999968
0.455,3.535,0.999968
0.455,3.586,0.999976
0.455,3.636,0.999976
0.455,3.687,0.999984
0.455,3.737,0.999984
0.455,3.788,0.999984
0.455,3.838,0.999984
0.455,3.889,0.999984
0.455,3.939,0.999984
0.455,3.990,0.999984
0.455,4.040,0.999984
0.455,4.091,0.999984
0.455,4.141,0.999984
0.455,4.192,0.999992
0.455,4.242,1.000000
0.455,4.293,1.000000
0.455,4.343,1.000000
0.455,4.394,1.000000
0.455,4.444,1.000000
0.455,4.495,1.000000
0.455,4.545,1.000000
0.455,4.596,1.000000
0.455,4.646,1.000000
0.455,4.697,1.000000
0.455,4.747,1.000000
0.455,4.798,1.000000
0.455,4.848,1.000000
0.455,4.899,1.000000
0.455,4.949,1.000000
0.455,5.000,1.000000
0.505,0.000,-0.920424
0.505,0.051,-0.547136
0.505,0.101,0.949352
0.505,0.152,0.960608
0.505,0.202,0.966536
0.505,0.253,0.971000
0.505,0.303,0.974792
0.505,0.354,0.978344
0.505,0.404,0.980800
0.505,0.455,0.983456
0.505,0.505,0.985480
0.505,0.556,0.987104
0.505,0.606,0.988608
0.505,0.657,0.989856
0.505,0.707,0.990920
0.505,0.758,0.991928
0.505,0.808,0.992784
0.505,0.859,0.993656
0.505,0.909,0.994336
0.505,0.960,0.994976
0.505,1.010,0.995400
0.505,1.061,0.995824
0.505,1.111,0.996280
0.505,1.162,0.996616
0.505,1.212,0.997008
0.505,1.263,0.997312
0.505,1.313,0.997552
0.505,1.364,0.997832
0.505,1.414,0.998000
0.505,1.465,0.998136
0.505,1.515,0.998344
0.505,1.566,0.998528
0.505,1.616,0.998704
0.505,1.667,0.998792
0.505,1.717,0.998920
0.505,1.768,0.999088
0.505,1.818,0.999168
0.505,1.869,0.999224
0.505,1.919,0.999264
0.505,1.970,0.999344
0.505,2.020,0.999400
0.505,2.071,0.999472
0.505,2.121,0.999520
0.505,2.172,0.999576
0.505,2.222,0.999608
0.505,2.273,0.999632
0.505,2.323,0.999664
0.505,2.374,0.999704
0.505,2.424,0.999744
0.505,2.475,0.999760
0.505,2.525,0.999800
0.505,2.576,0.999832
0.505,2.626,0.999848
0.505,2.677,0.999864
0.505,2.727,0.999880
0.505,2.778,0.999896
0.505,2.828,0.999904
0.505,2.879,0.999904
0.505,2.929,0.999912
0.505,2.980,0.999928
0.505,3.030,0.999936
0.505,3.081,0.999944
0.505,3.131,0.999952
0.505,3.182,0.999952
0.505,3.232,0.999960
0.505,3.283,0.999968
0.505,3.333,0.999968
0.505,3.384,0.999976
0.505,3.434,0.999976
0.505,3.485,0.999984
0.505,3.535,0.999984
0.505,3.586,0.999984
0.505,3.636,0.999984
0.505,3.687,0.999984
