J,h,magnetization_density
0.122,-0.755,0.853434
0.122,-0.714,0.860450
0.122,-0.673,0.867796
0.122,-0.633,0.875282
0.122,-0.592,0.882720
0.122,-0.551,0.889838
0.122,-0.510,0.897438
0.122,-0.469,0.901628
0.122,-0.429,0.902350
0.122,-0.388,0.903348
0.122,-0.347,0.904252
0.122,-0.306,0.904984
0.122,-0.265,0.905674
0.122,-0.224,0.906144
0.122,-0.184,0.906172
0.122,-0.143,0.906442
0.122,-0.102,0.906442
0.122,-0.061,0.906642
0.122,-0.020,0.907122
0.122,0.020,0.907180
0.122,0.061,0.907336
0.122,0.102,0.907322
0.122,0.143,0.907312
0.122,0.184,0.907196
0.122,0.224,0.906984
0.122,0.265,0.906348
0.122,0.306,0.905454
0.122,0.347,0.904500
0.122,0.388,0.903588
0.122,0.429,0.902782
0.122,0.469,0.901606
0.122,0.510,0.897628
0.122,0.551,0.890214
0.122,0.592,0.883094
0.122,0.633,0.876056
0.122,0.673,0.868928
0.122,0.714,0.861886
0.122,0.755,0.854814
0.122,0.796,0.848030
0.122,0.837,0.841262
0.122,0.878,0.834382
0.122,0.918,0.827638
0.122,0.959,0.822142
0.122,1.000,0.815458
0.184,-1.000,0.806310
0.184,-0.959,0.813054
0.184,-0.918,0.820248
0.184,-0.878,0.827102
0.184,-0.837,0.834392
0.184,-0.796,0.841422
0.184,-0.755,0.848644
0.184,-0.714,0.852780
0.184,-0.673,0.853776
0.184,-0.633,0.854712
0.184,-0.592,0.856322
0.184,-0.551,0.857598
0.184,-0.510,0.858804
0.184,-0.469,0.859910
0.184,-0.429,0.860952
0.184,-0.388,0.861910
0.184,-0.347,0.862640
0.184,-0.306,0.862788
0.184,-0.265,0.862972
0.184,-0.224,0.863136
0.184,-0.184,0.863078
0.184,-0.143,0.863108
0.184,-0.102,0.863260
0.184,-0.061,0.862322
0.184,-0.020,0.862630
0.184,0.020,0.862780
0.184,0.061,0.862734
0.184,0.102,0.862566
0.184,0.143,0.862354
0.184,0.184,0.861908
0.184,0.224,0.862002
0.184,0.265,0.861870
0.184,0.306,0.861946
0.184,0.347,0.861958
0.184,0.388,0.861572
0.184,0.429,0.860318
0.184,0.469,0.859310
0.184,0.510,0.858432
0.184,0.551,0.857372
0.184,0.592,0.856344
0.184,0.633,0.855494
0.184,0.673,0.854494
0.184,0.714,0.853212
0.184,0.755,0.849076
0.184,0.796,0.842284
0.184,0.837,0.835138
0.184,0.878,0.828392
0.184,0.918,0.822184
0.184,0.959,0.815556
0.184,1.000,0.809166
0.245,-1.000,0.800032
0.245,-0.959,0.803948
0.245,-0.918,0.805336
0.245,-0.878,0.806596
0.245,-0.837,0.807946
0.245,-0.796,0.809430
0.245,-0.755,0.810800
0.245,-0.714,0.812014
0.245,-0.673,0.813268
0.245,-0.633,0.814602
0.245,-0.592,0.815686
0.245,-0.551,0.816976
0.245,-0.510,0.818390
0.245,-0.469,0.819144
0.245,-0.429,0.819512
0.245,-0.388,0.819982
0.245,-0.347,0.820064
0.245,-0.306,0.820084
0.245,-0.265,0.820216
0.245,-0.224,0.820486
0.245,-0.184,0.820776
0.245,-0.143,0.820144
0.245,-0.102,0.820492
0.245,-0.061,0.820874
0.245,-0.020,0.821068
0.245,0.020,0.821080
0.245,0.061,0.820972
0.245,0.102,0.820902
0.245,0.143,0.820660
0.245,0.184,0.820440
0.245,0.224,0.820234
0.245,0.265,0.820220
0.245,0.306,0.820054
0.245,0.347,0.819840
0.245,0.388,0.820230
0.245,0.429,0.819986
0.245,0.469,0.819752
0.245,0.510,0.819114
0.245,0.551,0.817842
0.245,0.592,0.816318
0.245,0.633,0.815122
0.245,0.673,0.813760
0.245,0.714,0.812624
0.245,0.755,0.811420
0.245,0.796,0.810172
0.245,0.837,0.809096
0.245,0.878,0.806758
0.245,0.918,0.805622
0.245,0.959,0.804352
0.245,1.000,0.800450
0.306,-1.000,0.762684
0.306,-0.959,0.764086
0.306,-0.918,0.765462
0.306,-0.878,0.767034
0.306,-0.837,0.768446
0.306,-0.796,0.769758
0.306,-0.755,0.771156
0.306,-0.714,0.772472
0.306,-0.673,0.774098
0.306,-0.633,0.775724
0.306,-0.592,0.776898
0.306,-0.551,0.777166
0.306,-0.510,0.777714
0.306,-0.469,0.777974
0.306,-0.429,0.778404
0.306,-0.388,0.778504
0.306,-0.347,0.778792
0.306,-0.306,0.779128
0.306,-0.265,0.779458
0.306,-0.224,0.779694
0.306,-0.184,0.779662
0.306,-0.143,0.780054
0.306,-0.102,0.780626
0.306,-0.061,0.780964
0.306,-0.020,0.781318
0.306,0.020,0.781396
0.306,0.061,0.781304
0.306,0.102,0.780952
0.306,0.143,0.780650
0.306,0.184,0.780330
0.306,0.224,0.780216
0.306,0.265,0.779772
0.306,0.306,0.779388
0.306,0.347,0.779118
0.306,0.388,0.779022
0.306,0.429,0.778792
0.306,0.469,0.778430
0.306,0.510,0.778138
0.306,0.551,0.777834
0.306,0.592,0.777402
0.306,0.633,0.776666
0.306,0.673,0.775234
0.306,0.714,0.774052
0.306,0.755,0.772746
0.306,0.796,0.770952
0.306,0.837,0.769726
0.306,0.878,0.768314
0.306,0.918,0.766892
0.306,0.959,0.765500
0.306,1.000,0.764174
0.367,-1.000,0.723720
0.367,-0.959,0.725604
0.367,-0.918,0.727022
0.367,-0.878,0.728736
0.367,-0.837,0.730212
0.367,-0.796,0.732222
0.367,-0.755,0.733594
0.367,-0.714,0.734602
0.367,-0.673,0.735144
0.367,-0.633,0.735418
0.367,-0.592,0.735752
0.367,-0.551,0.736266
0.367,-0.510,0.736848
0.367,-0.469,0.737366
0.367,-0.429,0.737700
0.367,-0.388,0.738078
0.367,-0.347,0.738466
0.367,-0.306,0.739014
0.367,-0.265,0.739450
0.367,-0.224,0.739974
0.367,-0.184,0.740628
0.367,-0.143,0.741234
0.367,-0.102,0.741574
0.367,-0.061,0.741978
0.367,-0.020,0.742490
0.367,0.020,0.742332
0.367,0.061,0.742014
0.367,0.102,0.741710
0.367,0.143,0.741362
0.367,0.184,0.741530
0.367,0.224,0.741214
0.367,0.265,0.740634
0.367,0.306,0.740314
0.367,0.347,0.739834
0.367,0.388,0.739588
0.367,0.429,0.739236
0.367,0.469,0.738644
0.367,0.510,0.738340
0.367,0.551,0.737954
0.367,0.592,0.737538
0.367,0.633,0.737196
0.367,0.673,0.738210
0.367,0.714,0.737636
0.367,0.755,0.737016
0.367,0.796,0.735368
0.367,0.837,0.733978
0.367,0.878,0.732240
0.367,0.918,0.730518
0.367,0.959,0.728872
0.367,1.000,0.727142
0.429,-1.000,0.688502
0.429,-0.959,0.690224
0.429,-0.918,0.691962
0.429,-0.878,0.693384
0.429,-0.837,0.694260
0.429,-0.796,0.694818
0.429,-0.755,0.695502
0.429,-0.714,0.696160
0.429,-0.673,0.696668
0.429,-0.633,0.696972
0.429,-0.592,0.697476
0.429,-0.551,0.698326
0.429,-0.510,0.698846
0.429,-0.469,0.699374
0.429,-0.429,0.699842
0.429,-0.388,0.699694
0.429,-0.347,0.700230
0.429,-0.306,0.700950
0.429,-0.265,0.701386
0.429,-0.224,0.701948
0.429,-0.184,0.702596
0.429,-0.143,0.703100
0.429,-0.102,0.703800
0.429,-0.061,0.704300
0.429,-0.020,0.704952
0.429,0.020,0.704934
0.429,0.061,0.704598
0.429,0.102,0.704036
0.429,0.143,0.703458
0.429,0.184,0.703032
0.429,0.224,0.702816
0.429,0.265,0.702324
0.429,0.306,0.701774
0.429,0.347,0.701534
0.429,0.388,0.701102
0.429,0.429,0.700886
0.429,0.469,0.700488
0.429,0.510,0.700174
0.429,0.551,0.699780
0.429,0.592,0.698150
0.429,0.633,0.697764
0.429,0.673,0.697404
0.429,0.714,0.697146
0.429,0.755,0.696734
0.429,0.796,0.696364
0.429,0.837,0.695752
0.429,0.878,0.694690
0.429,0.918,0.692952
0.429,0.959,0.691422
0.429,1.000,0.689660
0.490,-1.000,0.651496
0.490,-0.959,0.656178
0.490,-0.918,0.656778
0.490,-0.878,0.657356
0.490,-0.837,0.657840
0.490,-0.796,0.658262
0.490,-0.755,0.658928
0.490,-0.714,0.659516
0.490,-0.673,0.659900
0.490,-0.633,0.660274
0.490,-0.592,0.660886
0.490,-0.551,0.661340
0.490,-0.510,0.661568
0.490,-0.469,0.662140
0.490,-0.429,0.662752
0.490,-0.388,0.663314
0.490,-0.347,0.664006
0.490,-0.306,0.664782
0.490,-0.265,0.665590
0.490,-0.224,0.666372
0.490,-0.184,0.667078
0.490,-0.143,0.667668
0.490,-0.102,0.668278
0.490,-0.061,0.668782
0.490,-0.020,0.670318
0.490,0.020,0.670380
0.490,0.061,0.669864
0.490,0.102,0.669224
0.490,0.143,0.668628
0.490,0.184,0.668192
0.490,0.224,0.667608
0.490,0.265,0.667192
0.490,0.306,0.666902
0.490,0.347,0.666478
0.490,0.388,0.665858
0.490,0.429,0.665184
0.490,0.469,0.663282
0.490,0.510,0.662676
0.490,0.551,0.662214
0.490,0.592,0.661780
0.490,0.633,0.661454
0.490,0.673,0.660748
0.490,0.714,0.660208
0.490,0.755,0.659656
0.490,0.796,0.659050
0.490,0.837,0.658658
0.490,0.878,0.658022
0.490,0.918,0.657572
0.490,0.959,0.657668
0.490,1.000,0.656640
0.551,-1.000,0.616798
0.551,-0.959,0.617430
0.551,-0.918,0.618026
0.551,-0.878,0.618910
0.551,-0.837,0.619568
0.551,-0.796,0.620056
0.551,-0.755,0.620484
0.551,-0.714,0.621174
0.551,-0.673,0.621908
0.551,-0.633,0.620282
0.551,-0.592,0.621074
0.551,-0.551,0.621776
0.551,-0.510,0.622540
0.551,-0.469,0.623280
0.551,-0.429,0.624028
0.551,-0.388,0.624784
0.551,-0.347,0.625342
0.551,-0.306,0.626198
0.551,-0.265,0.627196
0.551,-0.224,0.627798
0.551,-0.184,0.628614
0.551,-0.143,0.630758
0.551,-0.102,0.631754
0.551,-0.061,0.632280
0.551,-0.020,0.632944
0.551,0.020,0.632818
0.551,0.061,0.632502
0.551,0.102,0.631978
0.551,0.143,0.631480
0.551,0.184,0.631018
0.551,0.224,0.630552
0.551,0.265,0.630026
0.551,0.306,0.629456
0.551,0.347,0.626636
0.551,0.388,0.626084
0.551,0.429,0.625560
0.551,0.469,0.625184
0.551,0.510,0.624642
0.551,0.551,0.624024
0.551,0.592,0.623410
0.551,0.633,0.622914
0.551,0.673,0.622230
0.551,0.714,0.621680
0.551,0.755,0.620994
0.551,0.796,0.623130
0.551,0.837,0.622578
0.551,0.878,0.621968
0.551,0.918,0.621416
0.551,0.959,0.621048
0.551,1.000,0.620350
0.612,-1.000,0.579390
0.612,-0.959,0.580100
0.612,-0.918,0.580832
0.612,-0.878,0.581536
0.612,-0.837,0.581982
0.612,-0.796,0.582812
0.612,-0.755,0.586350
0.612,-0.714,0.586898
0.612,-0.673,0.587560
0.612,-0.633,0.588458
0.612,-0.592,0.589070
0.612,-0.551,0.589682
0.612,-0.510,0.590348
0.612,-0.469,0.590998
0.612,-0.429,0.591862
0.612,-0.388,0.592760
0.612,-0.347,0.593490
0.612,-0.306,0.593308
0.612,-0.265,0.594132
0.612,-0.224,0.594834
0.612,-0.184,0.595584
0.612,-0.143,0.596268
0.612,-0.102,0.596916
0.612,-0.061,0.597830
0.612,-0.020,0.598474
0.612,0.020,0.598296
0.612,0.061,0.597766
0.612,0.102,0.597338
0.612,0.143,0.596782
0.612,0.184,0.595536
0.612,0.224,0.594998
0.612,0.265,0.594394
0.612,0.306,0.593828
0.612,0.347,0.593072
0.612,0.388,0.592330
0.612,0.429,0.591592
0.612,0.469,0.590920
0.612,0.510,0.590410
0.612,0.551,0.589846
0.612,0.592,0.589308
0.612,0.633,0.589590
0.612,0.673,0.589214
0.612,0.714,0.588662
0.612,0.755,0.588004
0.612,0.796,0.587326
0.612,0.837,0.586670
0.612,0.878,0.586198
0.612,0.918,0.585490
0.612,0.959,0.584886
0.612,1.000,0.584274
0.673,-1.000,0.545788
0.673,-0.959,0.546548
0.673,-0.918,0.545924
0.673,-0.878,0.546594
0.673,-0.837,0.547374
0.673,-0.796,0.548292
0.673,-0.755,0.548798
0.673,-0.714,0.549446
0.673,-0.673,0.550152
0.673,-0.633,0.551062
0.673,-0.592,0.551746
0.673,-0.551,0.552786
0.673,-0.510,0.553648
0.673,-0.469,0.555330
0.673,-0.429,0.556180
0.673,-0.388,0.556816
0.673,-0.347,0.557560
0.673,-0.306,0.558138
0.673,-0.265,0.558952
0.673,-0.224,0.559784
0.673,-0.184,0.560630
0.673,-0.143,0.561634
0.673,-0.102,0.562428
0.673,-0.061,0.563220
0.673,-0.020,0.564012
0.673,0.020,0.564754
0.673,0.061,0.564222
0.673,0.102,0.563672
0.673,0.143,0.563124
0.673,0.184,0.562558
0.673,0.224,0.562076
0.673,0.265,0.561444
0.673,0.306,0.560826
0.673,0.347,0.560206
0.673,0.388,0.559732
0.673,0.429,0.559034
0.673,0.469,0.556544
0.673,0.510,0.555816
0.673,0.551,0.555310
0.673,0.592,0.554664
0.673,0.633,0.553960
0.673,0.673,0.553514
0.673,0.714,0.552946
0.673,0.755,0.552600
0.673,0.796,0.552120
0.673,0.837,0.551504
0.673,0.878,0.550842
0.673,0.918,0.550178
0.673,0.959,0.550596
0.673,1.000,0.550238
0.735,-1.000,0.510394
0.735,-0.959,0.511364
0.735,-0.918,0.512316
0.735,-0.878,0.513172
0.735,-0.837,0.513898
0.735,-0.796,0.514530
0.735,-0.755,0.515318
0.735,-0.714,0.516186
0.735,-0.673,0.516976
0.735,-0.633,0.516580
0.735,-0.592,0.517210
0.735,-0.551,0.517802
0.735,-0.510,0.518588
0.735,-0.469,0.519460
0.735,-0.429,0.520186
0.735,-0.388,0.520798
0.735,-0.347,0.521760
0.735,-0.306,0.522732
0.735,-0.265,0.523436
0.735,-0.224,0.524186
0.735,-0.184,0.524984
0.735,-0.143,0.526500
0.735,-0.102,0.527348
0.735,-0.061,0.528220
0.735,-0.020,0.529320
0.735,0.020,0.529536
0.735,0.061,0.528812
0.735,0.102,0.528004
0.735,0.143,0.527372
0.735,0.184,0.526732
0.735,0.224,0.526104
0.735,0.265,0.525358
0.735,0.306,0.525044
0.735,0.347,0.524554
0.735,0.388,0.523892
0.735,0.429,0.523304
0.735,0.469,0.522612
0.735,0.510,0.521880
0.735,0.551,0.521296
0.735,0.592,0.520744
0.735,0.633,0.520304
0.735,0.673,0.519814
0.735,0.714,0.519408
0.735,0.755,0.519978
0.735,0.796,0.519246
0.735,0.837,0.518588
0.735,0.878,0.518118
0.735,0.918,0.517438
0.735,0.959,0.516996
0.735,1.000,0.516046
0.796,-1.000,0.476310
0.796,-0.959,0.477252
0.796,-0.918,0.478172
0.796,-0.878,0.478866
0.796,-0.837,0.479750
0.796,-0.796,0.479718
0.796,-0.755,0.480418
0.796,-0.714,0.481120
0.796,-0.673,0.481982
0.796,-0.633,0.482658
0.796,-0.592,0.483348
0.796,-0.551,0.484276
0.796,-0.510,0.485014
0.796,-0.469,0.485900
0.796,-0.429,0.486838
0.796,-0.388,0.487936
0.796,-0.347,0.489970
0.796,-0.306,0.490698
0.796,-0.265,0.491170
0.796,-0.224,0.491894
0.796,-0.184,0.492682
0.796,-0.143,0.493574
0.796,-0.102,0.494540
0.796,-0.061,0.495194
0.796,-0.020,0.495936
0.796,0.020,0.495884
0.796,0.061,0.495318
0.796,0.102,0.494908
0.796,0.143,0.495892
0.796,0.184,0.495288
0.796,0.224,0.494780
0.796,0.265,0.494238
0.796,0.306,0.493788
0.796,0.347,0.493418
0.796,0.388,0.492788
0.796,0.429,0.492232
0.796,0.469,0.491632
0.796,0.510,0.490896
0.796,0.551,0.490426
0.796,0.592,0.487980
0.796,0.633,0.487476
0.796,0.673,0.486938
0.796,0.714,0.486396
0.796,0.755,0.485648
0.796,0.796,0.485138
0.796,0.837,0.484524
0.796,0.878,0.483822
0.796,0.918,0.483354
0.796,0.959,0.482782
0.796,1.000,0.481918
0.857,-1.000,0.441692
0.857,-0.959,0.442634
0.857,-0.918,0.443608
0.857,-0.878,0.444592
0.857,-0.837,0.445422
0.857,-0.796,0.446184
0.857,-0.755,0.446926
0.857,-0.714,0.447734
0.857,-0.673,0.448732
0.857,-0.633,0.449632
0.857,-0.592,0.450474
0.857,-0.551,0.451046
0.857,-0.510,0.452008
0.857,-0.469,0.452862
0.857,-0.429,0.453718
0.857,-0.388,0.454716
0.857,-0.347,0.455600
0.857,-0.306,0.456484
0.857,-0.265,0.457306
0.857,-0.224,0.458334
0.857,-0.184,0.459314
0.857,-0.143,0.460352
0.857,-0.102,0.461440
0.857,-0.061,0.463128
0.857,-0.020,0.464006
0.857,0.020,0.463998
0.857,0.061,0.463566
0.857,0.102,0.463072
0.857,0.143,0.462544
0.857,0.184,0.461950
0.857,0.224,0.461320
0.857,0.265,0.460696
0.857,0.306,0.460170
0.857,0.347,0.459368
0.857,0.388,0.459314
0.857,0.429,0.458632
0.857,0.469,0.458092
0.857,0.510,0.457144
0.857,0.551,0.456590
0.857,0.592,0.456006
0.857,0.633,0.455268
0.857,0.673,0.454648
0.857,0.714,0.454122
0.857,0.755,0.453364
0.857,0.796,0.452894
0.857,0.837,0.451272
0.857,0.878,0.450674
0.857,0.918,0.450308
0.857,0.959,0.449902
0.857,1.000,0.449312
0.918,-1.000,0.409468
0.918,-0.959,0.410264
0.918,-0.918,0.411080
0.918,-0.878,0.411942
0.918,-0.837,0.412750
0.918,-0.796,0.413572
0.918,-0.755,0.414332
0.918,-0.714,0.416924
0.918,-0.673,0.417736
0.918,-0.633,0.418458
0.918,-0.592,0.419284
0.918,-0.551,0.420148
0.918,-0.510,0.421026
0.918,-0.469,0.421964
0.918,-0.429,0.422938
0.918,-0.388,0.423908
0.918,-0.347,0.424624
0.918,-0.306,0.425714
0.918,-0.265,0.424728
0.918,-0.224,0.425604
0.918,-0.184,0.426350
0.918,-0.143,0.427364
0.918,-0.102,0.428434
0.918,-0.061,0.429366
0.918,-0.020,0.430112
0.918,0.020,0.430508
0.918,0.061,0.429744
0.918,0.102,0.428970
0.918,0.143,0.428268
0.918,0.184,0.428506
0.918,0.224,0.427856
0.918,0.265,0.427420
0.918,0.306,0.426950
0.918,0.347,0.426376
0.918,0.388,0.425958
0.918,0.429,0.425360
0.918,0.469,0.424726
0.918,0.510,0.424366
0.918,0.551,0.423556
0.918,0.592,0.422822
0.918,0.633,0.421784
0.918,0.673,0.421054
0.918,0.714,0.420386
0.918,0.755,0.419960
0.918,0.796,0.419294
0.918,0.837,0.418806
0.918,0.878,0.418078
0.918,0.918,0.417296
0.918,0.959,0.416688
0.918,1.000,0.416204
0.980,-1.000,0.377150
0.980,-0.959,0.376500
0.980,-0.918,0.377582
0.980,-0.878,0.378490
0.980,-0.837,0.379298
0.980,-0.796,0.380184
0.980,-0.755,0.380996
0.980,-0.714,0.381854
0.980,-0.673,0.382920
0.980,-0.633,0.383840
0.980,-0.592,0.384890
0.980,-0.551,0.385918
0.980,-0.510,0.386768
0.980,-0.469,0.388216
0.980,-0.429,0.389286
0.980,-0.388,0.390126
0.980,-0.347,0.391012
0.980,-0.306,0.391672
0.980,-0.265,0.392392
0.980,-0.224,0.393190
0.980,-0.184,0.394388
0.980,-0.143,0.395014
0.980,-0.102,0.395998
0.980,-0.061,0.396890
0.980,-0.020,0.398938
0.980,0.020,0.399166
0.980,0.061,0.398570
0.980,0.102,0.397814
0.980,0.143,0.397300
0.980,0.184,0.396746
0.980,0.224,0.396304
0.980,0.265,0.395438
0.980,0.306,0.394998
0.980,0.347,0.394042
0.980,0.388,0.393258
0.980,0.429,0.393090
0.980,0.469,0.392414
0.980,0.510,0.391692
0.980,0.551,0.391036
0.980,0.592,0.390386
0.980,0.633,0.390058
0.980,0.673,0.389332
0.980,0.714,0.388566
0.980,0.755,0.387638
0.980,0.796,0.387270
0.980,0.837,0.386902
0.980,0.878,0.385650
0.980,0.918,0.385134
0.980,0.959,0.384576
0.980,1.000,0.383928
1.041,-1.000,0.344820
1.041,-0.959,0.345860
1.041,-0.918,0.346882
1.041,-0.878,0.347776
1.041,-0.837,0.348566
1.041,-0.796,0.349472
1.041,-0.755,0.350630
1.041,-0.714,0.350080
1.041,-0.673,0.350976
1.041,-0.633,0.352032
1.041,-0.592,0.352828
1.041,-0.551,0.353584
1.041,-0.510,0.354424
1.041,-0.469,0.355190
1.041,-0.429,0.356126
1.041,-0.388,0.357000
1.041,-0.347,0.357980
1.041,-0.306,0.358902
1.041,-0.265,0.359566
1.041,-0.224,0.361396
1.041,-0.184,0.362562
1.041,-0.143,0.363444
1.041,-0.102,0.364064
1.041,-0.061,0.364976
1.041,-0.020,0.365758
1.041,0.020,0.365800
1.041,0.061,0.365402
1.041,0.102,0.364832
1.041,0.143,0.364146
1.041,0.184,0.363378
1.041,0.224,0.362590
1.041,0.265,0.362084
1.041,0.306,0.361266
1.041,0.347,0.360902
1.041,0.388,0.360284
1.041,0.429,0.359712
1.041,0.469,0.358898
1.041,0.510,0.358292
1.041,0.551,0.357608
1.041,0.592,0.356784
1.041,0.633,0.356462
1.041,0.673,0.358448
1.041,0.714,0.357860
1.041,0.755,0.357368
1.041,0.796,0.356692
1.041,0.837,0.356222
1.041,0.878,0.355608
1.041,0.918,0.354872
1.041,0.959,0.354182
1.041,1.000,0.353616
1.102,-1.000,0.314404
1.102,-0.959,0.315366
1.102,-0.918,0.315636
1.102,-0.878,0.316174
1.102,-0.837,0.317210
1.102,-0.796,0.318218
1.102,-0.755,0.318936
1.102,-0.714,0.319554
1.102,-0.673,0.320308
1.102,-0.633,0.321338
1.102,-0.592,0.322186
1.102,-0.551,0.323166
1.102,-0.510,0.324168
1.102,-0.469,0.324116
1.102,-0.429,0.324998
1.102,-0.388,0.326100
1.102,-0.347,0.326958
1.102,-0.306,0.328036
1.102,-0.265,0.328764
1.102,-0.224,0.329834
1.102,-0.184,0.330886
1.102,-0.143,0.331694
1.102,-0.102,0.332438
1.102,-0.061,0.333396
1.102,-0.020,0.334174
1.102,0.020,0.334324
1.102,0.061,0.333754
1.102,0.102,0.333190
1.102,0.143,0.332610
1.102,0.184,0.332150
1.102,0.224,0.331684
1.102,0.265,0.331092
1.102,0.306,0.330682
1.102,0.347,0.330156
1.102,0.388,0.329686
1.102,0.429,0.328998
1.102,0.469,0.329140
1.102,0.510,0.328716
1.102,0.551,0.328204
1.102,0.592,0.327586
1.102,0.633,0.326960
1.102,0.673,0.326348
1.102,0.714,0.325730
1.102,0.755,0.324830
1.102,0.796,0.324110
1.102,0.837,0.323270
1.102,0.878,0.322884
1.102,0.918,0.323286
1.102,0.959,0.322758
1.102,1.000,0.322290
1.163,-1.000,0.283946
1.163,-0.959,0.284814
1.163,-0.918,0.285656
1.163,-0.878,0.286512
1.163,-0.837,0.287482
1.163,-0.796,0.288368
1.163,-0.755,0.289088
1.163,-0.714,0.289848
1.163,-0.673,0.290070
1.163,-0.633,0.290692
1.163,-0.592,0.291666
1.163,-0.551,0.292480
1.163,-0.510,0.293244
1.163,-0.469,0.294006
1.163,-0.429,0.294786
1.163,-0.388,0.295210
1.163,-0.347,0.295980
1.163,-0.306,0.296782
1.163,-0.265,0.297774
1.163,-0.224,0.300768
1.163,-0.184,0.301442
1.163,-0.143,0.302370
1.163,-0.102,0.303244
1.163,-0.061,0.304148
1.163,-0.020,0.305078
1.163,0.020,0.305254
1.163,0.061,0.304576
1.163,0.102,0.304164
1.163,0.143,0.303648
1.163,0.184,0.302982
1.163,0.224,0.298372
1.163,0.265,0.297896
1.163,0.306,0.297392
1.163,0.347,0.297128
1.163,0.388,0.296466
1.163,0.429,0.295894
1.163,0.469,0.295470
1.163,0.510,0.295068
1.163,0.551,0.294890
1.163,0.592,0.294426
1.163,0.633,0.293664
1.163,0.673,0.295346
1.163,0.714,0.295008
1.163,0.755,0.294586
1.163,0.796,0.294158
1.163,0.837,0.293756
1.163,0.878,0.293378
1.163,0.918,0.292886
1.163,0.959,0.292656
1.163,1.000,0.292366
1.224,-1.000,0.250802
1.224,-0.959,0.251386
1.224,-0.918,0.255092
1.224,-0.878,0.255874
1.224,-0.837,0.256538
1.224,-0.796,0.257264
1.224,-0.755,0.257910
1.224,-0.714,0.258328
1.224,-0.673,0.259218
1.224,-0.633,0.259910
1.224,-0.592,0.260626
1.224,-0.551,0.261188
1.224,-0.510,0.262080
1.224,-0.469,0.264762
1.224,-0.429,0.265856
1.224,-0.388,0.266562
1.224,-0.347,0.267322
1.224,-0.306,0.267970
1.224,-0.265,0.268838
1.224,-0.224,0.269666
1.224,-0.184,0.270562
1.224,-0.143,0.271482
1.224,-0.102,0.272168
1.224,-0.061,0.272998
1.224,-0.020,0.270382
1.224,0.020,0.270674
1.224,0.061,0.270226
1.224,0.102,0.269506
1.224,0.143,0.268986
1.224,0.184,0.268444
1.224,0.224,0.268120
1.224,0.265,0.267786
1.224,0.306,0.267354
1.224,0.347,0.266988
