backend,L,init_type,J,h,T,n_steps,E,e_density,m,m_density,init_time,mh_time,mh_time_per_step
gpu_efficient,16,all_up,1.0,0.5,0.5,100000,-384.0,-1.5,-256.0,-1.0,0.00010800000018207356,0.028232000768184662,2.8277244723540207e-07
gpu_efficient,16,all_up,1.0,0.5,0.5,100000,-384.0,-1.5,-256.0,-1.0,0.00011700000322889537,0.02784699946641922,2.789162465433037e-07
gpu_efficient,16,all_up,1.0,0.5,0.5,100000,-384.0,-1.5,-256.0,-1.0,0.00011800000356743112,0.027480000630021095,2.7524038159754127e-07
gpu_efficient,16,all_up,1.0,0.5,0.5,100000,-384.0,-1.5,-256.0,-1.0,0.0001140000022132881,0.026993000879883766,2.703625909816765e-07
gpu_efficient,16,all_up,1.0,0.5,0.5,100000,-384.0,-1.5,-256.0,-1.0,0.00011899999663000926,0.027042999863624573,2.708633815018402e-07
gpu_efficient,16,all_up,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,0.00011500000255182385,0.027327999472618103,2.7371794431019225e-07
gpu_efficient,16,all_up,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,0.00011200000153621659,0.027117999270558357,2.7161456728208577e-07
gpu_efficient,16,all_up,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,0.00011300000187475234,0.027899999171495438,2.794471072320448e-07
gpu_efficient,16,all_up,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,0.00011800000356743112,0.027256999164819717,2.730068047185341e-07
gpu_efficient,16,all_up,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,0.00010900000052060932,0.02728400006890297,2.732772372837644e-07
gpu_efficient,16,all_up,1.0,0.5,10.0,100000,-53.0,-0.20703125,18.0,0.0703125,0.00011600000289035961,0.02745700068771839,2.7501002364260785e-07
gpu_efficient,16,all_up,1.0,0.5,10.0,100000,-53.0,-0.20703125,18.0,0.0703125,0.00012599999899975955,0.020005999132990837,2.0038059744820202e-07
gpu_efficient,16,all_up,1.0,0.5,10.0,100000,-53.0,-0.20703125,18.0,0.0703125,0.00011200000153621659,0.020726999267935753,2.0760215591053566e-07
gpu_efficient,16,all_up,1.0,0.5,10.0,100000,-53.0,-0.20703125,18.0,0.0703125,0.00011100000119768083,0.019860999658703804,1.989282765180178e-07
gpu_efficient,16,all_up,1.0,0.5,10.0,100000,-53.0,-0.20703125,18.0,0.0703125,0.00010699999984353781,0.020066000521183014,2.0098157449410792e-07
gpu_efficient,16,all_up,1.0,1.0,0.5,100000,-256.0,-1.0,-256.0,-1.0,0.0001140000022132881,0.020041000097990036,2.0073116502317134e-07
gpu_efficient,16,all_up,1.0,1.0,0.5,100000,-256.0,-1.0,-256.0,-1.0,0.00011500000255182385,0.02042200043797493,2.045472768941181e-07
gpu_efficient,16,all_up,1.0,1.0,0.5,100000,-256.0,-1.0,-256.0,-1.0,0.00012099999730708078,0.019930999726057053,1.9962939745710173e-07
gpu_efficient,16,all_up,1.0,1.0,0.5,100000,-256.0,-1.0,-256.0,-1.0,0.00011200000153621659,0.02007099986076355,2.010316535461243e-07
gpu_efficient,16,all_up,1.0,1.0,0.5,100000,-256.0,-1.0,-256.0,-1.0,0.00010599999950500205,0.02024500072002411,2.0277444434668723e-07
gpu_efficient,16,all_up,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,0.00011300000187475234,0.02064500004053116,2.0678085377312527e-07
gpu_efficient,16,all_up,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,0.00010900000052060932,0.019997000694274902,2.0029047220759821e-07
gpu_efficient,16,all_up,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,0.00011200000153621659,0.020190000534057617,2.0222356056365243e-07
gpu_efficient,16,all_up,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,0.0001049999991664663,0.02089099958539009,2.0924478860706586e-07
gpu_efficient,16,all_up,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,0.00010599999950500205,0.020742999389767647,2.07762411719159e-07
gpu_efficient,16,all_up,1.0,1.0,10.0,100000,-142.0,-0.5546875,62.0,0.2421875,0.00011500000255182385,0.020090000703930855,2.0122196531247027e-07
gpu_efficient,16,all_up,1.0,1.0,10.0,100000,-142.0,-0.5546875,62.0,0.2421875,0.00010900000052060932,0.01992500014603138,1.9956931396336586e-07
gpu_efficient,16,all_up,1.0,1.0,10.0,100000,-142.0,-0.5546875,62.0,0.2421875,0.00011100000119768083,0.020395999774336815,2.0428686298146204e-07
gpu_efficient,16,all_up,1.0,1.0,10.0,100000,-142.0,-0.5546875,62.0,0.2421875,0.00010699999984353781,0.020721999928355217,2.0755207685851929e-07
gpu_efficient,16,all_up,1.0,1.0,10.0,100000,-142.0,-0.5546875,62.0,0.2421875,0.00011999999696854502,0.02080100029706955,2.0834335145991645e-07
gpu_efficient,16,all_up,1.0,2.0,0.5,100000,-1024.0,-4.0,256.0,1.0,0.00011500000255182385,0.02052300050854683,2.055589050087292e-07
gpu_efficient,16,all_up,1.0,2.0,0.5,100000,-1024.0,-4.0,256.0,1.0,0.00010599999950500205,0.02050199918448925,2.0534855593723478e-07
gpu_efficient,16,all_up,1.0,2.0,0.5,100000,-1024.0,-4.0,256.0,1.0,0.00011200000153621659,0.020421000197529793,2.045372582415439e-07
gpu_efficient,16,all_up,1.0,2.0,0.5,100000,-1024.0,-4.0,256.0,1.0,6.0999998822808266e-05,0.02092999964952469,2.0963541658147733e-07
gpu_efficient,16,all_up,1.0,2.0,0.5,100000,-1024.0,-4.0,256.0,1.0,7.100000220816582e-05,0.021037999540567398,2.107171468423985e-07
gpu_efficient,16,all_up,1.0,2.0,2.0,100000,-1012.0,-3.953125,254.0,0.9921875,6.199999916134402e-05,0.02039399929344654,2.042668256763136e-07
gpu_efficient,16,all_up,1.0,2.0,2.0,100000,-1012.0,-3.953125,254.0,0.9921875,5.999999848427251e-05,0.019734999164938927,1.9766625314332487e-07
gpu_efficient,16,all_up,1.0,2.0,2.0,100000,-1012.0,-3.953125,254.0,0.9921875,6.600000051548705e-05,0.02012999914586544,2.0162258351774653e-07
gpu_efficient,16,all_up,1.0,2.0,2.0,100000,-1012.0,-3.953125,254.0,0.9921875,5.900000178371556e-05,0.020541999489068985,2.0574918835336575e-07
gpu_efficient,16,all_up,1.0,2.0,2.0,100000,-1012.0,-3.953125,254.0,0.9921875,6.800000119255856e-05,0.020840000361204147,2.0873397943432792e-07
gpu_efficient,16,all_up,1.0,2.0,10.0,100000,-400.0,-1.5625,120.0,0.46875,6.299999949987978e-05,0.020611999556422234,2.0645030929244967e-07
gpu_efficient,16,all_up,1.0,2.0,10.0,100000,-400.0,-1.5625,120.0,0.46875,5.8000001445179805e-05,0.020610999315977097,2.0644029063987546e-07
gpu_efficient,16,all_up,1.0,2.0,10.0,100000,-400.0,-1.5625,120.0,0.46875,5.999999848427251e-05,0.020941000431776047,2.097455933380843e-07
gpu_efficient,16,all_up,1.0,2.0,10.0,100000,-400.0,-1.5625,120.0,0.46875,5.900000178371556e-05,0.02045699954032898,2.0489783025823272e-07
gpu_efficient,16,all_up,1.0,2.0,10.0,100000,-400.0,-1.5625,120.0,0.46875,6.199999916134402e-05,0.020760999992489815,2.0794270483293076e-07
gpu_efficient,16,random,1.0,0.5,0.5,100000,-640.0,-2.5,256.0,1.0,9.500000305706635e-05,0.020572999492287636,2.0605969552889292e-07
gpu_efficient,16,random,1.0,0.5,0.5,100000,-640.0,-2.5,256.0,1.0,6.800000119255856e-05,0.021028999239206314,2.1062699318008526e-07
gpu_efficient,16,random,1.0,0.5,0.5,100000,-640.0,-2.5,256.0,1.0,6.399999983841553e-05,0.021037999540567398,2.107171468423985e-07
gpu_efficient,16,random,1.0,0.5,0.5,100000,-640.0,-2.5,256.0,1.0,5.999999848427251e-05,0.020145000889897346,2.0177284909550508e-07
gpu_efficient,16,random,1.0,0.5,0.5,100000,-640.0,-2.5,256.0,1.0,7.000000186963007e-05,0.020899999886751175,2.0933492805852438e-07
gpu_efficient,16,random,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,7.79999973019585e-05,0.021611999720335007,2.164663470693995e-07
gpu_efficient,16,random,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,6.600000051548705e-05,0.02098199911415577,2.1015624440678948e-07
gpu_efficient,16,random,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,6.0999998822808266e-05,0.020800000056624413,2.0833333280734223e-07
gpu_efficient,16,random,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,6.800000119255856e-05,0.021040000021457672,2.1073718414754694e-07
gpu_efficient,16,random,1.0,0.5,2.0,100000,-603.0,-2.35546875,246.0,0.9609375,6.299999949987978e-05,0.020609000697731972,2.0642028175643645e-07
gpu_efficient,16,random,1.0,0.5,10.0,100000,-138.0,-0.5390625,68.0,0.265625,6.0999998822808266e-05,0.020176999270915985,2.0209334650189703e-07
gpu_efficient,16,random,1.0,0.5,10.0,100000,-138.0,-0.5390625,68.0,0.265625,6.399999983841553e-05,0.020200999453663826,2.0233372310940467e-07
gpu_efficient,16,random,1.0,0.5,10.0,100000,-138.0,-0.5390625,68.0,0.265625,5.900000178371556e-05,0.020176999270915985,2.0209334650189703e-07
gpu_efficient,16,random,1.0,0.5,10.0,100000,-138.0,-0.5390625,68.0,0.265625,7.599999662488699e-05,0.020748000591993332,2.0781250498203008e-07
gpu_efficient,16,random,1.0,0.5,10.0,100000,-138.0,-0.5390625,68.0,0.265625,5.999999848427251e-05,0.02095099911093712,2.0984573723126232e-07
gpu_efficient,16,random,1.0,1.0,0.5,100000,-768.0,-3.0,256.0,1.0,6.199999916134402e-05,0.02061999961733818,2.065304443021887e-07
gpu_efficient,16,random,1.0,1.0,0.5,100000,-768.0,-3.0,256.0,1.0,6.500000017695129e-05,0.020850999280810356,2.0884414198008017e-07
gpu_efficient,16,random,1.0,1.0,0.5,100000,-768.0,-3.0,256.0,1.0,5.999999848427251e-05,0.020430000498890877,2.0462741190385714e-07
gpu_efficient,16,random,1.0,1.0,0.5,100000,-768.0,-3.0,256.0,1.0,6.500000017695129e-05,0.020837999880313873,2.0871394212917949e-07
gpu_efficient,16,random,1.0,1.0,0.5,100000,-768.0,-3.0,256.0,1.0,5.999999848427251e-05,0.02081199921667576,2.084535140056687e-07
gpu_efficient,16,random,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,7.200000254670158e-05,0.020665999501943588,2.0699117442291026e-07
gpu_efficient,16,random,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,6.199999916134402e-05,0.020687000826001167,2.072015377052594e-07
gpu_efficient,16,random,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,5.999999848427251e-05,0.020685000345110893,2.0718150040011096e-07
gpu_efficient,16,random,1.0,1.0,2.0,100000,-748.0,-2.921875,252.0,0.984375,6.0999998822808266e-05,0.020726999267935753,2.0760215591053566e-07
